,Unnamed: 0,Unnamed: 0.1,Artist,Genres,Followers,Popularity,Songs,Length
3824,9511,9511,Toquinho,"['bossa nova', 'mpb', 'samba', 'violao']",1254830,82,"['Tú Me Dejaste De Querer', 'Ingobernable', 'Párteme La Cara', 'CAMBIA!', 'Antes de Morirme (feat. ROSALÍA)', 'Los Tontos', 'Nominao', 'Demasiadas Mujeres', 'Te Olvidaste', 'Comerte Entera']",10
3825,9516,9516,Toro y Moi,"['alternative dance', 'alternative r&b', 'chillwave', 'indie pop', 'indie soul', 'indietronica', 'new rave', 'nu gaze']",2154839,76,"['The Difference', 'You & Me - Flume Remix', 'Rushing Back', 'Drop The Game', 'Never Be Like You (feat. Kai)', 'Test & Recognise - Flume Re-work', 'Let You Know', 'Blue - Flume Remix', 'Say It (feat. Tove Lo)', 'Friends']",10
3826,9519,9519,Torsten Kerl,['classical tenor'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
3827,9520,9520,Tortoise,"['ambient', 'chicago indie', 'double drumming', 'experimental', 'experimental rock', 'freak folk', 'indie rock', 'post-hardcore', 'post-rock']",4304139,80,"['God’s Menu', 'Back Door', 'Going Dumb (with Stray Kids)', 'MIROH', 'Easy', 'Any', 'Wow (Lee Know, Hyunjin, Felix)', '끝나지 않을 이야기', 'Ex', 'ALL IN']",10
3828,9521,9521,Tortured Soul,"['deep house', 'disco house', 'vocal house']",98501,70,"['Hold On', 'Hold On - Remix', 'Love You To Death', 'Tortured Soul', 'What You Need', 'Hold On - Acoustic', 'Beautiful Disaster', 'Water Into Wine', 'Homeland', 'Take Me Home']",10
3829,9522,9522,Tory Lanez,"['canadian hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",823016,84,"['Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track', 'WHATS POPPIN', 'Tyler Herro', 'Way Out (feat. Big Sean)', 'Already Best Friends (feat. Chris Brown)', 'I WANNA SEE SOME ASS (feat. jetsonmade)', 'Face Of My City (feat. Lil Baby)', 'Moana', 'Route 66 (feat. EST Gee)', 'THRU THE NIGHT (feat. Bryson Tiller)']",10
3830,9529,9529,Totó La Momposina,"['chicha', 'cumbia', 'folclor afrocolombiano', 'porro']",2450994,73,"['Atrévete-Te-Te', 'Muerte En Hawaii', 'Ojos Color Sol (feat. Silvio Rodríguez)', 'La Vuelta Al Mundo', 'Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)', 'No Hay Nadie Como Tú (feat. Café Tacuba)', 'El Aguante', 'Un Beso de Desayuno', 'Baile De Los Pobres', 'Adentro']",10
3831,9530,9530,Touch,"['bubblegum dance', 'europop']",1061969,76,"['Turning Page', 'Already Gone', 'Touch', 'Saturn', 'Chasing Cars', 'Two', 'Hearing', 'Light', 'Make You Feel My Love', 'Neptune']",10
3832,9535,9535,Towkio,['chicago rap'],5261671,85,"['Holy (feat. Chance The Rapper)', 'Cocoa Butter Kisses', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Hot Shower', 'Cross Me (feat. Chance the Rapper & PnB Rock)', 'Juke Jam (feat. Justin Bieber & Towkio)', 'All Night (feat. Knox Fortune)', 'Same Drugs', 'Favorite Song', 'Smoke Break (feat. Future)']",10
3833,9538,9538,Toy-Box,"['bubblegum dance', 'eurodance', 'europop']",507266,64,"['My Axe', 'Hokus Pokus', 'The Neden Game', 'Boogie Woogie Wu', 'Juggalo Homies', 'To Catch a Predator', 'What Is A Juggalo?', 'Chop Chop Slide', 'Great Milenko', 'In My Room']",10
3834,9539,9539,Toya,['hip pop'],1917196,66,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']",10
3835,9546,9546,Traditional,['sleep'],35117,65,"[""The Wren Boys / Gavin's Hornpipe / Honeysuckle"", 'The Highland Set', 'Amazigh Lullaby', 'Isigunqugunqu', 'Purbeli', 'Eleanor Plunkett', 'Esashi Oiwake', 'Cry of the Dreamer', 'El Tilingo', 'Botany Bay (Arr. N. McLoughlin)']",9
3837,9558,9558,Travis,['rap'],16040210,94,"['Goosebumps - Remix', 'goosebumps', 'HIGHEST IN THE ROOM', 'SICKO MODE', 'THE SCOTTS', 'OUT WEST (feat. Young Thug)', 'BUTTERFLY EFFECT', 'TKN (feat. Travis Scott)', 'GATTI', 'FRANCHISE (feat. Young Thug & M.I.A.)']",10
3838,9559,9559,Travis Barker,['rap rock'],6046308,88,"['1400 / 999 Freestyle', 'Taking A Walk', 'Tell Me U Luv Me (with Trippie Redd)', 'Blastoff (feat. Juice Wrld & Trippie Redd)', 'Who Needs Love', 'Love Scars', 'PILL BREAKER (feat. blackbear & Machine Gun Kelly)', 'Topanga', '6 Kiss', 'Excitement (feat. PARTYNEXTDOOR)']",10
3840,9563,9563,Travis Scott,['rap'],16040210,94,"['Goosebumps - Remix', 'goosebumps', 'HIGHEST IN THE ROOM', 'SICKO MODE', 'THE SCOTTS', 'OUT WEST (feat. Young Thug)', 'BUTTERFLY EFFECT', 'TKN (feat. Travis Scott)', 'GATTI', 'FRANCHISE (feat. Young Thug & M.I.A.)']",10
3841,9565,9565,Treach,['new jersey rap'],38647874,97,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']",10
3844,9568,9568,Trevor Guthrie,['canadian pop'],3794000,79,"['Leave A Little Love', 'Hoe Het Danst', 'Blah Blah Blah', 'This Is What It Feels Like', 'Repeat After Me', 'Feel Something (feat. Duncan Laurence)', 'Need You Now', 'Great Spirit', 'Slow Lane', 'Magico']",10
3845,9572,9572,Trey Lorenz,"['new jack swing', 'urban contemporary']",6536365,80,"['Always Be My Baby', 'Fantasy', 'Hero', 'We Belong Together', 'Without You', 'All I Want for Christmas Is You', 'I Know What You Want (feat. Flipmode Squad)', 'Obsessed', 'One Sweet Day', 'Touch My Body']",10
3846,9574,9574,Triad,['russian hip hop'],1976466,74,"['Schism', 'The Pot', 'Sober', 'Forty Six & 2', 'Stinkfist', 'Pneuma', 'Vicarious', 'Jambi', 'Lateralus', 'Ænema']",10
3848,9582,9582,Trina,"['hip pop', 'miami hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'rap latina', 'southern hip hop', 'trap', 'trap queen']",502728,73,"[""Won't Bite"", 'Wild Irish Roses', 'Z4L (with Bari & Jay2)', 'Amphetamine', 'Kolors', 'Baguetti (with JID & Kenny Beats)', 'Dragonball Durag - Remix', 'So.Incredible.pkg [Robert Glasper Version Feat. Smino]', 'Trina', 'Backstage Pass (with Monte Booker & The Drums)']",9
3850,9586,9586,Trippie Redd,"['melodic rap', 'rap', 'trap']",26614287,92,"['Jocelyn Flores', 'SAD!', 'Hope', 'Moonlight', 'Everybody Dies In Their Nightmares', 'changes', 'Fuck Love (feat. Trippie Redd)', 'the remedy for a broken heart (why am I so in love)', 'Falling Down - Bonus Track', 'Look At Me!']",10
3851,9587,9587,TrippyThaKid,"['dark trap', 'meme rap']",38080,62,"['The Boys Are Back In Town', 'Leedle Leedle Lee', 'Always Saucy (with Ski Mask The Slump God & TrippythaKid)', 'admit it', 'jurassic', 'Cadbury Creme', 'keep up', 'GIDDY UP!', 'This Will Pay Off, I Promise.', 'seven']",10
3852,9591,9591,Tritonal,"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']",17710833,85,"['Getaway - Koven Remix', 'I Feel The Love', 'Little Bit Of Love - Anton Powers Remix', 'Until You Were Gone', 'Never Be The Same', 'Happy Where We Are', 'Untouchable', 'Long Way Home', 'Born Yesterday', 'Shivohum']",10
3853,9594,9594,Tron,"['corrido', 'duranguense', 'regional mexican']",6097520,85,"['See You Again (feat. Kali Uchis)', 'EARFQUAKE', 'BEST INTEREST', 'GONE, GONE / THANK YOU', 'Potato Salad', 'Boredom (feat. Rex Orange County & Anna of the North)', '911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy)', 'I THINK', 'Glitter', 'A BOY IS A GUN*']",10
3855,9607,9607,Tuka,"['grupera', 'mexican rock-and-roll']",15861909,89,"['BICHOTA', 'LOCATION', 'Tusa', 'EL MAKINON', 'Ay, DiOs Mío!', 'China', 'Caramelo - Remix', 'LEYENDAS', 'Secreto', 'EL BARCO']",10
3856,9608,9608,Tullio Serafin,"['opera', 'orchestral performance']",464965,63,"['Bizet: Carmen, WD 31, Act 1 Scene 4: No. 5, Havanaise, ""L\'amour est un oiseau rebelle"" (Carmen, Chorus)', 'Puccini: Madama Butterfly, Act 2: ""Un bel di vedremo"" (Butterfly)', 'Bizet: Carmen, Act 1: ""L\'amour est un oiseau rebelle"" (Carmen, Chorus) [Habanera]', 'Puccini: Gianni Schicchi, Act 1: ""O mio babbino caro"" (Lauretta)', 'Gianni Schicchi: O mio babbino caro', 'Madame Butterfly, 1. Akt: Vogliatemi bene (Mona Lisa): Madama Butterfly, Act II: Un bel di, vedremo', 'Andrea Chenier (1997 Digital Remaster): La mamma morta', 'Norma (1997 Digital Remaster): Casta Diva', 'Extrait ""Casta Diva""', 'Bellini: Norma, Act 1: ""Casta diva"" (Norma, Chorus)']",10
3857,9609,9609,Tundra,"['focus beats', 'lo-fi beats']",92177,68,"['Dragonborn', 'Secunda', 'From Past to Present', 'The Streets of Whiterun', 'Ancient Stones', 'Awake', 'Far Horizons', 'The Bannered Mare', 'Harvest Dawn', ""Kyne's Peace""]",9
3858,9615,9615,Turner,"['contemporary country', 'country', 'country road', 'modern country rock']",3159777,71,"['Panda', 'Tiimmy Turner', 'Champions', 'Panda', 'I Get That', 'Outlet', 'Panda - Luca Lush Remix', 'AMEN', 'Diva', 'Liife']",10
3860,9617,9617,Turnpike Troubadours,['red dirt'],253567,64,"['Long Hot Summer Day', '7 & 7', 'Good Lord Lorrie', 'Diamonds & Gasoline', 'Every Girl', 'Gin, Smoke, Lies', 'Pay No Rent', 'Unrung', 'Whole Damn Town', 'The Housefire']",10
3862,9619,9619,Twenty One Pilots,"['modern rock', 'rock']",20068932,86,"['Stressed Out', 'Heathens', 'Ride', 'Shy Away', 'Chlorine', 'Level of Concern', 'Tear in My Heart', 'Car Radio', 'Heavydirtysoul', 'Jumpsuit']",10
3865,9629,9629,Two Steps from Hell,"['epicore', 'soundtrack', 'video game music']",600037,69,"['Victory', 'Heart of Courage', 'Star Sky', 'Protectors of the Earth', 'Strength of a Thousand Men', 'Flight Of The Silverbird', 'Archangel', 'Blackheart', 'Never Back Down', 'El Dorado']",10
3866,9631,9631,Ty Dolla $ign,"['pop', 'pop rap', 'r&b', 'trap', 'trap soul']",3744335,89,"['Spicy (feat. Post Malone)', 'Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix', 'Nights Like This (feat. Ty Dolla $ign)', 'Swalla (feat. Nicki Minaj & Ty Dolla $ign)', 'OTW', 'The Business, Pt. II', 'Ego Death (feat. Kanye West, FKA twigs & Skrillex)', 'Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)', 'Bacc Seat (feat. Ty Dolla $ign)', 'Do You Believe']",10
3867,9633,9633,Ty$,"['pop', 'pop rap', 'r&b', 'trap', 'trap soul']",823016,84,"['Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track', 'WHATS POPPIN', 'Tyler Herro', 'Way Out (feat. Big Sean)', 'Already Best Friends (feat. Chris Brown)', 'I WANNA SEE SOME ASS (feat. jetsonmade)', 'Face Of My City (feat. Lil Baby)', 'Moana', 'Route 66 (feat. EST Gee)', 'THRU THE NIGHT (feat. Bryson Tiller)']",10
3868,9634,9634,Tycho,"['chillwave', 'downtempo', 'electronica', 'indietronica', 'intelligent dance music']",605432,64,"['Awake', 'Across The Room - Tycho Remix', 'A Walk', 'Bodies - Tycho Remix', 'Japan - Satin Jackets Remix', 'Outer Sunset', 'Hours', 'Epoch', 'L', 'Run Away']",10
3869,9635,9635,Tyga,"['dance pop', 'hip hop', 'pop rap', 'rap', 'trap']",6193551,86,"['Calling My Phone', 'F.N', 'Headshot (feat. Polo G & Fivio Foreign)', 'Pop Out (feat. Lil Tjay)', 'Sex Sounds', 'Run It Up (feat. Offset & Moneybagg Yo)', 'Leaked', 'Move On - Bonus', 'Zoo York (feat. Fivio Foreign & Pop Smoke)', 'Hold On']",10
3870,9639,9639,"Tyler, The Creator","['hip hop', 'rap']",6097520,85,"['See You Again (feat. Kali Uchis)', 'EARFQUAKE', 'BEST INTEREST', 'GONE, GONE / THANK YOU', 'Potato Salad', 'Boredom (feat. Rex Orange County & Anna of the North)', '911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy)', 'I THINK', 'Glitter', 'A BOY IS A GUN*']",10
3871,9642,9642,Téléphone,['french rock'],16973776,89,"['Shallow', 'Rain On Me (with Ariana Grande)', 'Bad Romance', 'Always Remember Us This Way', 'Stupid Love', 'Poker Face', 'Million Reasons', 'Just Dance', '911', 'Sour Candy (with BLACKPINK)']",10
3872,9643,9643,Tír na nÓg,"['british folk', 'psychedelic folk']",377890,63,"['Teir Abhaile Riu', 'You Raise Me Up', 'Scarborough Fair', 'The Voice', 'Tír na nÓg', 'Amazing Grace', 'Danny Boy', 'May It Be', 'Dúlaman', 'The Parting Glass']",10
3873,9647,9647,U.K.,"['oi', 'punk', 'uk82']",1356059,60,"['Anarchy in the U.K.', 'God Save the Queen', 'Pretty Vacant', 'Holidays in the Sun', 'Bodies', 'No Feelings', 'No Future - God Save the Queen', 'I Wanna Be Me', 'Sub-Mission', 'Problems']",10
3874,9651,9651,UFO,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",308614,63,"['Paul', 'Shark Smile - Edit', 'Masterpiece', 'Not', 'Off You', 'Mary', 'UFOF', 'Velvet Ring', 'Mythological Beauty', 'Shark Smile']",10
3875,9653,9653,UMI,"['alternative r&b', 'bedroom soul', 'chill r&b', 'indie r&b', 'pop']",510892,69,"['Remember Me', 'Love Affair', 'Butterfly', 'Lullaby', 'Down to Earth', 'Introspection', 'Midnight Blues', 'Play Too Much', 'River', 'Ordinary']",10
3876,9656,9656,UVERworld,"['anime', 'j-pop', 'j-poprock', 'otacore']",872624,67,"['Touch off', 'ODD FUTURE', 'CORE PRIDE', 'D-tecnoLife', 'HOURGLASS', 'ROB THE FRONTIER', 'ODD FUTURE short ver.', '一滴の影響 (album ver.)', 'Colors of the Heart', 'Teenage Love']",10
3879,9662,9662,Ugo,"['classical piano', 'russian classical piano']",379683,70,"['Te Olvidaste', 'Want U Around (feat. Ruel)', 'Hit Me Up', 'Ugotme', 'Erase', 'Unbothered', 'Kamikaze', 'Brakelights', 'Hey Boy (feat. Kali Uchis)', 'Useless']",10
3881,9666,9666,Ulices Chaidez,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",493440,68,"['Te Regalo', '¿Por Que Me Enamoré?', 'Te Encontré', 'Que Bonito', 'Que Bonito Es Querer', 'Te Encontré - En Vivo', 'Para Ti Papá', 'Que La Quieran (Que La Cuiden)', 'No Nos Tocaba', 'Es Que Me Gustas']",10
3882,9669,9669,Ummet Ozcan,"['big room', 'deep big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",2997870,78,"['Say My Name', 'Instagram', 'Beast (All as One)', 'Get in Trouble (So What)', 'Too Much', 'Repeat After Me', 'Boomshakalaka', 'Complicated (feat. Kiiara)', 'We Love Hardcore', 'Do It! - Dimitri Vegas Radio Edit']",10
3884,9681,9681,Unknown Mortal Orchestra,"['chillwave', 'indie rock', 'indie soul', 'kiwi rock', 'neo-psychedelic', 'new rave', 'portland hip hop', 'psychedelic pop']",642152,69,"['So Good At Being in Trouble', 'Hunnybee', 'Multi-Love', 'Necessary Evil', 'Swim and Sleep (Like a Shark)', 'Can’t Keep Checking My Phone', 'Severed Head (feat. Goldlink and Unknown Mortal Orchestra)', 'Buzzin (with Unknown Mortal Orchestra)', 'Ffunny Ffriends', 'Everyone Acts Crazy Nowadays']",10
3886,9686,9686,Unspoken,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",1329325,74,"['prom dress', 'Falling for U', 'feelings are fatal', 'Line Without a Hook (feat. mxmtoon)', 'cliché', 'Pride (with mxmtoon)', 'fever dream', 'creep', 'bon iver', 'walk but in a garden (with mxmtoon)']",10
3887,9687,9687,Unwound,"['alternative pop', 'alternative rock', 'dance-punk', 'dream pop', 'drone', 'emo', 'experimental', 'experimental rock', 'freak folk', 'garage psych', 'gbvfi', 'indie punk', 'indie rock', 'lo-fi', 'noise rock', 'nu gaze', 'olympia wa indie', 'post-hardcore', 'post-punk']",2457328,76,"['Check Yes Or No', 'Amarillo By Morning', 'Write This Down', 'Carrying Your Love With Me', 'Give It Away', 'Blue Clear Sky', 'Troubadour', 'I Cross My Heart - Pure Country Soundtrack Version', 'I Can Still Make Cheyenne', ""All My Ex's Live In Texas""]",9
3888,9689,9689,Upchurch,"['contemporary country', 'country rap', 'redneck']",900451,76,"['Holler Boys', 'Southern Land', 'Rolling Stoned', 'Hey Boy, Hey Girl', 'Outlaw (feat. Luke Combs)', 'Hillbilly', 'Shoulda Named It After Me', 'Cheatham County', 'My Neck of the Woods', 'The Old Days (feat. Justin Adams)']",10
3890,9694,9694,Usha Khanna,"['classic bollywood', 'filmi']",2650142,69,"['The Jawaani Song', 'Neele Neele Ambar Par - Male Version', 'Monsta Mashup 2019 by DJ Notorious and Lijo George', 'O Mere Dil Ke Chain (From ""Mere Jeevan Saathi"")', 'Mere Sapnon Ki Rani (From ""Aradhana"")', 'Yeh Sham Mastani (From ""Kati Patang"")', 'Ek Ajnabee Haseena Se (From ""Ajanabee"")', 'Bheegi Bheegi Raaton Mein (From ""Ajnabee"")', 'Janu Meri Jaan - Shaan / Soundtrack Version', 'Humko Tumse Ho Gaya Hai Pyar - Amar Akbar Anthony / Soundtrack Version']",10
3891,9695,9695,Usha Mangeshkar,"['classic bollywood', 'filmi', 'ghazal']",2596137,71,"['Tere Liye', 'Do Pal', 'Luka Chuppi', 'Aankhein Khuli', 'Humko Humise Chura Lo', 'Kabhi Khushi Kabhie Gham', 'Lag Ja Gale Se Phir (From ""Woh Kaun Thi"")', 'Bheegi Bheegi Raaton Mein (From ""Ajnabee"")', 'Humko Tumse Ho Gaya Hai Pyar - Amar Akbar Anthony / Soundtrack Version', 'Tujhe Dekha To (From ""Dilwale Dulhania Le Jayenge"")']",10
3892,9702,9702,VIC MENSA,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",5261671,85,"['Holy (feat. Chance The Rapper)', 'Cocoa Butter Kisses', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Hot Shower', 'Cross Me (feat. Chance the Rapper & PnB Rock)', 'Juke Jam (feat. Justin Bieber & Towkio)', 'All Night (feat. Knox Fortune)', 'Same Drugs', 'Favorite Song', 'Smoke Break (feat. Future)']",10
3893,9703,9703,VICTORIA,"['alternative r&b', 'chill r&b', 'dance pop', 'indie r&b', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",4252392,83,"['Cuando Sera', 'Soltera - Remix', 'Sin Ropa', 'No Toque Mi Naik', 'Codigo Secreto', 'Fantasia Sexual', 'Victoria', 'En Mi Habitación', 'La Cama - Remix', 'Only Fans - Remix']",10
3894,9704,9704,Vacations,"['indie garage rock', 'newcastle nsw indie']",117008,66,"['Young', 'Telephones', 'Relax', 'Home', 'Away', 'Friends', 'Moving Out', 'Honey', 'Lavender', 'On Your Own']",10
3897,9709,9709,Valentina Kamenikova,['czech classical piano'],2364984,77,"['Nocturne No.2 In E Flat, Op.9 No.2', 'Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.', 'Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1', 'Nocturne, Op. posth. in C-Sharp Minor: Lento', '24 Préludes, Op. 28: No.4 in E minor - Largo', 'Nocturne No. 19 in E Minor, Op. 72, No. 1', 'Waltz in C-sharp minor, Op. 64 No. 2', 'Nocturne No.1 In B Flat Minor, Op.9 No.1', 'Nocturne No.6 In G Minor, Op.15 No.3', 'Waltz No.19 in A minor, Op.posth.']",10
3898,9710,9710,Valentina Lisitsa,"['classical performance', 'classical piano', 'ukrainian classical piano']",2364984,77,"['Nocturne No.2 In E Flat, Op.9 No.2', 'Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.', 'Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1', 'Nocturne, Op. posth. in C-Sharp Minor: Lento', '24 Préludes, Op. 28: No.4 in E minor - Largo', 'Nocturne No. 19 in E Minor, Op. 72, No. 1', 'Waltz in C-sharp minor, Op. 64 No. 2', 'Nocturne No.1 In B Flat Minor, Op.9 No.1', 'Nocturne No.6 In G Minor, Op.15 No.3', 'Waltz No.19 in A minor, Op.posth.']",10
3899,9711,9711,Valentino,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'house', 'moombahton']",956249,87,"['Mood (feat. iann dior)', 'Tick Tock (feat. 24kGoldn)', 'Mood (Remix) feat. Justin Bieber, J Balvin & iann dior', 'CITY OF ANGELS', 'Coco (feat. DaBaby)', 'VALENTINO', 'Company (feat. Future)', '3, 2, 1', 'Tinted Eyes (feat. blackbear & 24kGoldn)', 'Love Or Lust']",10
