,Unnamed: 0,Unnamed: 0.1,Artist,Genres,Followers,Popularity,Songs,Length
2503,6058,6058,McGree,['classical soprano'],2467173,68,"['Me and Bobby McGee', 'Piece of My Heart', 'Cry Baby', 'Summertime', 'Mercedes Benz', 'Kozmic Blues', 'Maybe', 'Move Over', 'Call On Me', 'Ball and Chain']",10
2504,6059,6059,Me,"['houston rap', 'pop', 'pop rap', 'trap queen']",30205171,90,"['What Other People Say', 'Met Him Last Night (feat. Ariana Grande)', 'OK Not To Be OK', 'Sorry Not Sorry', 'Dancing With The Devil', 'Heart Attack', 'Solo (feat. Demi Lovato)', 'Stone Cold', 'Monsters (feat. Demi Lovato and blackbear)', 'I Love Me']",10
2505,6060,6060,Me & My,"['deep tropical house', 'disco house', 'groove room', 'house', 'tropical house']",4812140,83,"['Still Be Friends (feat. Tory Lanez & Tyga)', 'Provide (feat. Chris Brown & Mark Morrison)', 'Him & I (with Halsey)', 'Me, Myself & I', 'No Limit', 'Share That Love (feat. G-Eazy)', 'I Mean It (feat. Remo)', 'Hate The Way (feat. blackbear)', 'Moana', 'Some Kind Of Drug (feat. Marc E. Bassy)']",10
2506,6062,6062,Me',"['houston rap', 'pop', 'pop rap', 'trap queen']",30205171,90,"['What Other People Say', 'Met Him Last Night (feat. Ariana Grande)', 'OK Not To Be OK', 'Sorry Not Sorry', 'Dancing With The Devil', 'Heart Attack', 'Solo (feat. Demi Lovato)', 'Stone Cold', 'Monsters (feat. Demi Lovato and blackbear)', 'I Love Me']",10
2509,6068,6068,Meditation Spa,"['mindfulness', 'spa']",42206,67,"['Spa Music (Sleeping Music)', 'Spa Music', 'Massage Therapy', 'Meditation Music', 'Spa Music (Massage Therapy)', 'Yoga Music', 'Music for Spa', 'Study Music', 'Relaxation Music', 'Studying Music']",10
2511,6072,6072,Meg & Dia,"['candy pop', 'pixie', 'pop emo']",3899686,89,"['Beautiful Mistakes (feat. Megan Thee Stallion)', 'WAP (feat. Megan Thee Stallion)', 'Body', 'Cry Baby (feat. DaBaby)', 'Savage', 'Savage Remix (feat. Beyoncé)', 'Girls in the Hood', 'Captain Hook', 'Cash Shit (feat. DaBaby)', 'Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)']",10
2513,6074,6074,Megan Thee Stallion,"['houston rap', 'pop', 'pop rap', 'trap queen']",15678579,90,"['Up', 'WAP (feat. Megan Thee Stallion)', 'I Like It', 'South of the Border (feat. Camila Cabello & Cardi B)', 'Money', 'Finesse - Remix; feat. Cardi B', 'Bodak Yellow', 'Please Me', 'Rodeo', 'MotorSport']",10
2514,6090,6090,Melissa Helser,"['anthem worship', 'deep ccm']",1104330,74,"['Goodness of God (Live)', 'Raise a Hallelujah (Live)', 'King of My Heart - Live', 'It Is Well - Live', 'No Longer Slaves (Spontaneous) - Live', 'God of Revival - Live', 'Champion - Live', 'Raise a Hallelujah (Studio Version)', 'Stand In Your Love (Radio Version)', 'Egypt - Live']",10
2518,6106,6106,Mercedes,"['cantautor', 'folclore tucumano', 'folklore argentino', 'nueva cancion', 'rock en espanol', 'rock nacional', 'trova']",2467173,68,"['Me and Bobby McGee', 'Piece of My Heart', 'Cry Baby', 'Summertime', 'Mercedes Benz', 'Kozmic Blues', 'Maybe', 'Move Over', 'Call On Me', 'Ball and Chain']",10
2519,6107,6107,Mercedes Sosa,"['cantautor', 'folclore tucumano', 'folklore argentino', 'nueva cancion', 'rock en espanol', 'rock nacional', 'trova']",573946,63,"['Zona de Promesas (feat. Gustavo Cerati)', 'Todo Cambia', 'Zamba Para Olvidarte (with Diego Torres)', 'Sólo Le Pido a Dios - En Directo', 'Alfonsina Y El Mar', 'Barro Tal Vez (with Luis Alberto Spinetta)', 'Gracias A La Vida', 'La Maza (with Shakira)', 'Como La Cigarra', 'Razón De Vivir (with Lila Downs)']",10
2520,6108,6108,Mercury Rev,"['alternative rock', 'art pop', 'art rock', 'buffalo ny indie', 'chamber pop', 'chamber psych', 'indie rock', 'melancholia', 'shoegaze', 'slowcore']",1850183,77,"['Mercury: Retrograde', 'I duckinf hatw you', '1000 Rounds', 'Squeeze', 'Nihil', 'Venom', 'Flesh', 'Death by Dishonor', 'To Whom It May Concern', 'Fed Up']",10
2521,6111,6111,Mercyful Fate,"['album rock', 'danish metal', 'death metal', 'doom metal', 'hard rock', 'metal', 'rock', 'thrash metal']",17430153,85,"['Enter Sandman', 'Nothing Else Matters', 'Master of Puppets (Remastered)', 'The Unforgiven', 'Whiskey In The Jar', 'One (Remastered)', 'Sad But True', 'For Whom The Bell Tolls (Remastered)', 'Fade To Black (Remastered)', 'Seek & Destroy (Remastered)']",10
2523,6122,6122,Metallica,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",17430153,85,"['Enter Sandman', 'Nothing Else Matters', 'Master of Puppets (Remastered)', 'The Unforgiven', 'Whiskey In The Jar', 'One (Remastered)', 'Sad But True', 'For Whom The Bell Tolls (Remastered)', 'Fade To Black (Remastered)', 'Seek & Destroy (Remastered)']",10
2524,6126,6126,Metro Boomin,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",9454226,87,"['Runnin', 'Opp Stoppa (feat. 21 Savage)', 'Bank Account', 'Mr. Right Now (feat. Drake)', 'a lot', 'ball w/o you', 'Rich Nigga Shit (feat. Young Thug)', 'Yessirskiii', 'Glock In My Lap', 'X (feat. Future)']",10
2527,6130,6130,Mexicano,"['corrido', 'ranchera', 'regional mexican', 'tecnobanda']",829382,66,"['La Troca Del Moño Negro', 'La Raza Michoacana', 'La Caspa Del Diablo', 'Mi Padre Querido', 'La Muerte de Manuelon', 'Mi Ultimo Deseo', '50 Mentadas', 'El Tequilero', 'Adiós Mis Amores', 'Las Santísima Muerte']",10
2528,6131,6131,Mez,['north carolina hip hop'],9896187,88,"['See You Again (feat. Charlie Puth)', 'The Thrill', 'Young, Wild & Free (feat. Bruno Mars)', 'Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)', 'Black and Yellow', 'cheers (with Wiz Khalifa)', 'Hopeless Romantic (feat. Swae Lee)', 'All the Smoke (feat. Gunna & Wiz Khalifa)', 'One Whole Day (feat. Wiz Khalifa)', 'Too Late (feat. Wiz Khalifa & Lukas Graham)']",10
2530,6139,6139,Michael Ball,"['operatic pop', 'show tunes']",138107,64,"['A Whole New World', 'A Girl Worth Fighting For - From ""Mulan""/Soundtrack', 'Reflection - From ""Mulan"" / Soundtrack Version', 'Honor To Us All - From ""Mulan""/Soundtrack', 'Lesson Number One - From ""Mulan II"" / Soundtrack Version', 'On My Own', 'The Journey', 'Two Words', 'Sun And Moon - Original London Cast Recording/1989', 'If You Can Dream - Karaoke Vocal']",10
2533,6146,6146,Michael Franti & Spearhead,['reggae fusion'],158070,60,"['Say Hey (I Love You)', 'The Sound Of Sunshine', 'I Got You', 'Life Is Better With You', 'I’m Alive (Life Sounds Like)', 'Hey Now Now', 'People In Tha Middle', 'My Favorite Wine Is Tequila', 'Hey Hey Hey', 'The Flower (feat. Victoria Canal)']",10
2534,6149,6149,Michael Halasz,['hungarian classical performance'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
2535,6157,6157,Michael Manring,['electric bass'],41411,61,"['Deep Theta 2.0 (Pt 13)', 'Deep Theta 4 Hz', 'Tibetan Gold', 'Deep Theta 7 Hz', 'Oceans of Mindfulness', 'Deep Alpha 8 Hz: Pt. 1', 'Deep Theta 2.0 (Pt 3)', 'Deep Theta 6 Hz', 'First Chakra Keynote C (Red) - (Bonus Version) (Remastered)', 'Deep Theta 2.0 (Pt 9)']",10
2536,6162,6162,Michael Salvatori,"['scorecore', 'video game music']",73811,62,"['Halo', 'Halo Theme Mjolnir Mix', 'Never Forget', 'One Final Effort', 'Deference for Darkness', 'Finish the Fight', 'Overture', 'Overture', 'The Traveler', 'Rock Anthem for Saving the World']",10
2540,6176,6176,Michele Campanella,['italian classical piano'],560182,66,"['Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major', '6 Consolations, S. 172: No. 3 In D Flat Major (Lento, placido)', 'Liebestraum No. 3 in A-Flat Major, S. 541 / 3', 'Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)', 'La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141 / 3)', 'Consolation No. 3 in D-Flat Major, S. 172', 'Ständchen in D Minor (After Schubert), S. 560', 'Ständchen (From Schwanengesang, D957)', 'Ave Maria, S. 558 (after Schubert, D. 839)', 'Liebestraum']",10
2542,6179,6179,Michelle Breedt,['classical mezzo-soprano'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
2547,6196,6196,Mieczysław Horszowski,"['classical piano', 'polish classical piano']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
2556,6219,6219,Mike Ratledge,['rock keyboard'],46331,61,"['Adiemus', 'Hymn', 'Palladio: 1. Allegretto (arr. for Strings Orchestra)', 'The Armed Man - A Mass For Peace: XII. Benedictus', 'Kayama', 'The Armed Man - A Mass For Peace: X. Agnus Dei', 'Adiemus', 'The Armed Man - A Mass For Peace: XII. Benedictus', 'Benedictus', 'Cantus Inaequalis']",10
2559,6224,6224,Mike Shinoda,"['alternative hip hop', 'modern rock', 'rap rock']",452205,63,"['Happy Endings (feat. iann dior and UPSAHL)', 'fine', 'Waiting For Tomorrow (feat. Mike Shinoda)', 'Happy Endings (feat. iann dior and UPSAHL) - slowed + reverb', 'Make It Up As I Go (feat. K.Flay)', 'Running From My Shadow (feat. grandson)', 'Over Again', 'About You (feat. blackbear)', 'Watching As I Fall', 'Crossing A Line']",10
2562,6227,6227,Mikhail Pletnev,"['classical performance', 'russian classical piano']",2364984,77,"['Nocturne No.2 In E Flat, Op.9 No.2', 'Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.', 'Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1', 'Nocturne, Op. posth. in C-Sharp Minor: Lento', '24 Préludes, Op. 28: No.4 in E minor - Largo', 'Nocturne No. 19 in E Minor, Op. 72, No. 1', 'Waltz in C-sharp minor, Op. 64 No. 2', 'Nocturne No.1 In B Flat Minor, Op.9 No.1', 'Nocturne No.6 In G Minor, Op.15 No.3', 'Waltz No.19 in A minor, Op.posth.']",10
2563,6232,6232,Miku Hatsune,['vocaloid'],898675,81,"['Slumber Party', 'Daisy', 'STUPID (feat. Yung Baby Tate)', 'Deal With It (feat. Kelis)', 'Daisy 2.0 (feat. Hatsune Miku)', 'Tantrum', 'Toxic', 'Working Bitch', 'L8r Boi', 'Invitation (feat. Kodie Shane)']",10
2567,6247,6247,Milly,"['reggaeton flow', 'trap latino']",13037,75,"['No Te Enamores - Remix', 'Date Tu Guille', 'No', 'No Te Enamores - Acustico', 'No Te Enamores', 'Es Normal', 'La Cura - Remix', 'Ella Baila', 'Lucifer', 'Así']",10
2568,6248,6248,Milton Nascimento,"['bossa nova', 'mpb', 'musica popular mineira', 'samba']",853814,65,"['Apesar De Você', 'Construção', 'Dueto', 'O Que Será (A Flor Da Terra)', 'João E Maria', 'Cotidiano', 'Essa Moça Tá Diferente', 'Roda-Viva', 'A Banda', 'Futuros Amantes']",10
