,Unnamed: 0,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,songs,followers,Popularity Score,Artist ID,Image URL,Artist URL,Length
11094,11094,Meditation Spa,0.127,0.0,93452.0,6.19e-05,0.999,0.718,-18.685,0.0,0.0,0.0,56.5,9,1,2,"['mindfulness', 'spa']","['Awakening Rain', 'Healthy Heart', 'Serenity', 'Lotus Flower', 'Wings of Mindfulness', 'Pulse of the Rain', 'Finding Clarity', 'Chinese Stillness', 'Reincarnation', 'Aumenta le vibrazioni positive']",12937,50,0e4n2JRged14FIeqTGcQbF,https://i.scdn.co/image/e3d332ca8e4713d46adf61fd9a1c52d4bce34a54,https://open.spotify.com/artist/0e4n2JRged14FIeqTGcQbF,10
11102,11102,Megadeth,0.0023698851851851,0.3625370370370367,259862.6975308641,0.937364197530864,0.2939175518518518,0.1895938271604938,-5.005222222222222,0.1414493827160494,139.4776913580246,0.3664759259259259,42.77777777777778,11,1,162,"['album rock', 'alternative metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']","['Symphony Of Destruction', 'Holy Wars...The Punishment Due - Remastered 2004', 'A Tout Le Monde - Remastered 2004', 'Tornado Of Souls - Remastered 2004', 'Hangar 18 - Remastered 2004', 'Peace Sells - Remastered', 'In My Darkest Hour - Remastered', 'Sweating Bullets - Remastered 2004', 'Angry Again', 'Promises']",3290363,72,1Yox196W7bzVNZI7RBaPnf,https://i.scdn.co/image/fdbf93704b51d1b96df59e762060ed45c420b6d6,https://open.spotify.com/artist/1Yox196W7bzVNZI7RBaPnf,10
11103,11103,Megan Thee Stallion,0.0385421951219512,0.8541463414634145,177788.60975609755,0.6986097560975609,5.136585365853657e-07,0.1693560975609757,-5.993024390243902,0.2944634146341463,136.69195121951222,0.5873170731707317,72.63414634146342,1,1,41,"['houston rap', 'pop', 'pop rap', 'trap queen']","['Beautiful Mistakes (feat. Megan Thee Stallion)', 'WAP (feat. Megan Thee Stallion)', 'Body', 'Cry Baby (feat. DaBaby)', 'Savage', 'Savage Remix (feat. Beyoncé)', 'Girls in the Hood', 'Captain Hook', 'Cash Shit (feat. DaBaby)', 'Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)']",3994428,89,181bsRPaVXVlUKXrxwZfHK,https://i.scdn.co/image/7bca4cddd5903957a727ae5b49936cd57d801d05,https://open.spotify.com/artist/181bsRPaVXVlUKXrxwZfHK,10
11121,11121,Melanie C,0.0171496666666666,0.5771666666666667,276804.16666666674,0.8513333333333334,0.0005877333333333,0.1865,-5.289666666666666,0.0348,136.57566666666668,0.4067666666666667,59.0,1,1,6,"['bubblegum dance', 'dance pop', 'electropop', 'europop', 'new wave pop', 'pop rock']","['Never Be The Same Again', 'I Turn To You', 'I Turn To You - Hex Hector Radio Mix', 'Blame It On Me - Acoustic', 'Stop Crying Your Heart Out - BBC Radio 2 Allstars', 'Overload - Todd Terry Remix', 'First Day Of My Life', 'Into You', 'Who I Am', 'Northern Star']",239551,62,60vX3zLcdKRXvKLITVh5Df,https://i.scdn.co/image/a25f78ed594c4b1a6142c6fe601df7023927f5c3,https://open.spotify.com/artist/60vX3zLcdKRXvKLITVh5Df,10
11122,11122,Melanie Fiona,0.4280000000000001,0.5425,270220.0,0.6045,0.0,0.0885,-5.7650000000000015,0.04295,117.9255,0.4115,51.5,0,1,4,"['canadian pop', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']","['Monday Morning', '4AM', 'It Kills Me', 'Give It To Me Right', 'Wrong Side Of A Love Song', 'Gone And Never Coming Back', 'This Time', '6AM', 'Sad Songs', 'Remember U']",633300,52,4O2YL4ygn6eTBC0w1hyWUM,https://i.scdn.co/image/b2e2f4ff2f7f2022fe2b73eaee86e448f62696b9,https://open.spotify.com/artist/4O2YL4ygn6eTBC0w1hyWUM,10
11130,11130,Melissa Etheridge,0.1864666666666666,0.5506666666666665,264614.41666666674,0.4942500000000001,0.0002556916666666,0.1106916666666666,-12.6845,0.0332916666666666,114.30783333333336,0.51175,42.083333333333336,2,1,24,"['folk', 'heartland rock', 'lilith', 'mellow gold', 'pop rock']","[""I'm The Only One"", 'Like The Way I Do', 'Come To My Window', 'Bring Me Some Water', 'I Want To Come Over', 'You Can Sleep While I Drive', 'Similar Features', 'If I Wanted To', 'Piece Of My Heart', 'I Will Never Be The Same']",310791,57,01Ppu7N8uYJI8SAONo2YZA,https://i.scdn.co/image/e0ec9447f53fa65060f03ae4b9c9c4632ca18864,https://open.spotify.com/artist/01Ppu7N8uYJI8SAONo2YZA,9
11131,11131,Melissa Helser,0.177,0.412,373691.0,0.61,0.000102,0.0851,-7.987999999999999,0.0379,148.005,0.242,62.0,10,1,2,"['anthem worship', 'deep ccm']","['Raise a Hallelujah (Live)', 'No Longer Slaves (Spontaneous) - Live', 'Raise a Hallelujah (Studio Version)', 'No Longer Slaves - Radio Version', 'Revival’s In The Air - Live', 'No Longer Slaves', 'Raise a Hallelujah', 'Better Than - Live', 'Beautiful Jesus', ""Revival's in the Air - Studio Version""]",22205,61,0cng44S55pPu1nDrtFFy7r,https://i.scdn.co/image/83f94037292eb9816e4f872939f86b47b33f011d,https://open.spotify.com/artist/0cng44S55pPu1nDrtFFy7r,9
11147,11147,Memphis May Fire,1.41e-05,0.207,242067.0,0.977,0.0,0.296,-2.583,0.193,128.278,0.42,51.0,1,0,2,"['melodic metalcore', 'metalcore', 'post-screamo', 'screamo']","['Faint', 'The Old Me', 'Heavy Is The Weight (feat. Andy Mineo)', 'The Sinner', 'Miles Away (Acoustic) [feat. Kellin Quinn]', 'Grenade', 'Miles Away - feat. Kellin Quinn', 'Virus', 'No Ordinary Love', 'Vices']",579764,58,7cNNNhdJDrt3vgQjwSavNf,https://i.scdn.co/image/ae714dd1b2dc479f3022addb0772fb87bd25298f,https://open.spotify.com/artist/7cNNNhdJDrt3vgQjwSavNf,10
11153,11153,Men I Trust,0.7255,0.7765,216661.0,0.385,0.352,0.1085,-10.697,0.03615,131.49450000000002,0.5509999999999999,67.0,9,1,4,['indie pop'],"['Show Me How', 'Lauren', 'Numb', 'Tailwhip', 'Seven', 'Lucky Sue', 'Say, Can You Hear', 'I Hope to Be Around', 'Show Me How (Album V)', 'Tides']",493051,68,3zmfs9cQwzJl575W1ZYXeT,https://i.scdn.co/image/572bde73a079b45302241372470881496189b701,https://open.spotify.com/artist/3zmfs9cQwzJl575W1ZYXeT,10
11155,11155,Men Without Hats,0.06935,0.659,207997.0,0.72625,0.027134375,0.1690499999999999,-9.58775,0.042725,112.0525,0.629,48.5,5,1,8,"['classic canadian rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']","['Safety Dance', 'The Safety Dance - Extended Dance Version', 'The Safety Dance - Short Version', 'Pop Goes The World - Re-Record', 'Pop Goes The World', 'Devil Comes Round', 'Antarctica', 'Head Above Water', 'Moonbeam', 'This War']",136086,59,34PLzyi7CdXUekiLHYyqXq,https://i.scdn.co/image/9713da0b37b12e598e789d81c3d92e4de15db214,https://open.spotify.com/artist/34PLzyi7CdXUekiLHYyqXq,10
11157,11157,Menahan Street Band,0.0714,0.715,202492.0,0.6,0.00165,0.0876,-7.728,0.0264,86.98899999999998,0.77,58.0,5,0,2,"['afrobeat', 'brass band', 'funk', 'instrumental funk', 'soul']","['Make the Road By Walking', 'The Traitor', 'Queens Highway', 'Home Again', 'Midnight Morning', 'The Contender', 'Montego Sunset', 'The Crossing', 'The Duke', ""Devil's Respite""]",104606,61,1PryMSya1JnSAlcwYawCxp,https://i.scdn.co/image/85a6dbdbf6e8eef0788eec77fea4e0dea06581b9,https://open.spotify.com/artist/1PryMSya1JnSAlcwYawCxp,9
11159,11159,Mental As Anything,0.1484,0.7440000000000001,214313.5,0.88,0.0119,0.11375,-4.792,0.0532499999999999,134.9835,0.9525,46.0,7,1,4,"['australian alternative rock', 'australian rock']","['Live It Up', 'The Nips Are Getting Bigger', 'If You Leave Me Can I Come Too?', 'Live It Up', 'Too Many Times', 'Berserk Warriors', 'Mr Natural', 'Come Around', 'Concrete & Clay', ""Rock 'N Roll Music""]",101472,53,6PFydyUHMKD2jm5NXzRPiK,https://i.scdn.co/image/235f5828697332f3c7cd28a8eded7b908dfa38cd,https://open.spotify.com/artist/6PFydyUHMKD2jm5NXzRPiK,9
11163,11163,Mercedes Sosa,0.7903166666666667,0.5115833333333334,257814.33333333328,0.2075833333333333,9.075000000000004e-06,0.2835333333333333,-13.191250000000002,0.038675,106.63891666666667,0.4588333333333334,40.91666666666666,0,1,12,"['cantautor', 'folclore tucumano', 'folklore argentino', 'nueva cancion', 'rock en espanol', 'rock nacional', 'trova']","['Zona de Promesas (with Gustavo Cerati)', 'Todo Cambia', 'Zamba Para Olvidarte (with Diego Torres)', 'Sólo Le Pido a Dios - En Directo', 'Alfonsina Y El Mar', 'Barro Tal Vez (with Luis Alberto Spinetta)', 'Gracias A La Vida', 'La Maza (with Shakira)', 'Como La Cigarra', 'Razón De Vivir (with Lila Downs)']",577003,63,2HvyR5FsU37QMqVzIbGwl7,https://i.scdn.co/image/f16d33933f8d4a37ec3c4753ea1097b2586c4f2d,https://open.spotify.com/artist/2HvyR5FsU37QMqVzIbGwl7,10
11169,11169,Mereba,0.565,0.703,143830.0,0.573,3.13e-06,0.0987,-9.032,0.0724,147.03799999999995,0.491,69.0,0,1,2,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul']","['Yo Love - From ""Queen & Slim: The Soundtrack""', 'Sandstorm (feat. JID)', 'Golden pt. 2 (feat. Mereba)', 'Heatwave (feat. 6LACK)', 'Black Truck', 'Stay Tru', 'PsalmSing (with Mereba)', 'Jupiter (with Mereba & JID feat. EARTHGANG, Jurdan Bryant, Hollywood JB & Benji.)', 'Late Bloomer', 'Kinfolk']",138342,64,294lNTPZfdqyzt8qnxmFiL,https://i.scdn.co/image/46c3e51788f49e9906286ed863af1a9a5c931f4e,https://open.spotify.com/artist/294lNTPZfdqyzt8qnxmFiL,10
11170,11170,Meredith Brooks,0.01125,0.617,252813.5,0.8869999999999999,7.945e-05,0.05355,-5.962999999999999,0.05675,96.3515,0.6315,57.5,9,1,4,"['lilith', 'pop rock']","['Bitch', 'What Would Happen', 'Crazy', 'Somedays', 'Watched You Fall', 'I Need', 'Shatter', 'Pollyanne', 'My Little Town', 'Birthday']",77837,55,2QmLFuIDtNDmmJY3OtvinN,https://i.scdn.co/image/f48fbdbdb7891d93959fa39c4bc65e94c489401d,https://open.spotify.com/artist/2QmLFuIDtNDmmJY3OtvinN,10
11187,11187,Meshuggah,8.550666666666666e-05,0.3716666666666666,360964.33333333326,0.9816666666666666,0.3219966666666666,0.1764333333333333,-5.297999999999999,0.1158333333333333,133.42733333333334,0.1926666666666666,51.0,10,0,6,"['alternative metal', 'death metal', 'djent', 'nu metal', 'progressive groove metal', 'swedish metal', 'technical groove metal', 'technical thrash']","['Bleed', 'Demiurge', 'Born in Dissonance', 'Combustion', 'New Millennium Cyanide Christ', 'Rational Gaze', 'Clockworks', 'Obzen', 'Do Not Look Down', 'Lethargica']",446373,58,3ggwAqZD3lyT2sbovlmfQY,https://i.scdn.co/image/ab6772690000c46c290beee3ed0d39aed7fa7107,https://open.spotify.com/artist/3ggwAqZD3lyT2sbovlmfQY,10
11188,11188,Messiah,0.155,0.894,335737.0,0.721,0.0,0.154,-5.829,0.258,107.963,0.392,66.0,4,0,1,"['dominican pop', 'reggaeton flow', 'trap dominicano', 'trap latino']","['Millonario', 'Vámonos', 'Solito (Lonely) [feat. Nicky Jam & Akon]', 'Vámonos - LNY TNZ Remix', 'Bodak Yellow (feat. Messiah) - Latin Trap Remix', '500 Veces', 'Salvaje', 'Give It Up', 'Pum Pum (feat. Kap G & Play-N-Skillz)', 'Mas Que Ustedes']",64017,59,0tR60pwxQ5WKjPxQcKoCQ7,https://i.scdn.co/image/aca7dc185a7dd439ac2abbd9a3e632925305cc15,https://open.spotify.com/artist/0tR60pwxQ5WKjPxQcKoCQ7,10
11191,11191,Metallica,0.0206151670697674,0.3668744186046509,365244.7534883722,0.8980883720930234,0.2430005486511625,0.3286111627906973,-6.466288372093014,0.0987125581395348,124.80754418604656,0.3449823255813951,39.68837209302325,4,1,430,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']","['Enter Sandman', 'Nothing Else Matters', 'Master of Puppets (Remastered)', 'The Unforgiven', 'Whiskey In The Jar', 'One (Remastered)', 'Sad But True', 'For Whom The Bell Tolls (Remastered)', 'Fade To Black (Remastered)', 'Seek & Destroy (Remastered)']",17544805,85,2ye2Wgw4gimLv2eAKyk1NB,https://i.scdn.co/image/5a06711d7fc48d5e0e3f9a3274ffed3f0af1bd91,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,10
11192,11192,Metalocalypse: Dethklok,0.000254775,0.50875,211206.5,0.8717499999999999,0.72375,0.186575,-7.2017500000000005,0.054575,101.51024999999998,0.4647500000000001,54.75,0,1,8,"['comic', 'comic metal']","['Awaken', 'Murmaider', 'Face Fisted', 'Thunderhorse', 'Bloodlines', 'Go Into the Water', 'Go Forth and Die', 'Fansong', 'Bloodrocuted', 'Laser Cannon Deth Sentence']",283918,58,7u12AuhJ5AaJIgZAZe0US8,https://i.scdn.co/image/ab67616d0000b27319fb43a41125d19db1066e4c,https://open.spotify.com/artist/7u12AuhJ5AaJIgZAZe0US8,10
11197,11197,Metro Boomin,0.2041046451612903,0.7875161290322581,210742.0322580645,0.5068709677419353,0.0906552406451613,0.1635451612903226,-7.578290322580644,0.2312354838709677,120.5624193548387,0.3278612903225806,71.35483870967742,10,0,31,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['Ric Flair Drip (& Metro Boomin)', 'Runnin', 'Space Cadet (feat. Gunna)', 'Mr. Right Now (feat. Drake)', '10 Freaky Girls (with 21 Savage)', 'Rich Nigga Shit (feat. Young Thug)', 'Glock In My Lap', 'X (feat. Future)', 'Ghostface Killers', 'No Heart']",2455636,84,0iEtIxbK0KxaSlF7G42ZOp,https://i.scdn.co/image/8986705c72b71411c261c0f9eb65b6a2c04cfe90,https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp,10
11198,11198,Metro Station,0.0019649999999999,0.5934999999999999,177040.0,0.8739999999999999,0.000271545,0.311,-4.4385,0.05635,145.0065,0.7385000000000002,58.5,0,1,4,"['electropowerpop', 'neon pop punk', 'pixie', 'pop punk']","['Shake It', 'She Likes Girls', 'Seventeen Forever', 'Kelsey', 'I Hate Society', 'Getting Over You (feat. Ronnie Radke)', 'Control', 'Love & War', 'Wish We Were Older', ""Now That We're Done""]",263811,60,7vXwfZyDp3spzIVNXDaTPN,https://i.scdn.co/image/4a3b8fda2a1185f4d9746edaeb457c1d0ade467e,https://open.spotify.com/artist/7vXwfZyDp3spzIVNXDaTPN,9
11199,11199,Metronomy,0.6050000000000001,0.7204999999999999,283913.0,0.5025,0.06505,0.078,-7.512,0.0401,103.0865,0.6955,67.0,6,0,4,"['alternative dance', 'dance-punk', 'electronica', 'electropop', 'french indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'socal pop punk']","['The Look', 'The Bay', 'The Look - MGMT Remix', 'The Light', 'Everything Goes My Way', 'Salted Caramel Ice Cream', 'Reservoir', 'Lately', 'Corinne', 'Walking In The Dark']",826696,67,54QMjE4toDfiCryzYWCpXX,https://i.scdn.co/image/c449ed474d3e7fff99b99f977740dd36ab1753c8,https://open.spotify.com/artist/54QMjE4toDfiCryzYWCpXX,10
11200,11200,Metropolitan Opera Orchestra,0.9711842105263152,0.3512723684210527,216275.75,0.1717368421052631,0.0405541853289473,0.2711046052631578,-17.346723684210524,0.074796052631579,99.19727631578952,0.2544598684210526,2.0657894736842106,5,1,152,"['classical performance', 'opera']","['L\'elisir d\'amore / Act 2: ""Una furtiva lagrima""', 'Le nozze di Figaro, K.492 / Act 2: ""Porgi amor""', 'Le nozze di Figaro, K.492: Overture', 'Le nozze di Figaro, K.492 / Act 3: ""Dove sono i bei momenti""', 'Manon Lescaut / Act 1: Donna non vidi mai', 'Manon Lescaut / Act 2: Intermezzo', 'Le nozze di Figaro, K.492 / Act 4: ""Deh vieni, non tardar""', 'I Puritani / Act 2: Qui la voce sua soave - Live At Metropolitan Opera House, New York / 2011', 'Le nozze di Figaro, K.492 - Original Version, Vienna 1786 / Act 1: ""Non più andrai""', 'Anvil Chorus from Il trovatore - Vocal']",12678,51,5wn7ofJrDNHlKovbljawzS,https://i.scdn.co/image/ab67616d0000b2730e8921a579b81620a7dc719b,https://open.spotify.com/artist/5wn7ofJrDNHlKovbljawzS,10
11203,11203,Mez,0.517,0.642,217867.0,0.647,0.0,0.0649,-6.312,0.428,120.749,0.664,70.0,7,0,1,['north carolina hip hop'],"['Always In A Rush', 'Loading...', 'MF+G', 'Always Waiting', 'Sunny Side Up', 'Southside Mez', 'The Shift', 'Always In A Rush (Instrumental)', 'Upset', 'Do or Die']",10819,60,30C5wgn4celhRP3Tytv7R6,https://i.scdn.co/image/f57502a418ce6ea3b93f0f3ff910513c3ef3eba4,https://open.spotify.com/artist/30C5wgn4celhRP3Tytv7R6,10
11205,11205,Mi Banda El Mexicano,0.2011445454545453,0.8473181818181817,209146.54545454547,0.7769545454545455,0.0093666463636363,0.1647454545454545,-6.9455909090909085,0.0624090909090909,125.04654545454542,0.9370454545454544,45.31818181818182,10,1,44,"['corrido', 'ranchera', 'regional mexican', 'tecnobanda']","['Ramito De Violetas', 'Feliz Feliz', 'No Bailes De Caballito', 'Mambo Lupita', 'Ayúdame', 'La Bota', 'Orgullosa María', 'Quién Piensa En Ti', 'Dónde Estarás', 'Bailando De Caballito']",315864,68,0OhiQFSqbnnmB52NWEpsO5,https://i.scdn.co/image/0e9b2079975624fda2beaf0b04df8f105a77f8c6,https://open.spotify.com/artist/0OhiQFSqbnnmB52NWEpsO5,10
11217,11217,Michael Andrews,0.9745,0.4460000000000001,187160.0,0.0616,0.00019685,0.10135,-16.8025,0.0344,130.72799999999998,0.32,57.5,3,1,4,['soundtrack'],"['Mad World', 'Philosophy of Time Travel', 'Mad World - Alternate Version', 'Gretchen Ross', 'The Artifact & Living', 'Liquid Spear Waltz', 'Carpathian Ridge', 'Cellar Door', 'Manipulated Living', 'Slipping Away']",24903,57,0RkqytrwoGyXGvDiZwT6i2,https://i.scdn.co/image/b5e4d87d96ac9760f6f5bdcb74a826e34f9133ad,https://open.spotify.com/artist/0RkqytrwoGyXGvDiZwT6i2,10
11221,11221,Michael Bolton,0.2894708474576272,0.5077796610169492,255695.6779661017,0.4840338983050846,0.0001873813559322,0.1477305084745762,-10.977610169491529,0.0401423728813559,121.06986440677969,0.3495559322033898,46.05084745762712,5,1,59,"['adult standards', 'soft rock']","['How Am I Supposed to Live Without You', 'When a Man Loves a Woman', 'Said I Loved You...But I Lied', 'To Love Somebody', 'Go the Distance', 'A Love So Beautiful', 'How Can We Be Lovers', 'Fathers & Daughters', 'Missing You Now (feat. Kenny G)', 'Fields of Gold (feat. Eva Cassidy)']",1200125,68,6YHEMoNPbcheiWS2haGzkn,https://i.scdn.co/image/5bbc584aafae22616f851d02cee0c9cc2a089953,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,10
11234,11234,Michael Franti & Spearhead,0.1055272727272727,0.6958181818181818,258426.5454545455,0.6622727272727272,0.0118104845454545,0.1796181818181818,-8.100909090909093,0.1213545454545454,104.83236363636364,0.7300909090909091,45.09090909090909,10,1,11,['reggae fusion'],"['Say Hey (I Love You)', 'The Sound Of Sunshine', 'I Got You', 'Life Is Better With You', 'I’m Alive (Life Sounds Like)', 'Hey Now Now', 'People In Tha Middle', 'My Favorite Wine Is Tequila', 'Hey Hey Hey', 'The Flower (feat. Victoria Canal)']",158703,61,1mHuZMOP8FG5ip4yAb1vrB,https://i.scdn.co/image/01fbaf7bf09f65801126c38b347ca9f98b022a61,https://open.spotify.com/artist/1mHuZMOP8FG5ip4yAb1vrB,10
11238,11238,Michael Gray,0.000321,0.6859999999999999,192173.0,0.8320000000000001,0.127,0.583,-5.672999999999999,0.0725,127.023,0.884,65.0,4,0,2,"['disco house', 'vocal house']","['The Weekend - Radio Edit', 'Break 4 Love - Michael Gray Rework', 'The Weekend - Original 12 Inch Mix', 'You Make Me Feel (Mighty Real) - Michael Gray Radio Edit', 'Borderline - Radio Edit', 'You Make Me Feel (Mighty Real) - Michael Gray Remix', 'The Weekend - Extended Vocal Mix', 'The One', 'The Weekend - Sultra Radio Mix', 'Paradise - Mark Knight & Michael Gray Radio Edit']",25132,56,2aM5jpQ0WTcQDeHsil8Ihz,https://i.scdn.co/image/ddda70ebeaded1b89118d1e7a904f1fdee0e0366,https://open.spotify.com/artist/2aM5jpQ0WTcQDeHsil8Ihz,10
11239,11239,Michael Halasz,0.920125,0.2770874999999999,400805.0,0.1242125,0.656875,0.132925,-20.1785,0.0452375,118.99175000000002,0.2483,45.125,7,1,16,['hungarian classical performance'],"['The Nutcracker, Op. 17: Dance of the Sugar Plum Fairy (From Fantasia)', 'Stabat Mater, P. 77: Cujus animam gementem (Canto solo)', 'Tannhäuser - Ouverture', 'Stabat Mater, P. 77: Sancta mater, istud agas (a due)', 'Symphony No. 5 in D Major: II. Andantino', 'Symphony No. 1 in E Major: I. Maestoso', 'Symphony No. 4 in B-Flat Major: III. Tempo di minuetto', 'Trumpet Concerto in E Flat, H.VIIe/1: 3. Allegro', 'Symphony No. 1 in E Major: II. Andantino', 'Symphony No. 2 in D Major: I. Allegro di molto']",193,52,6Dkj1lYjjOCsGB170vlWc6,https://i.scdn.co/image/ab67616d0000b2736305053221c36e713725e566,https://open.spotify.com/artist/6Dkj1lYjjOCsGB170vlWc6,10
11243,11243,Michael Hoppé,0.9463333333333334,0.1033333333333333,262253.0,0.1191333333333333,0.8726666666666666,0.1093333333333333,-21.772,0.0433,88.08733333333332,0.0386666666666666,48.33333333333334,2,0,3,"['meditation', 'new age']","['Long Ago', 'Eventide', 'The Waiting', 'Far Away', 'Shadows for Walter de la Mare', 'Sanctuary', 'A Thousand Whispers', 'Gold Leaves for G. K. Chesterton', 'Shadows Fall', 'So Far Away']",7234,51,7xwtpo11n9GHMFZUg2kLJK,https://i.scdn.co/image/867d1908924335e20978d2bb2531d247d40e6e10,https://open.spotify.com/artist/7xwtpo11n9GHMFZUg2kLJK,10
11251,11251,Michael Kamen,0.8751999999999999,0.12532,289959.8,0.2112,0.8827999999999999,0.1028,-16.6362,0.03656,108.5998,0.0626,42.2,5,1,5,"['classic soundtrack', 'scorecore', 'soundtrack']","['Main Titles from the HBO Miniseries Band of Brothers - Instrumental', 'Miss Sarajevo - Live', 'All for love', 'Please forgive me', 'Austria - Instrumental', 'Band Of Brothers Suite Two - Instrumental', 'Band Of Brothers Suite One - Instrumental', 'Band Of Brothers Requiem - Voice', 'Overture And A Prisoner Of The Crusades (From Chains To Freedom)', 'The Mission Begins - Instrumental']",25088,52,68bqsIINo5RFICYwbkChbb,https://i.scdn.co/image/0b70198e2e7e5a1453e2d19f5a5886801adea995,https://open.spotify.com/artist/68bqsIINo5RFICYwbkChbb,10
11263,11263,Michael Nyman,0.9676,0.23584,177557.4,0.2094,0.8882,0.1202599999999999,-18.6326,0.03458,122.28499999999995,0.2175,49.8,9,0,10,"['bow pop', 'british contemporary classical', 'british soundtrack', 'compositional ambient', 'minimalism', 'post-minimalism', 'soundtrack']","['The Piano: The Heart Asks Pleasure First', 'The Heart Asks Pleasure First', 'The Departure (From ""Gattaca"") [Arr. for Solo Piano]', 'The Piano: The Heart Asks Pleasure First', 'Nyman: The Heart Asks Pleasure First', 'The Heart Asks Pleasure First (From ""The Piano"")', 'The Morrow (From ""Gattaca"") [Arr. for Solo Piano]', 'In Re Don Giovanni', 'The Heart Asks Pleasure First', 'The Departure']",174128,57,2LvhyFvUCDJ7gFuEBOcrM8,https://i.scdn.co/image/6ae99c97bb92fa4c003a667834a704449ea7837f,https://open.spotify.com/artist/2LvhyFvUCDJ7gFuEBOcrM8,10
11269,11269,Michael Ray,0.3795,0.5445,192747.0,0.652,0.0001094999999999,0.226,-5.5390000000000015,0.02885,142.864,0.385,59.0,9,1,4,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']","['Her World or Mine', 'Whiskey And Rain', 'Think a Little Less', 'One That Got Away', 'Get to You', 'Kiss You in the Morning', 'Finish Your Sentences', 'Real Men Love Jesus', 'Fan Girl', 'Whiskey And Rain - The Warehouse Sessions']",334091,58,6ghiFYcwn2Vzl6K50U0UPz,https://i.scdn.co/image/0d833e6cf80000c83f06ad35e356e7ba0d25936a,https://open.spotify.com/artist/6ghiFYcwn2Vzl6K50U0UPz,10
11273,11273,Michael Salvatori,0.4634359230769231,0.3612769230769231,213434.92307692303,0.4224153846153848,0.8799230769230769,0.1318153846153846,-14.985999999999995,0.0481538461538461,123.6423076923077,0.1426692307692307,46.30769230769231,11,1,26,"['scorecore', 'video game music']","['Halo', 'Halo Theme Mjolnir Mix', 'Never Forget', 'Journey (feat. Kronos Quartet)', 'One Final Effort', 'Deference for Darkness', 'Finish the Fight', 'Overture', 'Overture', 'Sepiks Redux (feat. Misha Mansoor)']",22325,64,7Ir0wjCeuhkHUyPAfNJi2X,https://i.scdn.co/image/79a65b6d2f03098df7f7a39ea481a93033c71e5a,https://open.spotify.com/artist/7Ir0wjCeuhkHUyPAfNJi2X,10
11275,11275,Michael Schulte,0.905,0.531,224743.0,0.347,0.0,0.0935,-7.044,0.0345,114.441,0.289,69.0,0,1,2,"['german pop', 'indie cafe pop']","[""You Said You'd Grow Old With Me"", 'For a Second', 'Falling Apart', 'Back to the Start', 'Stay', 'You Let Me Walk Alone', 'Keep Me Up', 'The Love You Left Behind', 'All I Need', 'Waking up Without You']",216834,69,21aa4pj9BvbFB2iT8kRpnq,https://i.scdn.co/image/e1553cd1938be2b242fc00311764c26c2f630e29,https://open.spotify.com/artist/21aa4pj9BvbFB2iT8kRpnq,9
11282,11282,Michael W. Smith,0.6501365079365079,0.3804920634920636,242314.7460317461,0.2931301587301588,0.1087796479365079,0.2250126984126984,-14.790142857142849,0.0347666666666666,118.92496825396825,0.2189936507936508,35.73015873015873,10,1,63,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']","['Waymaker - Radio Version', 'Surrounded (Fight My Battles)', 'Open The Eyes Of My Heart - Live', 'Waymaker', 'I Will Be Here For You', 'You Are Holy (Prince Of Peace)', 'Place In This World', 'Above All - Live', 'Draw Me Close - Live', 'Agnus Dei - Live']",355177,64,5aBxFPaaGk9204ssHUvXWN,https://i.scdn.co/image/b82d8ccb8547535443d700d82f4ab268dd03ef1d,https://open.spotify.com/artist/5aBxFPaaGk9204ssHUvXWN,10
11285,11285,Michael Wong,0.787,0.544,246009.0,0.3989999999999999,0.0,0.11,-7.2810000000000015,0.0268,136.02200000000002,0.298,58.0,6,1,2,"['c-pop', 'malaysian mandopop', 'mandopop']","['童話', '第一次', '少年', '現在開始做朋友 (第二屆《愛之日常音樂節》主題曲)', '天堂', '大地之歌', '是你變了嗎', '約定 - 2016 Live Version', '如果你還愛我', '浪花一朵朵']",104356,51,26SQFo2qNNGOxh2PUAsTeO,https://i.scdn.co/image/ab67616d0000b273c6141ef1a98d995b79a12ef6,https://open.spotify.com/artist/26SQFo2qNNGOxh2PUAsTeO,10
