,artists,songs
112,98º,"['I Do (Cherish You)', 'The Hardest Thing', 'My Everything', 'Because of You (Acoustic)', 'Because Of You', 'Invisible Man (Acoustic)', 'True To Your Heart', 'Give Me Just One Night (Una Noche)', 'Invisible Man', 'What Christmas Means To Me']"
17553,Toya,"['I Do!!', 'Moving On', 'No Matta What (Party All Night) - Radio Mix', 'Hey Ma', 'I Do Pt. 2 (feat. Murphy Lee)', 'Namou', 'How Can I Be Down', 'The Truth', ""Don't Make Me"", 'Nankofou']"
711,Amber Run,"['I Found', '5AM', 'I Found - Acoustic', 'Amen', 'Fickle Game', 'Hide & Seek', 'Just My Soul Responding', 'How True Is Your Love - Acoustic', 'Spark', 'Heaven is a Place']"
4897,Eddy Raven,"['I Got Mexico - Digital Re-Recording', 'Island', 'Operator, Operator', 'Sometimes A Lady', 'Joe Knows How To Live - Digital Re-Recording', 'Bayou Boys', ""Johnny's Got A Pistol"", 'In A Letter To You', ""I'm Gonna Get You - Digital Re-Recording"", ""COWBOYS DON'T CRY""]"
16884,The Prunes,"['I Had Too Much to Dream (Last Night)', 'Onie', 'Holy Are You', 'Train for Tomorrow', 'Try Me on for Size', 'Kyrie Eleison', 'General Confessional', 'Get Me to the World on Time', 'The Great Banana Hoax', 'Kol Nidre']"
17261,Three Days Grace,"['I Hate Everything About You', 'Animal I Have Become', 'Riot', 'Never Too Late', 'I Am Machine', 'Painkiller', 'Pain', 'Break', 'Somebody That I Used to Know', 'Time of Dying']"
6509,Grace,"['I Hate Everything About You', 'Animal I Have Become', 'Riot', 'Never Too Late', 'I Am Machine', 'Painkiller', 'Pain', 'Break', 'Somebody That I Used to Know', 'Time of Dying']"
9513,Lee Ann Womack,"['I Hope You Dance', 'I May Hate Myself In The Morning', ""I'll Think Of A Reason Later"", 'Last Call', 'There Is A God', 'Boulder To Birmingham - Live', 'Roll Me Up and Smoke Me When I Die - Live', 'Why Me - Live', 'A Little Past Little Rock', 'The Fool']"
16697,The Lonely Island,"['I Just Had Sex', ""I'm On A Boat"", 'Jack Sparrow', 'Finest Girl (Bin Laden Song)', 'Motherlover', 'Jizz In My Pants', 'I’m So Humble', 'Like A Boss', 'Dick In A Box', 'Threw It On The Ground']"
9474,Lauv,"['I Like Me Better', ""i'm so tired..."", ""fuck, i'm lonely (with Anne-Marie)"", 'Fake', 'Who (feat. BTS)', 'Tattoos Together', 'Never Not', 'Make It Right (feat. Lauv)', 'Mean It', 'Feelings']"
7290,Icona Pop,"['I Love It (feat. Charli XCX)', 'We Got That Cool (feat. Afrojack & Icona Pop)', 'Weekend', 'All Night', 'Feels In My Body', 'Spa', 'Emergency', 'Right Time', ""Tell Me I'm Pretty - Icona Pop Remix"", 'I Love My Friends']"
7288,Icon,"['I Love It (feat. Charli XCX)', 'We Got That Cool (feat. Afrojack & Icona Pop)', 'Weekend', 'All Night', 'Feels In My Body', 'Spa', 'Emergency', 'Right Time', ""Tell Me I'm Pretty - Icona Pop Remix"", 'I Love My Friends']"
18128,Walter,"['I Love You So', 'Fancy Shoes', 'Goodbye Baby', 'Sweet Marie', ""New Girl (Tom's Song)"", ""She's Gonna Leave You"", 'Life', 'Cottage Roads', ""What's Left"", 'Hunk Beach']"
658,Aloe Blacc,"['I Need A Dollar', 'My Way (Steve Aoki & Aloe Blacc)', 'Hold On Tight', 'Wake Me Up - Acoustic', 'My Way', 'Never Be Alone (feat. Aloe Blacc)', 'I Do', 'Other Side', 'Brooklyn In The Summer', 'The Man']"
14521,Sarah Buxton,"['I Need A Hero', 'Outside My Window', 'Little Bit Better', 'Stupid Boy', 'Only the Truth', 'American Daughters', 'That Kind Of Day', 'Innocence', 'Space', ""Some Things Don't Change""]"
15144,Smokie Norful,"['I Need You Now', 'I Understand', 'No Greater Love', 'Dear God - Live', 'I Need A Word', 'Still Say Thank You', 'CHANGE', 'I Feel Good', 'Where Would I Be?', 'God Is Able']"
16958,The Saw Doctors,"['I Useta Lover', 'N17', 'Joyce Country Céilí Band', 'Green and Red of Mayo', 'Clare Island', 'Tommy K', 'Downtown (feat. Petula Clark)', 'About You Now', 'Never Mind the Strangers', 'Share the Darkness']"
18258,Whitney Houston,"['I Wanna Dance with Somebody (Who Loves Me)', 'Higher Love', 'I Will Always Love You', 'I Have Nothing', 'How Will I Know', 'My Love Is Your Love', 'Greatest Love of All', 'When You Believe (with Mariah Carey) - from The Prince of Egypt', 'Where Do Broken Hearts Go', 'Saving All My Love for You']"
18257,Whitney,"['I Wanna Dance with Somebody (Who Loves Me)', 'Higher Love', 'I Will Always Love You', 'I Have Nothing', 'How Will I Know', 'My Love Is Your Love', 'Greatest Love of All', 'When You Believe (with Mariah Carey) - from The Prince of Egypt', 'Where Do Broken Hearts Go', 'Saving All My Love for You']"
16671,The Larks,"['I Want You Back - Remastered', 'Shorty the Pimp', '(Ooh Baby) I Love You', 'Show and Tell', ""Schoolin' and Foolin'"", 'Shorty the Pimp', 'Super Slick', 'Respect Yourself', ""A Woman Ain't Nothing ... But a Stone Trip""]"
16607,The Jackson 5,"['I Want You Back', ""I'll Be There"", 'ABC', ""Who's Lovin' You"", 'Dancing Machine', 'Santa Claus Is Coming To Town', 'The Love You Save', 'All I Do Is Think Of You', 'Never Can Say Goodbye', 'I Saw Mommy Kissing Santa Claus']"
17621,Trick Trick,"['I Want You to Want Me', 'Surrender', 'The Flame', 'Ghost Town', 'Mighty Wings - From ""Top Gun"" Original Soundtrack', 'Dream Police', 'I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978', 'The Flame - Single Version', ""Don't Be Cruel"", 'If You Want My Love']"
12878,Peggy March,"['I Will Follow Him', 'Lady Music', 'I Will Follow Him - Live Version']"
11971,Neko Case,"['I Wish I Was the Moon', 'Star Witness', 'Hold On, Hold On', 'Atomic Number', 'This Tornado Loves You', 'Buckets of Rain - Live', 'Greens of June', 'Best Kept Secret', 'Deep Red Bells', 'Things That Scare Me']"
2858,Chad Lawson,"['I Wrote You A Song', ""when the party's over"", 'In the Waiting', 'Nocturne in a Minor', 'Prelude in D Major', 'Stay', 'Waltz in B Minor', 'Swan Lake', 'One Day You Finally Knew', 'Blackwater Pond']"
6513,Gracie Abrams,"['I miss you, I’m sorry', 'Unlearn (with Gracie Abrams)', 'Stay', '21', 'Friend', 'Brush Fire', 'Mean It', 'minor', 'Long Sleeves', 'Under / Over']"
546,Alexander 23,"['IDK You Yet', 'Cry Over Boys', 'We Don’t Talk Enough (with Alexander 23)', ""Nothing's the Same"", 'Lucky', 'Brainstorm', 'Dirty AF1s', 'Come Here and Leave Me Alone', 'Like That', 'Mars']"
3072,Chorus - Mulan,"['I\'ll Make a Man Out of You - From ""Mulan""/Soundtrack', 'Honor To Us All - From ""Mulan""/Soundtrack', 'Comme un homme - De ""Mulan""/Bande Originale Française du Film', 'Lesson Number One - From ""Mulan II"" / Soundtrack Version', 'Voy a Hacer Todo un Hombre de Tí', 'Une belle fille à aimer - De ""Mulan""/Bande Originale Française du Film', 'Honneur à tous', 'Honra Nos Darás']"
5036,Elf,"['Ice Dance', 'The Piano Duet', ""Victor's Piano Solo"", 'The Batman Theme', 'Main Title', 'Spider-Man 2 Main Title', ""What's This? - From “The Nightmare Before Christmas” / Soundtrack Version"", 'Heroes', ""Jack's Lament"", 'Alice\'s Theme - From ""Alice in Wonderland""/Soundtrack Version']"
1927,Bjorn Akesson,"['Icicles', 'Painting Pyramids', 'Painting Pyramids - Original Mix', 'Memoria', 'Gunsmoke - Original Mix', 'Who We Are - Bjorn Akesson Remix', 'Memoria', 'Pharaon - Radio Edit', 'Knight', 'Painting Pyramids (Mix Cut)']"
17519,Topol,"['If I Were A Rich Man', 'Sunrise, Sunset', 'Prologue / ""Tradition"" / Main Title', 'To Life', 'Sabbath Prayer', 'Do You Love Me?', ""Tevye's Dream"", 'Far From The Home I Love', 'Chava Ballet Sequence', 'Anatevka']"
7760,Jason Isbell and the 400 Unit,"['If We Were Vampires', 'Only Children', 'Dreamsicle', 'Last of My Kind', 'Alabama Pines', 'Tupelo', 'Hope the High Road', 'Into the Mystic - Live', ""What've I Done to Help"", 'Something to Love']"
5247,Erich Leinsdorf,"['Il barbiere di Siviglia: Largo al factotum - Remastered', 'Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio', 'Io sono docile', 'Symphony No.4 in D, K.19: 2. Andante', 'Symphony No.8 in D, K.48: 1. (Allegro)', 'Symphony No.7 in D, K.45: 2. Andante', 'Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": III. Scherzo. Allegro vivace - Trio', 'Madama Butterfly: Humming Chorus', 'O terra, addio', 'Eine kleine Nachtmusik, K.525 (Une Petite Musique de Nuit/Serenade in G): Allegro']"
4718,Duke Ellington Orchestra,"['In A Sentimental Mood', 'My Little Brown Book', ""The Single Petal Of A Rose - The Queen's Suite"", 'Take the ""A"" Train', ""It Don't Mean a Thing (If It Ain't Got That Swing)"", 'Haupe', 'Take The Coltrane', 'Azalea', ""Jeep's Blues"", 'Satin Doll']"
12004,Neutral Milk Hotel,"['In the Aeroplane Over the Sea', 'Holland, 1945', 'King of Carrot Flowers Pt. 1', 'Two-Headed Boy', 'Oh Comely', 'King of Carrot Flowers Pts. 2 & 3', 'Communist Daughter', 'Ghost', 'The Fool', 'Two-Headed Boy Pt. 2']"
16815,The Original,"['In the Heights', 'Breathe', 'Blackout', ""When You're Home"", 'Paciencia Y Fe', 'The Club', 'Sunrise', 'Finale', 'Alabanza', 'In the Heights - Radio Edit']"
16567,The Heights,"['In the Heights', 'Breathe', 'Blackout', ""When You're Home"", 'Paciencia Y Fe', 'The Club', 'Sunrise', 'Finale', 'Alabanza', 'In the Heights - Radio Edit']"
6430,Glenn Miller Orchestra,"['In the Mood', 'Moonlight Serenade', 'Pennsylvania 6-5000', 'Chattanooga Choo Choo', 'A String of Pearls', 'When You Wish Upon A Star', 'I Know Why (And So Do You) - (From ""Sun Valley Serenade"")', 'Sunrise Serenade', 'American Patrol', 'Perfidia']"
11733,Mungo Jerry,"['In the Summertime', 'Lady Rose', 'Alright, Alright, Alright', 'Baby Jump', 'Pushbike Song', 'In the Summer Time - Radio Edit', 'Mighty Man', 'Long Legged Woman Dressed In Black', 'Have a Whiff on Me', ""Knockin' on Heaven's Door""]"
16896,The Raiders,"['Indian Reservation (The Lament of the Cherokee Reservation Indian)', 'Good Thing', 'Kicks', ""I'm Not Your Stepping Stone"", 'Hungry', 'Mr. Sun, Mr. Moon (feat. Mark Lindsay)', 'Kicks - Rerecorded', 'Just Like Me', ""Him or Me - What's It Gonna Be?"", 'Indian Reservation - Rerecorded']"
16941,The Rockets,"['Indianapolis', 'Radar Gun', '1000 Dollar Car', 'Welfare Music', 'Kerosene', 'Wave That Flag', 'Bad Time To Be An Outlaw', 'Every Kinda Everything', 'Dog - Audiotree Live Version', 'Turn for the Worse']"
16222,The Bottle Rockets,"['Indianapolis', 'Radar Gun', '1000 Dollar Car', 'Welfare Music', 'Kerosene', 'Wave That Flag', 'Bad Time To Be An Outlaw', 'Every Kinda Everything', 'Dog - Audiotree Live Version', 'Turn for the Worse']"
12261,Notre Dame,"['Introit Benedicta Sit', 'O Sacrum Convivium', 'Sanctum Et Immaculata', 'Dignus Est Deus', 'Alleluia', 'Benedicamus Patrem', 'Audi Filia', 'Kyrie Eleison', 'Salve Regina', 'Justorum Animae']"
16758,The Monks,"['Introit Benedicta Sit', 'O Sacrum Convivium', 'Sanctum Et Immaculata', 'Dignus Est Deus', 'Alleluia', 'Benedicamus Patrem', 'Audi Filia', 'Kyrie Eleison', 'Salve Regina', 'Justorum Animae']"
440,Alanis Morissette,"['Ironic - 2015 Remaster', 'You Oughta Know - 2015 Remaster', 'Hand in My Pocket - 2015 Remaster', 'Thank U', 'Head over Feet - 2015 Remaster', 'You Learn - 2015 Remaster', 'Uninvited', 'You Learn - Live / Unplugged', 'Hands Clean', 'Alanis’ Interlude']"
11634,Moris,"['Ironic - 2015 Remaster', 'You Oughta Know - 2015 Remaster', 'Hand in My Pocket - 2015 Remaster', 'Thank U', 'Head over Feet - 2015 Remaster', 'You Learn - 2015 Remaster', 'Uninvited', 'You Learn - Live / Unplugged', 'Hands Clean', 'Alanis’ Interlude']"
11955,Neeti Mohan,"['Ishq Wala Love', 'Sau Aasmaan', 'Romantic Mashup 2', 'First Class', 'Vilayati Sharaab', 'Bang Bang', 'Fakira', 'Kaun Nachdi (From ""Sonu Ke Titu Ki Sweety"")', 'Bawara Mann (From ""Jolly Ll.B 2"")', 'Sapna Jahan (From ""Brothers"")']"
8525,Joyner Lucas,"['Isis (feat. Logic)', 'I Love', 'ADHD', 'Will - Remix', 'Stranger Things', 'Revenge', ""I'm Sorry"", 'I Stand On That', 'Zim Zimma', ""I Don't Die""]"
17220,They Might Be Giants,"['Istanbul (Not Constantinople)', 'Birdhouse in Your Soul', 'Stuff Is Way', 'Particle Man', 'Doctor Worm', ""Don't Let's Start"", 'The Communists Have the Music', 'Ana Ng', ""You're on Fire"", 'I Lost Thursday']"
13842,Richard Storrs Willis,"['It Came Upon A Midnight Clear', 'It Came Upon A Midnight Clear']"
13923,Rob Base & DJ EZ Rock,"['It Takes Two', 'Joy and Pain', 'Get on the Dance Floor', 'Check This Out', ""Don't Sleep on It"", 'Crush', 'Keep It Going Now', 'Creativity', 'Make It Hot', ""Times Are Gettin' Ill""]"
3591,Cub,"['It Was A Good Day', 'You Know How We Do It - Remastered', 'Check Yo Self - Remix', 'No Vaseline', ""Ain't Got No Haters (feat. Too Short)"", 'You Can Do It', 'Why We Thugs', 'Gangsta Rap Made Me Do It', 'Go To Church', 'Hello']"
7279,Ice Cube,"['It Was A Good Day', 'You Know How We Do It - Remastered', 'Check Yo Self - Remix', 'No Vaseline', ""Ain't Got No Haters (feat. Too Short)"", 'You Can Do It', 'Why We Thugs', 'Gangsta Rap Made Me Do It', 'Go To Church', 'Hello']"
14851,Sherman,"['It\'s a Small World - From ""It\'s a Small World""', 'Overture - Mary Poppins - Instrumental / From ""Mary Poppins"" / Soundtrack Version', 'It\'s a Small World - From ""It\'s a Small World""', 'The Tiki, Tiki, Tiki Room - From ""The Enchanted Tiki Room""', 'Flitterin\' - From ""Main Street""', 'The Many Adventures of Winnie the Pooh - From The Many Adventures of Winnie the Pooh', 'The Best Time of Your Life - From ""The Carousel of Progress""', 'One Little Spark - From ""Journey Into Imagination with Figment""', 'Walt Disney and the Sherman Brothers Sing', 'Busy Doing Nothing']"
11063,Mayday Parade,"['Jamie All Over', 'Miserable At Best', 'Somebody That I Used To Know', 'Terrible Things - EP Version', 'It Is What It Is', 'Stay', 'Piece Of Your Heart', 'Jersey', 'Three Cheers For Five Years', 'Oh Well, Oh Well']"
13458,Rafa Pabön,"['Jangueo', 'La Mentira - Remix', 'Ta To Gucci (Remix)', 'Ojitos Chiquitos', 'A Güiro', 'Quisiera - Remix', 'La Mentira', 'Cuando Bebe', 'Pa Mí', 'Me Matas']"
13469,Rah Rah,"['Jashn-E-Bahaaraa', 'Main Tumhara', 'Kun Faya Kun', 'Enna Sona', 'Jai Ho! (You Are My Destiny)', 'Tere Bina', 'Dil Bechara', 'Taare Ginn', 'Masakali 2.0', 'Love Mashup 2019']"
18466,XXXTENTACION,"['Jocelyn Flores', 'SAD!', 'Hope', 'Moonlight', 'Everybody Dies In Their Nightmares', 'changes', 'Fuck Love (feat. Trippie Redd)', 'the remedy for a broken heart (why am I so in love)', 'Falling Down - Bonus Track', 'Look At Me!']"
3182,Chuck,"['Johnny B. Goode', 'You Never Can Tell', 'No Particular Place To Go', 'Roll Over Beethoven', 'Route 66', 'Maybellene', 'Run Rudolph Run - Single Version', 'Sweet Little Sixteen', 'Rock And Roll Music', 'School Day (Ring Ring Goes The Bell)']"
3183,Chuck Berry,"['Johnny B. Goode', 'You Never Can Tell', 'No Particular Place To Go', 'Roll Over Beethoven', 'Route 66', 'Maybellene', 'Run Rudolph Run - Single Version', 'Sweet Little Sixteen', 'Rock And Roll Music', 'School Day (Ring Ring Goes The Bell)']"
7537,JT Music,"['Join Us for a Bite', 'To the Bone', 'You Belong Here', 'Five More Nights', 'Cuphead Rap', ""Can't Be Erased"", ""We Don't Bite"", 'Hungry for Another One', 'Five Long Nights', 'Another Five Nights']"
5663,Fito Olivares y Su Grupo,"['Juana La Cubana', 'Cumbia De La Cobra', 'El Colesterol', 'Agüita De Melón', 'La Gallina', 'La Cobra', 'Cumbia Caliente', 'La Negra Catalina', 'La Güera Salome', 'El Mensajero']"
18596,Young Scooter,"['Jugg King', 'Trippple Cross (feat. Future & Young Thug)', 'No Features (feat. Kodak Black)', ""Hustlin'"", 'Never Broke Again (feat. YoungBoy Never Broken Again)', 'Trap Slow', 'Packs In (feat. Gucci Mane)', 'Black Migo', ""Used to Ballin'"", 'Dope Boyz & Trap Godz']"
17871,Van Halen,"['Jump - 2015 Remaster', 'Panama - 2015 Remaster', ""Runnin' with the Devil - 2015 Remaster"", 'Hot for Teacher - 2015 Remaster', ""Ain't Talkin' 'Bout Love - 2015 Remaster"", 'You Really Got Me - 2015 Remaster', ""Why Can't This Be Love"", 'Eruption - 2015 Remaster', ""Can't Stop Lovin' You"", 'Dance the Night Away - 2015 Remaster']"
15963,Tash Sultana,"['Jungle', 'Pretty Lady', 'Notion', 'Blame It On Society', ""Can't Buy Happiness"", 'Daydreaming', 'Talk It Out', 'Cigarettes', 'Mystik', 'Greed']"
13287,Priscilla Block,"['Just About Over You', 'Just About Over You - Radio Edit', 'I Bet You Wanna Know', 'Wish You Were The Whiskey', 'Thick Thighs', 'PMS', 'Better Alone', 'Over', 'One More Kiss', 'Tip of My Tongue']"
11757,Musiq Soulchild,"['Just Friends (Sunny)', 'sobeautiful', 'Love', 'teachme', 'Halfcrazy', 'Dontchange', 'Buddy', 'Come To Me (with Musiq Soulchild)', 'ifuleave (feat. Mary J. Blige)', 'Mary Go Round']"
16326,The Click,"['Just the Girl', 'Jenny', 'Empty', 'Happy Birthday', 'Pop Princess', 'Catch Your Wave', 'Good Day', 'Mary Jane', ""Don't Let Me Go"", ""I'm Getting over You""]"
16327,The Click Five,"['Just the Girl', 'Jenny', 'Empty', 'Happy Birthday', 'Pop Princess', 'Catch Your Wave', 'Good Day', 'Mary Jane', ""Don't Let Me Go"", ""I'm Getting over You""]"
9918,Long Beach Dub Allstars,"['Kick Down', 'Owens Brothers', ""Listen to D.J.'s"", 'Rosarito', 'Sunny Hours', 'Rolled Up', ""It Ain't Easy"", 'Tell Me', 'Righteous Dub', 'Life Goes On']"
11793,Mötley Crüe,"['Kickstart My Heart', 'Girls, Girls, Girls', 'Dr. Feelgood', 'Home Sweet Home', 'Shout At The Devil', 'Wild Side', 'Live Wire', 'Looks That Kill', ""Same Ol' Situation (S.O.S.)"", 'Take Me To The Top']"
13466,Rage Against The Machine,"['Killing In The Name', 'Bulls On Parade', 'Guerrilla Radio', 'Sleep Now In the Fire', 'Renegades Of Funk', 'Testify', 'Bombtrack', 'Wake Up', 'Know Your Enemy', 'Take The Power Back']"
11686,Moxy Früvous,"['King of Spain', 'Drinking Song/Good Night Irene', 'My Baby Loves a Bunch of Authors', 'Spiderman', 'Gulf War Song', 'Michigan Militia', ""Stuck in the 90's"", 'River Valley', ""B.J. Don't Cry"", 'Video Bargainville']"
18531,Years & Years,"['King', 'Starstruck', 'Breathe', 'Desire - Gryffin Remix', ""If You're Over Me"", ""It's A Sin"", 'Shine', 'Eyes Shut', 'Play (with Years & Years)', 'All For You']"
17497,Tony Orlando & Dawn,"['Knock Three Times', 'Candida', ""He Don't Love You (Like I Love You)"", 'Tie A Yellow Ribbon `Round The Old Oak Tree', 'Knock Three Times', 'What Are You Doing Sunday - Remastered', 'Vaya Con Dios - Digitally Remastered 1998', 'Knock Three Times', ""I Can't Believe How Much I Love You"", 'Say, Has Anybody Seen My Sweet Gypsy Rose']"
10569,Maldita Vecindad Y Los Hijos Del 5to. Patio,"['Kumbala', 'Pachuco', 'Morenaza', 'Solín', 'Un Gran Circo', 'Lo Pasado, Pasado', 'Don Palabras', 'Un Poco de Sangre', 'Los Agachados', 'Rita Bonita']"
2443,Bun B,"['LA NOCHE DE ANOCHE', 'DÁKITI', 'TE MUDASTE', 'UN DIA (ONE DAY) (Feat. Tainy)', 'LA CANCIÓN', 'BOOKER T', 'CÓMO SE SIENTE - Remix', 'I Like It', 'Safaera', 'Callaita']"
12398,OmenXIII,"['LED', 'Led', ""I Think It's Time That I Emerge"", 'Drop Dead', '01000100 01010000 01010011 00101011', 'Shut the Fuck Up', '00101111 01001101 01001001 01000001', '01000110 01000110 01000001 00100001', 'Infiltrate', 'But This Is the End']"
18661,Zacarias Ferreira,"['La Asesina', 'Me Quedo', 'Es Tan Difícil', 'El Intruso', 'La Mejor De Todas', 'Me Sobran Las Palabras', 'Ya No Te Buscare', 'Siento Que Te Quiero', 'Si Tú Me Dices Ven (El Lodo)', 'Diez Segundos']"
13909,Ritchie Valens,"['La Bamba - Single Version', 'We Belong Together', 'Donna - Single Version', ""Come On, Let's Go"", 'La Bamba', 'Ooh! My Head', 'My Darling Is Gone', 'Stay Beside Me', 'Boney Maronie', 'Dooby Dooby Wah']"
10063,Los Lobos,"['La Bamba', 'Cancion del Mariachi', 'We Belong Together', ""Come On, Let's Go"", 'Donna', 'Ripple - Live', 'La Pistola Y El Corazón', 'Kiko and the Lavender Moon', 'Ooh! My Head', 'Framed']"
1498,Banda Sinaloense El Recodo De Cruz Lizarraga,"['La Cuichi', 'Arriba Pichátaro', 'Perro Bichi Y Mujeriego', 'El Sinaloense', 'Quiero Robarme Tu Corazón', 'El Son de los Aguacates', 'Juan Colorado', 'El Niño Perdido', 'El Olotito', 'Que Me Toquen la Cococha']"
14035,Roco,"['La Dosis Perfecta', 'Vendedora de Caricias', 'Arréglame el Alma (feat. Maria Barracuda) - En Vivo', 'La Carencia', 'Esta Noche', 'El Último Ska', 'La Carencia', 'Fugaz (feat. Rubén Albarrán) - En Vivo', 'Acábame de Matar', 'La Dosis Perfecta (feat. Denise Gutiérrez) - En Vivo']"
12950,Pete Rodriguez,"['La Esencia Del Guaguancó', 'Catalina La O', 'La Dicha Mía', 'Soñero', 'Blanca', 'Dulce Con Dulce', 'Babaila', 'Shalom Malecum', 'Lo Añoro', 'El Tumbaito']"
2798,Cast Of The Motion Picture Rent,"['La Vie Boheme', 'Rent', 'Will I', ""I'll Cover You - Reprise"", 'Life Support', 'Finale B', 'Seasons of Love B', 'Love Heals - Bonus Track', 'La Vie Boheme a & B', 'Seasons of Love - Eddie Baez\'s ""Payin\' the Rent"" Club Mix Edit']"
3889,Daniela Andrade,"['La Vie En Rose', 'Crazy', 'Crazy in Love', 'Creep', 'Genesis', 'Puddles', 'Ayayai', 'Hold (feat. Daniela Andrade)', 'Wet Dreams', 'Latch']"
11281,Michael Tilson Thomas,"['La boîte à joujoux, L. 128: III. La bergerie à vendre', 'Giselle: Valse', 'La boîte à joujoux, L. 128: I. Le magasin de jouets', 'Giselle: Andantino', 'Rhapsody in Blue', 'La boîte à joujoux, L. 128: Épilogue', 'Giselle: No. 21 - Andante', 'Giselle: Andante', ""Prélude à l'après-midi d'un faune, L. 86"", 'Romeo and Juliet, Op. 64 (Excerpts): No. 13, Dance of the Knights']"
18713,Zion,"['La player (Bandolera)', 'Otra vez (feat. J Balvin)', 'Yo Voy (feat. Daddy Yankee)', 'MÁS DE UNA CITA', 'No Me Llama', 'No Es Justo', 'La Oficial - Remix', 'B11 (feat. Myke Towers)', 'Química (feat. The Martinez Brothers)', 'Pa Olvidarte (feat. Manuel Turizo) - Remix']"
18714,Zion & Lennox,"['La player (Bandolera)', 'Otra vez (feat. J Balvin)', 'Yo Voy (feat. Daddy Yankee)', 'MÁS DE UNA CITA', 'No Me Llama', 'No Es Justo', 'La Oficial - Remix', 'B11 (feat. Myke Towers)', 'Química (feat. The Martinez Brothers)', 'Pa Olvidarte (feat. Manuel Turizo) - Remix']"
7193,Hungarian State Orchestra,"['Lacrimosa', ""Le Nozze Di Figaro (The Marriage Of Figaro), K. 492: Act III Scene 10: Duettino - Sull'aria"", 'Introitus', 'Nabucco: Overture', 'Messa da Requiem: Dies irae', 'Requiem, Op. 9: Kyrie', 'Le Nozze di Figaro (The Marriage of Figaro), K. 492: Overture', 'Messa da Requiem: VII Requiem aeternam', 'Pie Jesu', 'Offertorium']"
11799,Mýa,"['Lady Marmalade - From ""Moulin Rouge"" Soundtrack', 'Case Of The Ex (Whatcha Gonna Do)', ""It's All About Me"", 'Fallen', 'My Love Is Like...Wo - Main Mix/Album Version', 'Take Me There - From ""The Rugrats Movie"" Soundtrack', 'Best Of Me (Featuring Jadakiss)', ""Movin' On"", 'Without You - Chill Mix', 'Close To You']"
6996,Herb Alpert & The Tijuana Brass,"['Ladyfingers', ""This Guy's In Love With You"", 'Spanish Flea', 'A Taste Of Honey', 'Tijuana Taxi', 'Whipped Cream', 'The Lonely Bull (El Solo Toro)', 'Mae', 'Casino Royale', 'Green Peppers']"
7905,Jeremiah,"['Lake Shore Drive', 'For Eddy', 'Snow Queen', 'Shot Of Gold', 'Lake Shore Drive Chicago', 'Uppers and Downers', 'Midnight Plane To Nairobi', 'One Night Stand', 'Beam Me Up Scotty', 'Last One Of The Night People']"
16300,The Chicks,"['Landslide', 'Cowboy Take Me Away', 'Wide Open Spaces', 'Not Ready to Make Nice', ""There's Your Trouble"", 'Goodbye Earl', ""Travelin' Soldier"", 'Gaslighter', 'You Were Mine', 'Ready to Run']"
11914,Natti Natasha,"['Las Nenas (feat. La Duraca)', 'La Mejor Versión de Mi - Remix', 'Ayer Me Llamó Mi Ex – Remix', 'DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix', 'Criminal', 'ANTES QUE SALGA EL SOL', 'Instagram', 'Sin Pijama', 'Fantasias - Remix', 'Qué Mal Te Fue (Remix)']"
4515,Domino,"['Layla', 'Have You Ever Loved A Woman?', 'Bell Bottom Blues', 'I Looked Away', ""Nobody Knows You When You're Down And Out"", 'Little Wing', 'Keep On Growing - Remastered', 'Keep On Growing', 'Why Does Love Got To Be So Sad?', 'Key To The Highway']"
17855,Valencia,"['Lead Me Lord', 'Warrior Is A Child', 'I Will Be Here', 'Take Me Out Of The Dark', 'How Did You Know', 'Can We Just Stop And Talk A While', 'Sana Maulit Muli', 'Natutulog Ba Ang Diyos?', 'I\'ll Never Love This Way Again - From ""Barcelona - A Love Untold""', 'Di Na Natuto']"
10555,Major Lazer,"['Lean On', 'Titans (feat. Sia & Labrinth)', 'Light It Up - Remix', 'Cold Water', 'ALREADY', 'Trigger', 'Que Calor (feat. J Balvin & El Alfa)', ""C'est Cuit (feat. Aya Nakamura & Swae Lee)"", 'Pra te Machucar (feat. ÀTTØØXXÁ and Suku Ward)', 'Diplomatico (feat. Guaynaa)']"
1155,Armin van Buuren,"['Leave A Little Love', 'Hoe Het Danst', 'Blah Blah Blah', 'This Is What It Feels Like', 'Repeat After Me', 'Feel Something (feat. Duncan Laurence)', 'Need You Now', 'Great Spirit', 'Weight Of The World', 'Slow Lane']"
7795,Jay Johnson,"['Leave Luanne', 'Caralee', 'Cut You a Piece', 'The Seraph', 'Twisted Teeth', 'Transition 5', 'New York, New York', 'If I Had This Truck', 'Joy of the Lord', 'I Put a Spell on You']"
5699,Flipp Dinero,"['Leave Me Alone', 'How I Move (feat. Lil Baby)', 'No No No (feat. A Boogie Wit Da Hoodie)', 'Looking At Me (feat. Rich The Kid)', 'Rich Today', 'Westside', 'Time Goes Down', 'Praying For My Soul', 'If I Tell You', 'Say No More']"
9498,League of Legends,"['Legends Never Die', 'RISE', 'Warriors', 'Phoenix', 'Take Over', 'Legends Never Die - (Remix)', 'Awaken', 'Run It', 'Piercing Light', 'Worlds Collide']"
