,artists,songs
287,Adolescents,"['Virgen', 'Aquel Lugar', 'Me Tengo Que Ir', 'Persona Ideal', 'Se Acabo El Amor', 'Anhelo', 'Hoy Aprendi', 'Recuerdos', 'Si Te Marchas', 'Cuerpo Sin Alma']"
4155,Dean Martin,"['Volare (Nel Blu Di Pinto Di Blu) - Remastered', 'Everybody Loves Somebody', ""That's Amore"", ""Ain't That A Kick In The Head"", ""You're Nobody 'Til Somebody Loves You - Remastered/1997"", 'Sway (Quien Sera)', 'Let It Snow! Let It Snow! Let It Snow!', 'Memories Are Made Of This', ""On An Evening In Roma (Sott'er Celo De Roma) - Remastered"", 'Mambo Italiano']"
15303,Southern Culture on the Skids,"['Voodoo Cadillac', 'Camel Walk', 'Camel Walk', 'Soul City', 'Liquored Up And Lacquered Down', 'Funnel of Love', 'White Trash', 'Freak Flag', 'Drunk And Lonesome (Again)', 'King Of The Mountain']"
1495,Banda R-15,"['Voy a Pintar Mi Raya', 'Fue Tan Poco Tu Cariño', 'La 4 X 4', 'El Sapo Y El Kora', 'Al Mismo Nivel', 'Lindo Nayarit', 'El Dios Huichol', 'No Te Creas Tan Importante', 'La Mariana', 'Amor del Bueno']"
10155,Lotta & Anders Engbergs Orkester,"['Världens bästa servitris', ""Ta mig me'"", 'Genom vatten och eld', '20-30-45', '100 %', 'Ingen man är som han', 'Åh vad jag älskade dig just då', 'En plats I Mitt Hjärta', 'Lassie', 'Tusen vackra bilder']"
16666,The La's,"['WITHOUT YOU', 'Unstable (feat. The Kid LAROI)', 'Hate The Other Side (with Marshmello & The Kid Laroi)', 'Reminds Me Of You', 'GO (feat. Juice WRLD)', 'F*CK YOU, GOODBYE (feat. Machine Gun Kelly)', 'SO DONE', 'TRAGIC (feat. Youngboy Never Broke Again & Internet Money)', 'ALWAYS DO', 'Diva (feat. Lil Tecca)']"
13531,Ramsey Lewis Trio,"['Wade In The Water', 'Cry Baby Cry', 'Dear Prudence', 'Rocky Raccoon', ""Mother Nature's Son"", 'Sun Goddess', 'Hey Mrs. Jones', ""Do What You Wanna - Mr. Scruff's Soul Party Remix"", 'Tambura', 'Summer Breeze']"
8456,Josef Greindl,"['Wagner: Tristan und Isolde, WWV 90, Act 1: Vorspiel (Langsam und schmachtend - Belebend)', 'Missa solemnis, Op. 123: I. Kyrie', 'Mass in C Major - Missa Sancta Caeciliae (Missa cellensis), Hob. XXV:5: Benedictus', 'Mass in C Major - Missa Sancta Caeciliae (Missa cellensis), Hob. XXV:5: Dona nobis pacem', 'Wagner: Tristan und Isolde, WWV 90, Act 3 Scene 3: ""Heller schallend, mich umwallend"" (Isolde)', 'Wagner: Tristan und Isolde, WWV 90, Act 3 Scene 3: ""Mild und leise wir er lächelt"" (Isolde)', 'Wagner: Tristan und Isolde, WWV 90, Act 1 Scene 1: ""Westwärts schweift der Blick"" (Ein junger Seemann, Isolde)', 'Tannhäuser / Act 2: ""Gar viel und schön""', 'Magnificat in D Major, BWV 243: No. 5, Quia fecit mihi magna', 'Wagner: Tristan und Isolde, WWV 90, Act 1 Scene 1: ""Brangäne, du? Sag - wo sind wir?"" (Isolde, Brangäne)']"
18303,Will Smith,"['Wait a Minute!', 'Female Energy, Part 2', 'Time Machine', 'Marceline', '9', 'Meet Me At Our Spot', 'Rise', 'Whip My Hair', 'Overthinking IT', 'Warm Honey']"
7695,Jamila Woods,"['Waiting For (feat. Jamila Woods)', 'SULA (Paperback)', 'Holy', 'LSD (feat. Chance The Rapper)', 'Stellar', 'SULA (Hardcover)', 'Reflections (feat. Jamila Woods)', 'Someone (Armando Young Remix) feat. Jamila Woods', 'BASQUIAT', 'Lonely (feat. Lorine Chia)']"
10585,Man,"['Wake Up in the Sky', 'I Get the Bag (feat. Migos)', 'Both (feat. Drake)', 'Champions', 'SoIcyBoyz 3 (feat. Gucci Mane, Pooh Shiesty, Foogiano & Tay Keith)', 'Semi On Em', 'Big Booty (feat. Megan Thee Stallion)', 'Met Gala (feat. Offset)', 'Curve (feat. The Weeknd)', ""That's What I Like (feat. Gucci Mane)""]"
11821,NLE Choppa,"['Walk Em Down (feat. Roddy Ricch)', 'Camelot', 'Shotta Flow (feat. Blueface) [Remix]', 'Picture Me Grapin’', 'Narrow Road (feat. Lil Baby)', 'CAPO', 'Moonlight (feat. Big Sean)', 'Shotta Flow', 'Famous Hoes', 'Shotta Flow 5']"
15689,Sun,"['Walking On A Dream', 'We Are The People', 'Alive', 'We Are Mirage', 'High And Low', 'Half Mast', 'Way To Go', 'Standing On The Shore', 'On Our Way Home', 'Chrysalis']"
9695,Lil B,"['Wants and Needs (feat. Lil Baby)', 'On Me', 'Drip Too Hard (Lil Baby & Gunna)', 'Real As It Gets (feat. EST Gee)', 'We Paid (feat. 42 Dugg)', 'Yes Indeed', 'Errbody', 'The Bigger Picture', 'Close Friends (Lil Baby & Gunna)', 'Emotionally Scarred']"
9696,Lil Baby,"['Wants and Needs (feat. Lil Baby)', 'On Me', 'Drip Too Hard (Lil Baby & Gunna)', 'Real As It Gets (feat. EST Gee)', 'We Paid (feat. 42 Dugg)', 'Yes Indeed', 'Errbody', 'The Bigger Picture', 'Close Friends (Lil Baby & Gunna)', 'Emotionally Scarred']"
17745,U.K. Subs,"['Warhead', 'Stranglehold', 'Tomorrows Girls', 'Riot', 'C.I.D.', 'Emotional Blackmail', 'Down On The Farm', 'Diversion', 'I Live in a Car', 'Killer']"
2786,Cassadee Pope,"['Wasting All These Tears', 'Take You Home', 'I Wish I Could Break Your Heart', 'If My Heart Had A Heart', 'Stupid Boy - The Voice Performance', 'American Avenue', 'FYI', 'Torn - The Voice Performance', 'I Am Invincible', 'Over You - The Voice Performance']"
15630,Styles,"['Watermelon Sugar', 'Golden', 'Adore You', 'Falling', 'Sign of the Times', 'Kiwi', 'Lights Up', 'Fine Line', 'Sweet Creature', 'She']"
16276,The Cats,"['Way Back Home', 'Dear Hearts And Gentle People', 'Happy Times—from 1949 show “Inspector General”', 'Charley, My Boy', 'Bye Bye Baby—from 1948 show Gentlemen Prefer Blondes', 'Zing-A Zing-A Zing Boom', 'The Big Noise From Winnetka', 'Politics—from 1949 show “Texas, Li’l Darlin”', 'Rag Mop', 'The Old Master Painter']"
18788,fun.,"['We Are Young (feat. Janelle Monáe)', 'Some Nights', 'Carry On', ""C'mon - Single Version"", 'Sight of the Sun - Single Version', 'The Gambler', 'All the Pretty Girls', 'Why Am I the One', 'Be Calm', 'We Are Young (feat. Janelle Monáe) - Acoustic [Acoustic]']"
238,Ace Hood,"['We Ball', 'Bugatti', 'Finding My Way', 'Big Fish', ""12 O'Clock (feat. Jacquees)"", 'Hustle Hard Remix', 'Came Wit the Posse', 'Popovitch', 'Bugatti', 'Undefeated']"
212,Abby Anderson,"['We Go Together Like', 'Make Him Wait', ""I'll Still Love You"", ""Don't Matter Now"", 'Shallow', 'Dance Away My Broken Heart', 'GOOD LORD', 'Daddy', 'This Feeling', 'Guy Like You']"
3814,Damian Marley,"['Welcome To Jamrock', 'Medication', 'Make It Bun Dem', 'Road To Zion', 'Love With A Quality', 'Living It Up', 'Medication (ft. Stephen Marley, Wiz Khalifa, Ty Dolla $ign) - Remix', 'So Am I (feat. Damian Marley & Skrillex)', ""Pimpa's Paradise"", 'It Was Written']"
3378,Cologne Radio Symphony Orchestra,"['Werther / Act 3: Va! Laisse couler mes larmes', 'Nocturnes: No. 1. Nuages', 'Symphony No. 2 in D Major, Op. 73: I. Allegro non troppo', 'Symphony No. 2 in D Major, Op. 73: IV. Allegro con spirito', 'Symphony No. 2 in D Major, Op. 73: III. Allegretto grazioso', 'Werther / Act 3: Toute mon âme est là!', 'Symphony No. 2 in D Major, Op. 73: II. Adagio non troppo', 'Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau (version for choir): Ellen\'s Gesang III (Ave Maria!), Op. 56, No. 6, D. 839, ""Hymne an die Jungfrau""', 'Hansel and Gretel: Abendsegen', 'Werther / Act 2: ""Frère, voyez le beau bouquet!""']"
10184,Louis St. Louis,"['What A Wonderful World - Single Version', 'Dream A Little Dream Of Me - Single Version', 'Cheek To Cheek', 'Summertime', 'La vie en rose - Single Version', 'A Kiss To Build A Dream On - Single Version', ""They Can't Take That Away From Me"", 'Moon River', 'We Have All The Time In The World - Remastered', 'Autumn In New York']"
4910,Edie Brickell & New Bohemians,"['What I Am', 'Circle', ""A Hard Rain's A Gonna Fall"", 'Nothing', 'Little Miss S.', 'Air Of December', 'Stubborn Love', 'Love Like We Do', 'The Wheel', 'She']"
14351,SMO,"['What You Know Bout Love', 'For The Night (feat. Lil Baby & DaBaby)', 'Hello (feat. A Boogie Wit da Hoodie)', 'Dior', 'Mood Swings (feat. Lil Tjay)', 'AP - Music from the film Boogie', 'The Woo (feat. 50 Cent & Roddy Ricch)', 'Invincible', 'Element', 'Got It On Me']"
12373,Oliver Wallace,"['What a Dog/He\'s a Tramp - From ""Lady and the Tramp""/Soundtrack Version', 'Main Title (Bella Notte)/The Wag of a Dog\'s Tail - From ""Lady and the Tramp""/Soundtrack Version', 'The Main Street Electrical Parade - From The Main Street Electrical Parade', 'The Siamese Cat Song/What\'s Going on Down There - From ""Lady and the Tramp""/Soundtrack Version', 'Fantasmic! - From Fantasmic! (Disneyland)', 'The Fantasyland Darkride Suite - From Pinocchio’s Daring Journey, Peter Pan’s Flight, Mr. Toad’s Wild Ride, Alice In Wonderland', 'Mermaid Lagoon / Bad Day At Skull Rock', 'Baby\'s First Morning/What Is a Baby/La La Lu - From ""Lady and the Tramp""/Soundtrack Version', 'The Last Night in the Nursery', 'The Legend of the Croc / Double the Powder and Shorten the Fuse / Follow Tinker Bell']"
4591,Doris Day,"['Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)', 'Again (with The Mellomen)', 'Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood)', 'Perhaps, Perhaps, Perhaps', ""I'm Confessin' (That I Love You)"", 'Que Sera, Sera (Whatever Will Be, Will Be)', 'If I Give My Heart to You (with The Mellomen)', 'Fly Me to the Moon (In Other Words)', 'Lullaby of Broadway (with Harry James & His Orchestra)', 'A Bushel and a Peck - from the Broadway show, ""Guys and Dolls""']"
15437,Status Quo,"['Whatever You Want', ""Rockin' All Over The World"", 'Pictures of Matchstick Men - Mono Version', 'The Wanderer', 'Caroline', 'Gerdundula', 'Roll Over Lay Down', 'Down Down', 'Twenty Wild Horses - Remastered', 'Red Sky']"
16888,The Pussycat Dolls,"['When I Grow Up', ""Don't Cha"", 'Stickwitu', 'React', 'Buttons', 'I Hate This Part', 'Jai Ho! (You Are My Destiny)', 'Hush Hush; Hush Hush - Main', ""I Don't Need A Man"", 'Beep']"
17242,Thomas Dolby,"['When Love Breaks Down - 2007 Remastered Version', 'She Blinded Me With Science - 2009 Remastered Version', 'I Scare Myself', 'Hyperactive!', 'She Blinded Me With Science - Extended Version', 'Another Brick In The Wall (Part 2) - Live In Berlin', 'One Of Our Submarines - 2009 Remastered Version', 'Europa And The Pirate Twins - 2009 Remastered Version', 'The Flat Earth', 'I Love You Goodbye']"
2277,Breathe Carolina,"['When You Leave - Breathe Carolina Remix', 'Happier - Breathe Carolina Remix', 'Rhythm Is A Dancer (feat. Kaleena Zanders)', 'IF U', 'Blackout', 'Get Away (feat. Rama Duke)', 'Sellouts', 'Funny - Breathe Carolina Remix', 'All Star - Breathe Carolina Remix', ""Who's Laughing Now - Breathe Carolina Remix""]"
12916,Percy Sledge,"['When a Man Loves a Woman', 'You Really Got a Hold on Me', 'My Special Prayer', 'Dark End of the Street', 'Take Time to Know Her', 'Warm and Tender Love', 'What Am I Living For', 'My Adorable One', 'When a Man Loves a Woman - Rerecorded', 'Cover Me']"
16226,The Boy Next Door,"['Whenever (feat. Conor Maynard)', 'Camouflage (feat. Sjaak & Stepherd & Jozo & Lenji)', 'La Colegiala (feat. Jody Bernal)', 'Gone Tomorrow', 'Whine (feat. Feliciana & DeMarco)', 'Melody (feat. James Francis)', 'Fly', 'Whenever (feat. Conor Maynard) - Joe Stone Remix', 'La colegiala (feat. Jody Bernal) - Afro Bros Remix', 'Resistance (feat. $hirak)']"
9196,Kris Kross Amsterdam,"['Whenever (feat. Conor Maynard)', 'Ooh Girl (feat. A Boogie Wit da Hoodie)', 'Sex', 'Hij Is Van Mij (feat. Bizzey)', 'Tranen', 'Mij Niet Eens Gezien', 'Loop Niet Weg', 'Donderdag', 'Moment', 'Ik Sta Jou Beter']"
12181,Nitti Gritti,"['Where I Belong', '11:25', 'Cold Day in Hell', 'Breathe Out (feat. Midian)', 'All In (feat. Jimmy Levy)', 'Hush Money', 'Matrix', 'Eyes On You (feat. Jimmy Levy)', 'Blame on Me', 'Empty (feat. Reo Cragun)']"
7613,Jagged Edge,"['Where the Party At (feat. Nelly)', ""Let's Get Married (feat. Run) - ReMarqable Remix"", 'I Gotta Be', ""He Can't Love U"", 'Promise', ""Let's Get Married"", 'Walked Outta Heaven', 'Put A Little Umph In It', 'So High', 'Sleep With Me']"
16258,The Calling,"['Wherever You Will Go', 'Stigmatized', 'Adrienne', 'Could It Be Any Harder', 'Our Lives', 'For You', 'Anything', 'Believing', 'Things Will Go My Way', 'Unstoppable']"
17157,The White Noise,"['White Noise 3 Hour Long', 'Clean White Noise', 'Pouring Rain - Loopable with No Fade', 'White Noise 2 Hour Long', 'Fan Noise', 'Flight to Amsterdam', 'Smooth Sailing', 'Pure Brown Noise', 'Warmth (No Fade, Seamless Loop)', 'Pink Noise']"
18246,White Noise Therapy,"['White Noise 3 Hour Long', 'Clean White Noise', 'Pouring Rain - Loopable with No Fade', 'White Noise 2 Hour Long', 'Fan Noise', 'Flight to Amsterdam', 'Smooth Sailing', 'Pure Brown Noise', 'Warmth (No Fade, Seamless Loop)', 'Pink Noise']"
13716,Relaxation,"['White Noise: Ocean Waves to Help Your Baby Sleep Through the Night', 'White Noise: Calming Roar of the Ocean to Fall to Sleep and Stay Asleep', 'Premium Brown Noise: Best of Constant Pacific Ocean Roar Sounds to Induce Sleep', 'Soothing White and Brown Noise: Sounds for Getting a Good Night’s Sleep', 'Constant White Noise: Relaxing Cascade, Distant Rivers for Infants and Toddlers', 'White and Pink Noise: Light Forest Rain, Ambient Water to Help Aid Sound Sleep', 'Soft White Noise: Oregon Pacific Coast Ocean Waves for Serene Restful Sleeping', 'Relaxing Organic White Noise: Ruby Beach Relaxation to Sleep Better At Night', 'Pacific Ocean White Noise: Modulated White Noise to Help My Baby Fall Asleep', 'White & Grey Noise Sleep: Constant Roar for the Little One Sleeping Through the Night']"
2775,Casey Donahew,"['White Trash Story', 'Drove Me to the Whiskey', '3 Am', 'What Cowboys Do', 'Bad Guy', 'Kiss Me', 'Stockyards', 'Country Song', ""He Ain't a Cowboy"", 'Double-Wide Dream']"
2773,Casey,"['White Trash Story', 'Drove Me to the Whiskey', '3 Am', 'What Cowboys Do', 'Bad Guy', 'Kiss Me', 'Stockyards', 'Country Song', ""He Ain't a Cowboy"", 'Double-Wide Dream']"
15705,Sunshine,"['Whole Heart', 'find your way', 'brighter days', 'Ex WiFi', 'Whole Heart - BKAYE Remix', 'Gorgeous (& Blanke with Bipolar Sunshine)', 'Wake Up', 'The Scientist', 'Future Pt 2', 'Middle']"
18003,Vince M,"['Wicked Game - Live at Killkenny Arts Festival, Ireland/2011', 'Be Somebody', 'Higher Love', 'I Should Go (with Kenny Beats)', 'I Should Go - Solo Version', 'Waiting', 'Gone', 'Get Low', 'Headlights', 'Ghosts']"
18637,Yusuf / Cat Stevens,"['Wild World', 'Father And Son', 'Morning Has Broken', 'Peace Train', 'The Wind', 'Moonshadow', 'If You Want To Sing Out, Sing Out', ""Lady D'Arbanville"", 'Where Do The Children Play?', 'Oh Very Young']"
13121,Pink Floyd,"['Wish You Were Here', 'Another Brick in the Wall, Pt. 2', 'Comfortably Numb', 'Money', 'Time', 'Breathe (In the Air)', 'Hey You', 'Shine On You Crazy Diamond (Pts. 1-5)', 'Brain Damage', 'The Great Gig in the Sky']"
14494,Sandro Cavazza,"['Without You (feat. Sandro Cavazza)', 'Happy Now', 'Lean On Me', 'Forever Yours - Avicii Tribute', 'Love To Lose', 'Beautiful', 'Sad Child', ""Don't Deserve This"", 'Happy Now - R3HAB Remix', 'Enemy']"
1808,Big Sean,"['Wolves (feat. Post Malone)', ""I Don't Fuck With You"", 'Feels (feat. Pharrell Williams, Katy Perry & Big Sean)', 'Bounce Back', 'Beware', 'Champions', 'Living Single', 'I Know', 'Bezerk (feat. A$AP Ferg)', 'Moonlight (feat. Big Sean)']"
9070,King Gizzard & The Lizard Wizard,"['Work This Time', 'O.N.E.', 'East West Link', 'Intrasport', 'Sense', 'Honey', 'Pleura', 'If Not Now, Then When?', 'Supreme Ascendancy', 'Static Electricity']"
10703,Marcus Layton,"['Wrap Me In Plastic - Marcus Layton Radio Edit', 'Sweet Dreams', 'Feel Good Inc.', 'Fairytale Gone Bad', 'Lonely (Marcus Layton Edit)', 'Wrap Me In Plastic - Slowed Down Version', 'No Scrubs - Marcus Layton Remix', 'Wrap Me In Plastic - Tobu Remix', 'White Tiger - Marcus Layton Radio Edit', 'Wrap Me In Plastic - Nightcore Version']"
4899,Eden Project,"['XO', 'sex (catching feelings)', 'crash', 'drugs', 'Wake Up', 'rock + roll', 'Fumes', 'Circles', 'Gravity', 'End Credits']"
11538,Moderatto,"['Ya Lo Veía Venir', 'Gracias', 'Mil Demonios', 'Sentimettal', 'Caballero', 'No Hay Otra Manera', 'Si Mi Delito Es Rockear', 'Me Caes Perfecto', 'Entrégate', 'Ya Lo Veía Venir - Live At Palacio De Los Deportes, México/2011']"
18634,Yuridia,"['Ya Te Olvidé', 'Él Lo Tiene Todo', 'Amigos No por Favor (Primera Fila) - En Vivo', 'Te Equivocaste', 'No Le Llames Amor', 'Yo Te Prefiero a Ti', 'Cobarde', 'Lo Que Son las Cosas', 'Yo Te Prefiero a Ti - Versión Banda', 'Ya Es Muy Tarde']"
13737,Rene Rene,"['Ya Te Perdí La Fe', 'Entre Beso Y Beso', 'Al Final De Nuestra Historia', 'Mi Segunda Vida', 'Ya Es Muy Tarde', 'El Ruido De Tus Zapatos', 'Si Tu Amor No Vuelve', 'Ahora Que Me Acuerdo', 'Tú Eres La Razón', 'Cabecita Dura']"
18492,YACHT,"['Yacht Club (feat. Juice WRLD)', ""Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake)"", 'Gucci Flip Flops (feat. Lil Yachty)', 'Hit Bout It', 'T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)', 'One Night', 'Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It)', 'Flex Up (feat. Future & Playboi Carti)', 'Coffin', 'Get Dripped (feat. Playboi Carti)']"
18491,YA-YA,"['Yacht Club (feat. Juice WRLD)', ""Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake)"", 'Gucci Flip Flops (feat. Lil Yachty)', 'Hit Bout It', 'T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)', 'One Night', 'Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It)', 'Flex Up (feat. Future & Playboi Carti)', 'Coffin', 'Get Dripped (feat. Playboi Carti)']"
6259,Georgie Fame & The Blue Flames,"['Yeh, Yeh', 'Pink Champagne', 'Getaway', 'In The Meantime', ""Moody's Mood For Love"", 'Get On The Right Track, Baby', 'Sweet Thing', 'Do Re Mi', 'Green Onions', 'Point Of No Return']"
3355,Coldplay,"['Yellow', 'The Scientist', 'Something Just Like This', 'Fix You', 'Hymn for the Weekend', 'Paradise', 'Viva La Vida', 'A Sky Full of Stars', 'Clocks', 'Adventure of a Lifetime']"
17937,Vertical Worship,"['Yes I Will', 'Faithful Now', 'Spirit of the Living God', 'Exalted Over All - Live', 'Not Done Yet', 'Lamb of God', 'Yes I Will (Studio Version)', 'God You Are My God', 'Come Holy Spirit - Live', 'Shelter']"
5923,Freddie Jackson,"['You Are My Lady', 'Jam Tonight', 'Rock Me Tonight (For Old Times Sake)', 'Have You Ever Loved Somebody', 'Rock Me Tonight For Old Times Sake', 'Tasty Love', 'A Little Bit More', ""I Don't Want To Lose Your Love"", 'Love Is Just A Touch Away', 'I Could Use A Little Love (Right Now)']"
3963,Daryl Hall & John Oates,"['You Make My Dreams (Come True)', 'Maneater', 'Rich Girl', 'Sara Smile', ""I Can't Go for That (No Can Do)"", ""She's Gone"", 'Private Eyes', 'Kiss on My List', 'Out of Touch', ""I Can't Go for That (No Can Do) - Nicolaas Remix""]"
18744,a-ha,"['You Make My Dreams (Come True)', 'Maneater', 'Rich Girl', 'Sara Smile', ""I Can't Go for That (No Can Do)"", ""She's Gone"", 'Private Eyes', 'Kiss on My List', 'Out of Touch', ""I Can't Go for That (No Can Do) - Nicolaas Remix""]"
973,Anne Murray,"['You Needed Me', 'Could I Have This Dance - Remastered 1994', 'Just Another Woman In Love', 'I Just Fall In Love Again', ""Danny's Song"", 'Snowbird', 'Tennessee Waltz', 'Just Another Woman In Love', 'Broken Hearted Me', 'A Love Song']"
7118,Hot Chocolate,"['You Sexy Thing', ""Every 1's a Winner - Single Version"", 'It Started with a Kiss - 2011 Remaster', 'So You Win Again', 'Emma', ""Every 1's a Winner"", 'Brother Louie', ""You Could've Been a Lady"", 'No Doubt About It', ""Every 1's a Winner - Long Mix""]"
9451,Laura Dreyfuss,"['You Will Be Found', 'If I Could Tell Her', 'Only Us', 'Requiem', 'Sidelines', 'Better Drugs', 'Elastic Heart', 'Be Great (feat. Jeremy Pope)', 'Better Drugs (feat. Beau Young Prince)', 'My Hero']"
12127,Nightmares On Wax,"['You Wish', 'Flip Ya Lid', 'Typical', 'Les Nuits', 'Nights Introlude', '70s 80s', 'Da Feelin', 'Aquaself', 'I Am You', 'Damn']"
16191,The Black Angels,"['Young Men Dead', 'Entrance Song', 'Black Grease', 'Bad Vibrations', 'Currency', 'You On The Run', 'Life Song', 'The First Vietnamese War', 'Manipulation', 'Half Believing']"
17690,Turner,"['Your Man', ""Why Don't We Just Dance"", 'Would You Go With Me', 'Hometown Girl', 'Long Black Train', 'Time Is Love', 'Forever And Ever, Amen', 'Lay Low', 'Me And God', 'Firecracker']"
18280,Wilbur Soot,"['Your New Boyfriend', ""I'm in Love With an E-Girl"", 'Internet Ruined Me']"
