,Artist,Genres,Followers,Popularity
16039,Tempo,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",3751524,78
16040,Tempo Giusto,"['finnish edm', 'progressive house', 'progressive trance', 'tech trance', 'trance', 'uplifting trance']",3794000,79
16042,Ten Years After,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",358351,55
16043,Tenacious D,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'rock']",1271789,67
16045,Tennessee Ernie Ford,"['bluegrass gospel', 'country boogie', 'country gospel', 'yodeling']",46377,53
16046,Tennis,"['art pop', 'chillwave', 'denver indie', 'indie pop', 'indie rock', 'indie surf', 'shimmer pop']",7445829,80
16049,Tension,"['instrumental rock', 'jazz metal', 'neo classical metal', 'progressive metal', 'shred']",245914,75
16050,Tenth Avenue North,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'christian rock', 'world worship', 'worship']",464274,58
16051,Teodoro Reyes,"['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'merengue', 'tropical']",12542247,85
16052,Teqkoi,"['emo rap', 'lo-fi chill']",80161,69
16053,Tercer Cielo,"['latin christian', 'latin worship', 'mariachi cristiano']",1046455,67
16054,Terence Blanchard,"['contemporary post-bop', 'jazz trumpet', 'new orleans jazz']",7439,54
16055,Terence Trent D'Arby,"['dance rock', 'new romantic', 'new wave', 'new wave pop']",444413,56
16056,Teresa Berganza,"['classical mezzo-soprano', 'classical performance', 'opera', 'spanish classical']",176242,59
16059,Teresa Teng,"['c-pop', 'classic cantopop', 'classic mandopop', 'kayokyoku']",341924,58
16061,Termanology,"['alternative hip hop', 'boom bap', 'boston hip hop', 'underground rap']",94145,62
16062,Terrance Simien,['zydeco'],7439,54
16068,Terror Squad,"['bronx hip hop', 'hardcore hip hop']",134383,55
16071,Terry Callier,['soul'],568880,65
16077,Tesk,['australian americana'],7581,52
16078,Tesla,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock', 'sacramento indie']",271958,65
16079,Testament,"['alternative metal', 'death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",777790,72
16080,Tevin Campbell,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",646408,59
16083,Tex Tex,"['country', 'country road', 'country rock']",169991,52
16085,Texas,"['country', 'country road', 'country rock']",871235,74
16089,Teyana Taylor,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",1096409,68
16090,Tez Cadey,"['deep tropical house', 'new french touch', 'tropical house']",72676,60
16092,Tha Dogg Pound,"['dirty south rap', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hyphy', 'rap', 'southern hip hop', 'west coast rap']",450457,59
16093,Tha Eastsidaz,"['g funk', 'gangster rap', 'west coast rap', 'west coast trap']",328302,52
16095,Thad Fiscella,"['calming instrumental', 'christian relaxative', 'classify', 'neo-classical', 'new age', 'new age piano']",9232,51
16098,Thalia,"['dance pop', 'latin', 'latin pop', 'mexican pop']",68,52
16099,Thanksgiving,['lo-fi indie'],138185,69
16102,Thayne Jasperson,"['hollywood', 'show tunes']",2754,54
16104,The 1975,"['modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']",4852100,80
16105,The 5th Dimension,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",168492,55
16109,The Aces,"['electropop', 'indie pop', 'indie poptimism', 'pop']",172599,58
16117,The Airborne Toxic Event,"['indie pop', 'indie rock', 'la indie', 'metropopolis', 'modern alternative rock', 'modern rock', 'stomp and holler']",184400,54
16118,The Alan Parsons Project,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",946307,66
16119,The Alarm,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'welsh rock']",147727,58
16120,The Album Leaf,"['american post-rock', 'compositional ambient', 'post-rock']",139010,52
16121,The Alchemist,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop', 'underground hip hop', 'west coast rap']",99603,67
16122,The All-American Rejects,"['modern rock', 'neo mellow', 'pop punk', 'pop rock']",2070132,72
16123,The Allstars,"['funk', 'instrumental funk', 'jam band', 'modern funk']",2252474,74
16129,The Amigos,['irish country'],5300169,80
16130,The Amity Affliction,"['australian metalcore', 'melodic metalcore', 'metalcore', 'screamo']",513990,65
16131,The Andrews Sisters,"['adult standards', 'lounge', 'swing', 'torch song', 'vocal harmony group', 'vocal jazz']",345689,60
16134,The Animals,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']",1715793,68
16138,The Archies,"['brill building pop', 'bubblegum pop', 'classic canadian rock', 'folk rock', 'merseybeat']",82798,60
16139,The Arcs,"['double drumming', 'funk', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",170871,54
16140,The Ark,['k-pop girl group'],360134,65
16141,The Art Of Lovin',['classic psychedelic rock'],162194,53
16144,The Association,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']",155972,52
16146,The Ataris,"['emo', 'pop punk', 'punk', 'screamo', 'skate punk']",190067,56
16148,The Avalanches,"['alternative dance', 'australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'new rave', 'psychedelic hip hop']",377612,66
16149,The Avengerz,['xtra raw'],221745,66
16150,The Avett Brothers,"['indie folk', 'indie pop', 'new americana', 'north carolina indie', 'north carolina roots', 'progressive bluegrass', 'stomp and holler']",860418,66
16152,The B-52's,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']",668007,64
16156,The Bach Choir,"['british choir', 'choral']",3140359,81
16157,The Backseat Lovers,"['modern rock', 'slc indie']",91950,64
16159,The Band,"['electropop', 'hopebeat', 'indie cafe pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']",4665442,80
16160,The Band CAMINO,"['electropop', 'hopebeat', 'indie cafe pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']",231165,68
16161,The Band Of Heathens,"['austin americana', 'modern southern rock', 'new americana', 'roots americana', 'roots rock', 'texas country']",75354,54
16162,The Band Perry,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",1290260,62
16163,The Bangles,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",857972,66
16165,The Barr Brothers,"['canadian americana', 'canadian indie', 'deep new americana', 'indie folk', 'new americana', 'stomp and holler']",109379,54
16169,The Beach Boys,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",3076493,76
16170,The Beat,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",19164865,88
16173,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",19164865,88
16176,The Beautiful Girls,"['australian reggae fusion', 'reggae rock']",93434,52
16177,The Beautiful South,"['britpop', 'classic uk pop', 'dance rock', 'melancholia', 'new wave pop', 'sophisti-pop']",273556,60
16179,The Bellamy Brothers,"['country', 'country rock']",223628,62
16182,The Belonging Co,"['anthem worship', 'ccm', 'christian pop', 'world worship']",49973,57
16183,The Beloved,"['dance rock', 'hip house', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",41091,53
16186,The Big Three,['merseybeat'],2406792,75
16188,The Birthday Massacre,"['canadian rock', 'gothic metal', 'industrial metal', 'industrial rock', 'pixie', 'slayer', 'steampunk']",156600,55
16189,The Birthday Party,"['australian post-punk', 'dance-punk', 'experimental', 'experimental rock', 'gothic rock', 'industrial', 'post-punk', 'punk blues']",4852100,80
16190,The Biz,['electro house'],462703,69
16191,The Black Angels,"['blues rock', 'chamber psych', 'garage rock', 'modern blues rock', 'neo-psychedelic', 'nu gaze', 'punk blues']",1312895,69
16193,The Black Crowes,"['album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'pop rock', 'rock', 'roots rock', 'southern rock']",511074,66
16194,The Black Dahlia Murder,"['death metal', 'deathcore', 'melodic deathcore', 'melodic metalcore', 'technical death metal']",235144,54
16195,The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",3437165,76
16200,The Blizzard,"['deep uplifting trance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",587658,60
16201,The Bloody Beetroots,"['alternative dance', 'dance-punk', 'edm', 'electro house', 'fidget house', 'filter house', 'new rave']",217145,56
16206,The Blues Brothers,"['blues', 'blues rock']",301352,58
16219,The Boomtown Rats,"['classic uk pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'pub rock', 'punk', 'synthpop']",109422,54
16224,The Bouncing Souls,"['melodic hardcore', 'new jersey hardcore', 'new jersey punk', 'pop punk', 'punk', '""punk \'n\' roll""', 'ska', 'ska punk', 'skate punk']",154689,54
16225,The Box Tops,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat']",104760,52
16226,The Boy Next Door,['basshall'],141918,67
16227,The Boys,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",979935,68
16228,The Boys Choir Of Harlem,"['""children\'s choir""']",2535366,76
16229,The Braces,"['euroska', 'german ska']",26019,63
16230,The Brady Bunch,['bubblegum pop'],551097,61
16232,The Bravery,"['alternative dance', 'dance-punk', 'indie rock', 'modern rock', 'new rave']",194853,55
16234,The Breeders,"['alternative pop', 'alternative rock', 'art rock', 'boston rock', 'dance rock', 'dayton indie', 'dream pop', 'indie rock', 'lilith', 'lo-fi', 'post-punk', 'rock']",294075,57
16235,The Brian Jonestown Massacre,"['alternative rock', 'bay area indie', 'chamber psych', 'garage rock', 'indie rock', 'neo-psychedelic', 'nu gaze', 'psychedelic rock', 'rock', 'shoegaze']",254835,59
16237,The Brobecks,"['modern rock', 'piano rock', 'slc indie']",81634,51
16239,The Brotherhood,"['garage pop', 'indie punk']",73775,60
16242,The Brothers Johnson,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul']",263864,56
16247,The Budos Band,"['afrobeat', 'ethio-jazz', 'funk', 'instrumental funk', 'instrumental soul', 'jazz funk', 'soul']",381361,59
16249,The Buggles,"['dance rock', 'early synthpop', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']",73532,62
16250,The Business,"['deep new americana', 'indie folk', 'modern blues rock', 'new americana', 'stomp and holler']",5513733,87
16252,The Buttertones,"['indie garage rock', 'indie surf']",88056,51
16253,The Byrds,"['art rock', 'beatlesque', 'blues rock', 'brill building pop', 'classic rock', 'classic uk pop', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']",697712,62
16254,The Cab,"['modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop', 'vegas indie', 'viral pop']",492754,63
16256,The California Honeydrops,"['bay area indie', 'deep new americana', 'funk', 'indie folk', 'modern funk']",69360,54
16257,The Call,"['neo mellow', 'pop rock']",31086163,96
16258,The Calling,"['neo mellow', 'pop rock']",1078766,72
16259,The Cambridge Singers,"['british choir', 'cambridge choir', 'chamber choir', 'choral']",33194,53
16264,The Caravans,['psychobilly'],31057,53
16266,The Cardigans,"['dance pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'swedish pop']",680679,66
16267,The Cards,['boston folk'],688747,63
16269,The Cars,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']",1107546,69
16270,The Carter Family,"['appalachian folk', 'bluegrass', 'country gospel', 'folk', 'old-time', 'traditional country', 'traditional folk', 'vocal harmony group']",731751,68
16271,The Carters,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",1078904,61
16272,The Carver Boys,['vintage old-time'],4605041,79
16274,The Cascades,"['adult standards', 'brill building pop', 'doo-wop']",1099007,69
16278,The Chain Gang Of 1974,"['chillwave', 'hopebeat', 'indie poptimism', 'shimmer pop']",55710,54
16279,The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",17710833,85
16281,The Chamber Orchestra,"['chamber orchestra', 'soundtrack']",988531,76
16288,The Charioteers,['vocal harmony group'],4664556,79
16289,The Charlatans,"['big beat', 'britpop', 'chamber psych', 'madchester', 'rock']",265807,53
16291,The Charlie Daniels Band,"['classic rock', 'country', 'country rock', 'southern rock']",482051,63
16295,The Cheetah Girls,"['dance pop', 'disney', 'girl group', 'pop', 'post-teen pop']",573018,52
16296,The Chemical Brothers,"['alternative dance', 'big beat', 'breakbeat', 'electronica', 'new rave', 'rave']",1602961,67
16298,The Chi-Lites,"['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",368097,51
16300,The Chicks,"['contemporary country', 'country', 'country dawn']",1125952,71
16301,The Chieftains,"['celtic', 'irish folk']",73044,53
16302,The Chiffons,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'merseybeat', 'motown', 'rhythm and blues', 'rock-and-roll']",79069,51
16307,The Choir Of Westminster Abbey,"['british choir', 'choral']",239693,70
16309,The Chordettes,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'rock-and-roll', 'vocal harmony group']",82605,57
16310,The Chords,['doo-wop'],14302,54
16312,The Christmas Jug Band,['christmas product'],11410,56
16313,The Church,"['alternative rock', 'australian rock', 'dance rock', 'dream pop', 'new romantic', 'new wave', 'post-punk', 'synthpop']",153321,55
16314,The Cinematic Orchestra,"['downtempo', 'electronica', 'ninja', 'nu jazz']",506130,66
16316,The City of Prague Philharmonic Orchestra,"['classic soundtrack', 'orchestra', 'scorecore', 'theme']",104760,61
16317,The Civil Wars,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",38647874,97
16321,The Clash,"['classic rock', 'dance rock', 'permanent wave', 'punk', 'rock']",2086641,74
16326,The Click,"['boy band', 'neon pop punk', 'pixie', 'pop punk', 'pop rock']",180998,54
16327,The Click Five,"['boy band', 'neon pop punk', 'pixie', 'pop punk', 'pop rock']",180998,54
16330,The Co-D's,"['art pop', 'art rock', 'dance rock', 'dream pop', 'experimental', 'fourth world', 'freak folk', 'new wave', 'post-punk', 'uk post-punk']",341868,72
16331,The Coasters,"['brill building pop', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",147026,55
16335,The Communards,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",214178,57
16337,The Connells,"['jangle pop', 'pop rock', 'power pop']",27992,52
16339,The Contours,"['motown', 'northern soul']",88266,54
16340,The Coral,"['britpop', 'indie rock', 'modern rock', 'rock']",197857,57
16342,The Corrs,"['bow pop', 'celtic rock', 'dance pop', 'europop', 'new wave pop', 'pop rock']",758443,65
16343,The Countdown Kids,"['""children\'s music""']",28603,59
16349,The Cramps,"['alternative rock', 'dance rock', 'garage rock', 'gothabilly', 'new wave', 'post-punk', 'psychobilly', 'punk', 'punk blues']",223912,55
16350,The Cranberries,"['irish rock', 'pop rock']",2408027,76
16351,The Creeps,"['canadian punk', 'canadian rockabilly', 'horror punk', 'psychobilly']",475967,60
16356,The Crusaders,"['funk', 'jazz funk', 'jazz fusion', 'smooth jazz', 'soul jazz']",78185,51
16357,The Cry,"['adult standards', 'brill building pop', 'classic girl group', 'motown', 'rock-and-roll']",5790133,77
16358,The Crystal Method,"['big beat', 'breakbeat', 'electronica']",245228,54
16359,The Crystals,"['adult standards', 'brill building pop', 'classic girl group', 'motown', 'rock-and-roll']",80830,55
16361,The Cult,"['album rock', 'alternative rock', 'classic rock', 'dance rock', 'glam metal', 'hard rock', 'metal', 'rock']",61330,60
16362,The Cure,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']",16973776,89
16365,The D.O.C.,"['electro', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",127230,52
16368,The Damned,"['alternative rock', 'dance rock', 'gothic rock', 'hardcore punk', 'new wave', 'post-punk', 'pub rock', 'punk', 'uk post-punk']",252464,53
16369,The Dandy Warhols,"['alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'rock']",238252,60
16370,The Dangerous Summer,"['alternative emo', 'anthem emo', 'dreamo', 'modern alternative rock', 'neon pop punk', 'pop emo', 'pop punk']",65161,53
16372,The Darkness,"['glam metal', 'hard rock', 'rock']",674379,77
16373,The Dave Brubeck Quartet,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz quartet']",179985,60
16376,The Dead C,"['comic', 'dark cabaret', 'otacore', 'steampunk']",1198159,72
16378,The Dead South,['saskatchewan indie'],419312,63
16380,The Deadly Ones,['instrumental surf'],696211,75
16381,The Decemberists,"['baroque pop', 'canadian indie', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'stomp and holler']",510618,60
16386,The Delfonics,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",343755,54
16387,The Deli,"['chillhop', 'lo-fi beats', 'lo-fi house']",82180,62
16389,The Delta Rhythm Boys,['vocal harmony group'],1926140,73
16397,The Devil Makes Three,"['new americana', 'progressive bluegrass', 'stomp and holler', 'western americana']",244095,59
16398,The Devil Wears Prada,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore', 'post-hardcore']",453066,57
16407,The Dirty Dozen Brass Band,"['brass band', 'new orleans funk', 'new orleans jazz', 'second line', 'street band']",202603,57
16408,The Distillers,"['punk', 'skate punk']",249966,54
16411,The Doctors,"['celtic', 'celtic rock', 'irish country', 'irish folk']",5559658,82
16414,The Doobie Brothers,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1522110,72
16415,The Doors,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",5790133,77
16417,The Dovers,['classic garage rock'],183177,68
16419,The Dramatics,"['classic soul', 'disco', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']",245643,53
16420,The Dreadnoughts,"['celtic rock', 'pirate', 'vancouver punk']",73097,57
16425,The Drifters,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul']",343957,64
16426,The Drums,"['brooklyn indie', 'indie pop', 'indie rock', 'indie surf', 'modern rock', 'new rave']",538563,67
16427,The Dubliners,"['celtic', 'irish folk']",292398,62
16430,The Dukes,"['blues rock', 'classic garage rock', 'detroit rock', 'freakbeat', 'protopunk', 'psychedelic rock']",906327,72
16434,The Durutti Column,"['art pop', 'art rock', 'dance rock', 'dream pop', 'experimental', 'fourth world', 'freak folk', 'new wave', 'post-punk', 'uk post-punk']",64642,51
16435,The Dwarf Cast,['middle earth'],3404,51
16438,The E Street Band,"['funk', 'soul', 'southern soul']",3942378,80
16439,The Eagles,['country rock'],6344758,80
16444,The Edgar Winter Group,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'soft rock']",163619,51
16452,The Emotions,"['chicago soul', 'classic soul', 'disco', 'funk', 'girl group', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",2835893,77
16455,The English Concert,"['baroque ensemble', 'british choir', 'british orchestra', 'choral', 'classical performance', 'historically informed performance']",3140359,81
16456,The English Concert Choir,['early music choir'],1749719,74
16463,The Everly Brothers,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",530913,64
16467,The Expendables,['reggae rock'],184515,55
16472,The Fall,"['nintendocore', 'post-hardcore', 'progressive post-hardcore', 'screamo', 'swancore']",463307,65
16473,The Fall of Troy,"['nintendocore', 'post-hardcore', 'progressive post-hardcore', 'screamo', 'swancore']",125673,51
16474,The Family,"['chicago rap', 'trap']",59748,52
16477,The Farm,"['cowpunk', 'pub rock', 'roots rock']",51,55
16479,The Fellers,['nl folk'],65435,51
16481,The Fisherman’s Friends,"['cornish folk', 'shanty']",36215,53
16482,The Fisk Jubilee Singers,"['spirituals', 'vintage gospel', 'vocal harmony group']",1449611,68
16483,The Five,"['adult standards', 'motown']",3070,56
16485,The Five Stairsteps,"['chicago soul', 'classic soul', 'motown', 'soul']",50629,56
16486,The Fixx,"['album rock', 'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",160492,51
16487,The Flaming Lips,"['alternative rock', 'art pop', 'art rock', 'freak folk', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock']",621340,62
16490,The Fleetwoods,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'vocal harmony group']",46507,52
16501,The Fontane Sisters,"['deep adult standards', 'vocal harmony group']",312847,60
16503,The Format,['dreamo'],234228,57
16505,The Foundations,"['brill building pop', 'bubblegum pop', 'motown']",64278,63
16509,The Fratellis,"['garage rock', 'modern rock', 'rock', 'scottish rock']",659136,64
16510,The Fray,"['neo mellow', 'piano rock', 'pop', 'pop rock']",3281938,74
16511,The Free Design,"['baroque pop', 'chamber pop', 'sunshine pop']",187966,56
16513,The Frights,"['indie garage rock', 'indie pop', 'indie surf', 'san diego indie', 'surf punk']",141349,59
16514,The Front Bottoms,"['alternative emo', 'emo', 'modern rock', 'new jersey indie', 'pop punk']",434902,66
16519,The Game,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3305865,76
16520,The Gap Band,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",681978,60
16521,The Gaslight Anthem,"['heartland rock', 'new jersey hardcore', 'new jersey indie', 'new jersey punk', 'skate punk']",298691,58
16527,The Georgia Mass Choir,"['gospel', 'praise']",6490200,81
16528,The Georgia Satellites,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'pub rock', 'rock', 'southern rock']",127368,52
16531,The Glitch Mob,"['edm', 'electro house', 'glitch', 'glitch hop', 'indietronica']",990505,81
16532,The Glorious Sons,"['canadian indie', 'canadian rock', 'kingston on indie', 'modern alternative rock', 'modern rock', 'rock']",139563,58
16534,The Go-Go's,"['miami hip hop', 'underground hip hop']",465094,58
16536,The Goo Goo Dolls,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",1885350,73
16541,The Graham Ashton Brass Ensemble,['brass ensemble'],33194,53
16544,The Great Divide,"['oklahoma country', 'red dirt']",4726154,85
16546,The Greatest Showman Ensemble,['movie tunes'],137956,72
16547,The Green,"['jawaiian', 'reggae rock']",309051,69
16548,The Greeting Committee,"['indie pop', 'kc indie', 'modern rock']",64456,56
16551,The Gregory Brothers,"['antiviral pop', 'comic', 'social media pop']",85283,59
16552,The Grouch,"['abstract hip hop', 'alternative hip hop', 'underground rap']",11977172,83
16554,The Growler,"['garage rock revival', 'indie garage rock', 'indie surf']",488448,66
16555,The Growlers,"['garage rock revival', 'indie garage rock', 'indie surf']",488448,66
16556,The Guess Who,"['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",421197,60
16557,The Gun,"['red dirt', 'texas country']",146923,51
16564,The Head and the Heart,"['folk-pop', 'indie folk', 'indie pop', 'modern rock', 'new americana', 'seattle indie', 'stomp and holler']",907428,70
16566,The Heavy,"['bath indie', 'funk', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock']",355062,62
16570,The Hi-Lo's,['acoustic pop'],412883,63
16572,The High Kings,"['celtic', 'celtic rock', 'irish folk', 'irish pub song']",117318,61
16575,The Highway Q.C.'s,"['praise', 'vocal harmony group']",5790133,77
16576,The Highwaymen,"['country rock', 'outlaw country']",412883,63
16579,The Hives,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern rock', 'new rave', 'rock', 'swedish garage rock', 'swedish hard rock', 'swedish indie rock']",587737,62
16580,The Holdup,"['jawaiian', 'reggae fusion', 'reggae rock']",44215,52
16581,The Hollies,"['album rock', 'art rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",792240,66
16585,The Honeysticks,"['indie pop', 'la indie']",117987,56
16586,The Hooters,"['album rock', 'mellow gold', 'philly indie', 'soft rock']",57388,55
16588,The Housemartins,"['britpop', 'dance rock', 'new romantic', 'new wave', 'new wave pop']",160877,55
16590,The Human League,"['art rock', 'classic uk pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",758797,65
16595,The Impressions,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']",187120,53
16597,The Ink Spots,"['adult standards', 'big band', 'lounge', 'swing', 'vocal harmony group', 'vocal jazz']",175296,60
16599,The Internet,"['alternative r&b', 'hip hop', 'indie soul', 'lgbtq+ hip hop', 'neo soul']",1197265,74
16602,The Irish Rovers,"['canadian celtic', 'celtic', 'irish folk', 'irish pub song']",110275,60
16603,The Irrepressibles,['baroque pop'],78040,59
16604,The Isley Brothers,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",1209593,69
16605,The J. Geils Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'dance rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",523762,62
16606,The J.B.'s,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1703275,68
16607,The Jackson 5,"['adult standards', 'motown']",1112917,71
16609,The Jacksons,"['disco', 'funk', 'motown', 'quiet storm', 'soul']",1078659,65
16611,The Jam,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",5293952,83
16613,The Japanese House,"['art pop', 'electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern dream pop', 'vapor soul']",461287,64
16614,The Jayhawks,"['alternative country', 'alternative rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'indie folk', 'lilith', 'mellow gold', 'new americana', 'pop rock', 'power pop', 'roots rock']",90607,52
16618,The Jesters,"['soda pop', 'souldies']",872786,68
