,Artist,Genres,Followers,Popularity,Songs
73,A & Z,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1548046,82,"['you were good to me', 'comethru', 'all the kids are depressed', 'this is how you fall in love', ""always, i'll care"", 'emily', 'scared', 'better off', 'supercuts', 'not ur friend']"
74,A Boogie Wit da Hoodie,"['melodic rap', 'pop rap', 'rap', 'trap']",5019320,93,"['What You Know Bout Love', 'For The Night (feat. Lil Baby & DaBaby)', 'Hello (feat. A Boogie Wit da Hoodie)', 'Dior', 'Mood Swings (feat. Lil Tjay)', 'AP - Music from the film Boogie', 'The Woo (feat. 50 Cent & Roddy Ricch)', 'Invincible', 'Element', 'Got It On Me']"
75,A Day To Remember,"['metalcore', 'pop punk', 'screamo']",1861098,76,"['If It Means A Lot To You', 'The Downfall Of Us All', 'Last Chance To Dance (Bad Friend)', 'All I Want', 'Resentment', 'Everything We Need', 'All Signs Point To Lauderdale', 'Paranoia', 'Mindreader', ""I'm Made Of Wax, Larry, What Are You Made Of?""]"
76,A Few Good Men,['new jack swing'],122592,54,"['Because He Lives', 'He Touched Me', 'You Are My All In All/Canon In D - Medley', 'Chain Breaker', 'Sometimes It Takes A Mountain', 'Alpha And Omega', 'When I Cry', 'Jesus Messiah', 'At The Cross', 'I’ll Fly Away']"
77,A Flock Of Seagulls,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",395020,61,"['I Ran (So Far Away)', 'I Ran (So Far Away)', 'Space Age Love Song', 'The More You Live, The More You Love', 'Wishing (If I Had a Photograph of You)', 'I Ran (So Far Away)', 'I Ran (So Far Away) - The KVB Remix', 'I Ran', 'Messages', 'I Ran (So Far Away) (Re-Recorded / Remastered)']"
78,A Great Big World,"['indiecoustica', 'modern rock', 'neo mellow', 'piano rock', 'pop rock']",449787,69,"['Say Something', 'Fall On Me', 'Kaleidoscope', 'Say Something', 'You', 'Hold Each Other (feat. Futuristic)', 'Everyone Is Gay', ""Shorty Don't Wait"", 'Already Home', 'Rockstar']"
79,A Perfect Circle,"['alternative metal', 'alternative rock', 'nu metal', 'rap rock', 'rock', 'supergroup']",1321619,66,"['Judith', 'The Outsider', '3 Libras', 'Weak And Powerless', 'Passive', 'Pet', 'The Noose', 'The Hollow', 'The Doomed', 'Orestes']"
80,A R I Z O N A,"['edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",356680,68,"['Nostalgic', 'Problems', 'Oceans Away', 'Freaking Out', 'Find Someone', 'Take Her Place (feat. A R I Z O N A)', 'I Was Wrong - Robin Schulz Remix', 'Cross My Mind', 'Cross My Mind, Pt. 2 (feat. Kiiara)', 'Electric Touch']"
81,A Rocket To The Moon,"['alternative pop rock', 'neo mellow', 'neon pop punk', 'pixie', 'pop emo', 'pop punk', 'pop rock']",358317,57,"['Like We Used To', 'Somebody out There', 'Baby Blue Eyes', 'Ever Enough', 'Mr. Right', 'Wherever You Go', 'Not a Second to Waste', 'I Do', 'Annabelle', 'First Kiss']"
82,A Taste Of Honey,"['boogie', 'disco', 'funk', 'post-disco']",102853,59,"['Ladyfingers', ""This Guy's In Love With You"", 'Spanish Flea', 'A Taste Of Honey', 'Tijuana Taxi', 'Whipped Cream', 'The Lonely Bull (El Solo Toro)', 'Mae', 'Casino Royale', 'Green Peppers']"
83,A Touch Of Class,"['bubblegum dance', 'europop']",2170866,82,"['All Around The World (La La La)', 'One More Dance (with Alida)', 'Good Example (with Andy Grammer)', 'Creep - mint Singles', 'Dream of You (with R3HAB)', ""Don't Call Me Up - R3HAB Remix"", 'Stars Align (with Jolin Tsai)', 'Distant Memory (with Timmy Trumpet x W&W)', 'Be Okay (with HRVY)', 'Algo Mágico - R3HAB Remix']"
84,A Tribe Called Quest,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",1430905,71,"['Can I Kick It?', 'Electric Relaxation', 'Check the Rhime', 'Award Tour', 'Find a Way', 'The Hop', 'Scenario', ""Jazz (We've Got)"", 'Excursions', ""Buggin' Out""]"
85,A$AP Ferg,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",2914061,78,"['Plain Jane', 'Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)', 'Plain Jane REMIX (feat. Nicki Minaj)', 'Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)', 'BANKROLL (feat. A$AP Rocky & A$AP Ferg)', 'Dennis Rodman (feat. Tyga)', 'Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)', 'Shabba (feat. A$AP Rocky)', 'Guilty', 'Move Ya Hips (feat. Nicki Minaj & MadeinTYO)']"
86,A$AP Mob,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']",1691649,67,"['Yamborghini High (feat. Juicy J)', 'Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)', 'RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)', 'Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)', 'Walk On Water (feat. A$AP Twelvyy, A$AP Ant, A$AP Nast, A$AP Ferg & Playboi Carti)', ""Blowin' Minds (Skateboard) (feat. A$AP Rocky, A$AP Nast, A$AP Ant, Chief Keef & Playboi Carti)"", 'Hella Hoes (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)', 'Young N***a Living (feat. A$AP Ferg, A$AP Ant & A$AP Twelvyy)', 'Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)', 'Put That On My Set (feat. A$AP Rocky & Skepta)']"
87,A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap', 'trap']",8995287,85,"['Praise The Lord (Da Shine) (feat. Skepta)', 'Sundress', ""F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)"", 'L$D', 'Everyday (feat. Rod Stewart, Miguel & Mark Ronson)', 'Potato Salad', 'Fukk Sleep (feat. FKA twigs)', 'Babushka Boi', 'BANKROLL (feat. A$AP Rocky & A$AP Ferg)', 'Rich Nigga Problems']"
88,A*Teens,"['bubblegum dance', 'dance pop', 'europop']",132842,51,"['Upside Down', 'Can\'t Help Falling In Love - From ""Lilo & Stitch""/Soundtrack Version', 'Mamma Mia', 'Gimme! Gimme! Gimme! (A Man After Midnight)', 'Super Trouper', 'Dancing Queen', 'Halfway Around The World', 'Floorfiller', 'Sugar Rush', ""Can't Help Falling In Love""]"
89,A-Mei Chang,"['c-pop', 'mandopop']",2253614,74,"['說好不哭', '告白氣球', '晴天', '等你下課', '安靜', 'Mojito', '珊瑚海', '一路向北', '擱淺', '不該']"
90,A-Trak,"['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",1004212,68,"['Maps', 'Heads Will Roll', 'Heads Will Roll - A-Trak Remix', 'Heads Will Roll - A-Trak Remix Radio Edit', 'Gold Lion', 'Sacrilege', 'Y Control', 'Date With The Night', 'Zero', 'Pin']"
91,A. R. Qureshi,"['hindustani classical', 'hindustani instrumental', 'indian classical', 'tabla']",9189463,72,"['Buttabomma - Telugu', 'Sau Aasmaan', 'Chale Aana (From ""De De Pyaar De"")', 'Main Rahoon Ya Na Rahoon', 'Pehla Pyaar (From ""Kabir Singh"")', 'Jab Tak (From ""M.S.Dhoni - The Untold Story"")', 'Buddhu Sa Mann', 'Dil Mein Ho Tum (From ""Cheat India"")', 'Bol Do Na Zara (From ""Azhar"")', 'Kanti Papa']"
92,A.C. Chill,['dirty texas rap'],209518,64,"['Chill Bill (feat. J. Davi$ & Spooks)', 'Chill Bill REMIX (feat. D.R.A.M., Denzel Curry & Cousin Stizz)', 'One in a Million', 'Too Faded', 'Too Faded Remix', ""Can't Sleep"", 'Shots at the Bar', 'Smash', 'AMPM', 'Savage']"
93,A.R. Rahman,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",11497105,77,"['Jashn-E-Bahaaraa', 'Main Tumhara', 'Kun Faya Kun', 'Enna Sona', 'Jai Ho! (You Are My Destiny)', 'Tere Bina', 'Dil Bechara', 'Taare Ginn', 'Masakali 2.0', 'Love Mashup 2019']"
94,A7S,['scandipop'],134963,83,"['Your Love (9PM)', 'Breaking Me', 'Why Do You Lie To Me (feat. Lil Baby)', 'Breaking Me - HUGEL Remix', 'ily (i love you baby) (Topic Remix) [feat. Emilee]', 'Your Love (9PM) - Tiësto Remix', 'Alien - Topic Remix', 'Like I Love You', 'Breaking Me - Mike Williams Remix', 'Home (feat. Nico Santos) - Alle Farben Remix']"
95,AAA,"['japanese alternative rock', 'japanese electropop', 'japanese r&b']",84387,62,"['Western Union', 'Peroxide', 'Girls just want to have fun', 'In The Flesh', 'Calcium', 'Victim', 'Jalouse', '1:1', ""No***'s Song"", 'Big Air']"
96,AB6IX,"['k-pop', 'k-pop boy group']",416516,57,"['STAY YOUNG', 'BREATHE', 'Fallin’ (Adrenaline) - AB6IX Remix', 'THE ANSWER', 'ROSE, SCENT, KISS', 'SALUTE', 'BLIND FOR LOVE', 'MOONDANCE', 'HOLLYWOOD', 'SHINING STARS']"
97,ABBA,"['europop', 'swedish pop']",5534178,81,"['Dancing Queen', 'Gimme! Gimme! Gimme! (A Man After Midnight)', 'Mamma Mia', 'The Winner Takes It All', 'Take A Chance On Me', 'Waterloo', 'Super Trouper', 'Chiquitita', 'Lay All Your Love On Me', 'Voulez-Vous']"
98,ABC,"['""preschool children\'s music""']",1112917,71,"['I Want You Back', ""I'll Be There"", 'ABC', ""Who's Lovin' You"", 'Dancing Machine', 'Santa Claus Is Coming To Town', 'The Love You Save', 'All I Do Is Think Of You', 'Never Can Say Goodbye', 'I Saw Mommy Kissing Santa Claus']"
99,ABRA,"['indie cafe pop', 'indie pop', 'pop']",5226503,78,"['Abrázame Muy Fuerte', '¿Por Qué Me Haces Llorar?', 'Ya No Vivo Por Vivir', 'Hasta Que Te Conocí', 'Querida', 'Ya Lo Sé Que Tú Te Vas', 'Caray', 'Yo Te Recuerdo - Version Salsa', 'Querida', 'El Noa Noa']"
100,AC/DC,"['album rock', 'australian rock', 'hard rock', 'rock']",18609728,85,"['Back In Black', 'Highway to Hell', 'Thunderstruck', 'You Shook Me All Night Long', 'T.N.T.', 'Hells Bells', 'Dirty Deeds Done Dirt Cheap', 'Shoot to Thrill', ""It's a Long Way to the Top (If You Wanna Rock 'N' Roll)"", 'Rock N Roll Train']"
101,ACOT,['meme rap'],33353761,89,"['Another One Bites The Dust - Remastered 2011', 'Bohemian Rhapsody - Remastered 2011', ""Don't Stop Me Now - Remastered 2011"", 'Under Pressure - Remastered 2011', 'We Will Rock You - Remastered', 'I Want To Break Free - Remastered 2011', 'Radio Ga Ga - Remastered 2011', 'Crazy Little Thing Called Love - Remastered 2011', 'We Are The Champions - Remastered 2011', 'Somebody To Love - Remastered 2011']"
102,ADIN,"['hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",259168,51,"['Freak Like Me', 'T-Shirts & Panties feat. Jamie Foxx', 'Nasty Grind', 'Freak Like Me - Riton Club Edit', 'Freak Like Me - Riton Remix', ""It's All About You"", 'Freak Like Me - Radio Edit', 'Do You Wanna Ride?', 'Buttnaked', 'Baby Come Over']"
103,AFI,"['emo', 'pop punk', 'punk', 'screamo', 'skate punk']",690579,65,"['Miss Murder', ""Girl's Not Grey"", 'Silver And Cold', 'The Boy Who Destroyed The World', 'Prelude 12/21', 'Looking Tragic', 'Twisted Tongues', 'The Leaving Song Pt. II', 'The Days Of The Phoenix', 'Love Like Winter']"
104,AJ Mitchell,"['electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",566961,72,"['Slow Dance', 'Used to Be', 'Hate You + Love You (feat. AJ Mitchell)', 'Slow Dance (feat. Ava Max) - Sam Feldt Remix', 'Like Strangers Do', ""I Don't Want You Back"", 'All My Friends', 'Imagine', 'CAMERAS ON', 'STOP']"
105,AJ Rafael,"['opm', 'viral pop']",121905,57,"['Without You', 'We Could Happen', 'She Was Mine (feat. Jesse Barrera)', 'Like Me', 'Waking up Sucks (Sometimes)', 'My Sweet Escape', 'Red Roses', ""Mess We've Made (feat. Tori Kelly)"", 'This Is Me / You Will Be Found - Mashup', 'When We Say (Acoustic) [feat. Andrew De Torres]']"
106,AJJ,"['acoustic punk', 'anti-folk', 'folk punk']",175839,60,"['Brave as a Noun', 'Body Terror Song', 'Bad Bad Things', 'People Ii: The Reckoning', 'Rejoice', 'Distance', 'Survival Song', 'Self Esteem', 'Daddy', 'Big Bird']"
107,AJR,['modern rock'],1740806,82,"['Bang!', 'Burn The House Down', 'Weak', 'Way Less Sad', ""3 O'Clock Things"", '100 Bad Days', 'Sober Up (feat. Rivers Cuomo)', ""World's Smallest Violin"", 'OK Overture', ""I'm Ready""]"
108,AJZ,['serbian hip hop'],27192042,95,"['Relación - Remix', 'UN DIA (ONE DAY) (Feat. Tainy)', 'Una Locura', 'LOCATION', 'LA CANCIÓN', 'Tu Veneno', 'I Like It', 'De Cora <3', 'Mood (Remix) feat. Justin Bieber, J Balvin & iann dior', 'Azul']"
109,AKLO,['j-rap'],75438,67,"['LOST IN PARADISE', 'Wild Side', 'Wild Side -Anime Ver.- - Anime Version', 'Temptations', 'DESPERADO', 'MOONBEAMS SATELLITE', 'BETTER DAYS', 'FIGHT DUB CLUB', ""FEELIN' GOOD"", 'DAZE N SUNSHINE']"
110,AL!AS,"['melodic metalcore', 'metalcore', 'trancecore', 'uk metalcore']",1191075,74,"['Always On Time', 'Mesmerize', 'Put It On Me', ""Livin' It Up"", 'Wonderful', 'Clap Back', 'Grand Finale', ""I'm Real - Murder Remix"", ""It's Murda"", 'Furious']"
111,ALI,"['neo soul', 'pop', 'r&b', 'urban contemporary']",1187445,74,"['Alien Boy', 'Hurt', 'Let Me Down', 'Jerk', 'Miracle Man', ""When I'm Down"", 'Out of Ordinary', ""I'm Gone"", '1993 (feat. Little Ricky ZR3)', 'Cash Machine']"
112,ALLBLACK,"['cali rap', 'hyphy', 'k-rap', 'west coast trap']",44506,57,"['West Coast (feat. Blueface, ALLBLACK & YG)', 'Trip On It', 'Road Run (feat. Shoreline Mafia)', 'Fees', 'Canadian Goose', '07 Lynch (feat. Daboii)', 'Salute Me', 'The Tip Out', 'Anejo', ""Don't Get Grabbed (feat. Dom The President)""]"
113,ALO,"['pop soul', 'r&b']",213768,72,"['Dead and Cold', 'Alone', 'Walk Away', 'Memory', 'Midnight Thoughts', 'Heartbreak', 'Not Enough', 'Bad Habits', 'Worried', 'Just Like You Do']"
114,ALPHA 9,"['edm', 'progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']",36191,53,"['Good For Me - ALPHA 9 Remix', 'All That I Can', 'Come Home - Extended Mix', 'Stellar', 'Empty Streets - ALPHA 9 Remix', 'Never Be The Same - ALPHA 9 Remix', 'Everywhere I Go', 'Before The Dawn - Edit', 'All We Need', 'Azzura']"
115,APB,['scottish new wave'],5019320,93,"['What You Know Bout Love', 'For The Night (feat. Lil Baby & DaBaby)', 'Hello (feat. A Boogie Wit da Hoodie)', 'Dior', 'Mood Swings (feat. Lil Tjay)', 'AP - Music from the film Boogie', 'The Woo (feat. 50 Cent & Roddy Ricch)', 'Invincible', 'Element', 'Got It On Me']"
116,APO Hiking Society,"['classic opm', 'opm']",340779,58,"['When I Met You', 'Panalangin', 'Batang-Bata Ka Pa', 'Awit Ng Barkada', 'Pumapatak Ang Ulan', 'Mahirap Magmahal Ng Syota Ng Iba', 'Kaibigan', 'Show Me a Smile', 'Anna', 'Pag-ibig']"
117,APRE,"['english indie rock', 'kent indie']",155137,63,"['Dolly, Op.56: 1. Berceuse', 'Après un rêve, Op. 7, No. 1', 'Trois Romances sans paroles, Op.17: 3. Andante moderato', 'Après un rêve, Op.7, No.1 (Arr. Cello & Piano)', 'Pavane, Op. 50 (Version for Piano)', 'Fauré: Pavane in F-Sharp Minor, Op. 50', 'Fauré: Pavane, Op. 50', 'Elégie in C Minor, Op. 24 (Arr. Parkin)', 'Pavane, Op. 50', '3 Romances sans paroles, Op. 17: No. 3, Andante moderato in A-Flat Major']"
118,ARTY,"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'russian edm', 'trance', 'tropical house', 'uplifting trance']",158407,65,"['Crave You - Adventure Club Remix', 'Crave You', 'Clair De Lune', 'Need You', 'Better Than Ever (feat. Aloe Blacc)', 'All Your Love', 'Foreign Language', 'Vintage - Flight Facilities Remix', 'Foreign Language - Flight Facilities Extended Mix', 'Sunshine']"
119,ASIAN KUNG-FU GENERATION,"['anime', 'anime score', 'j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk']",766510,65,"['遥か彼方', 'Re:Re: (Single ver.)', 'ブラッドサーキュレーター', 'Re:Re:', 'リライト', 'アフターダーク', 'Dororo', '触れたい 確かめたい', 'ソラニン', 'それでは、また明日']"
120,ASP,"['deep big room', 'pop edm', 'russian dance']",1573446,77,"['Case Closed', 'Penguins', 'On the River', 'Sunshine', 'Major', 'No Sense (feat. Key Glock)', 'What u see is what u get', 'Water on Water on Water', 'RNB (feat. Megan Thee Stallion)', 'Cheat Code']"
121,ATB,"['disco house', 'german dance', 'german techno', 'german trance', 'trance']",263021,79,"['Your Love (9PM)', '9Pm (Till I Come)', 'Your Love (9PM) - Tiësto Remix', ""Don't Stop"", 'Friendships (Lost My Love) - ATB Remix', 'Ecstasy', 'Ecstasy - Morten Granau Remix', '9 Pm - Till I Come', ""You're Not Alone - Airplay Mix"", 'The Only One - Short Edit']"
122,AUGUST 08,"['la pop', 'r&b']",1771861,73,"['Midsummer Madness', 'Gospel', 'History', 'Drive Safe', 'Dat $tick', '100 Degrees', 'Sydney', 'Introvert (feat. Joji)', 'BALI', 'Glow Like Dat']"
123,AURORA,"['art pop', 'norwegian pop']",50,56,"['Aurora', 'Vista', 'Fragments', 'Animo', 'Cogitatio']"
124,AVCI,"['karadeniz halk muzigi', 'turkish pop', 'turkish trap pop']",1272110,72,"['Mr. Jones', 'Accidentally In Love', 'A Long December', 'Big Yellow Taxi', 'Round Here', 'Hanginaround', 'Colorblind', 'Rain King', 'Omaha', 'Mr. Jones - Live At Chelsea Studios, New York/1997']"
125,AVIRA,"['progressive house', 'progressive trance', 'trance']",5620,53,"['Illusion', 'Hollow', ""Reachers Of Civilisation - AVIRA & Nourey's Unplugged Remix"", 'Mask', 'The Worship - Mark Knight Remix', 'Late Delivery', 'The Worship (ASOT 1010) [Progressive Pick] - Mark Knight Remix', 'The Worship', 'Run To You', 'Love Me - Yotto Remix']"
126,AWOLNATION,"['indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",1906477,69,"['Sail', 'Carry On', 'Run', 'Disco Body Parts (feat. AWOLNATION)', 'The Best', 'The Best (feat. Alice Merton)', 'I\'m On Fire - From ""Fifty Shades Of Grey"" Soundtrack', 'Kill Your Heroes', 'Hollow Moon (Bad Wolf)', 'Woman Woman']"
127,AZ,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",27192042,95,"['Relación - Remix', 'UN DIA (ONE DAY) (Feat. Tainy)', 'Una Locura', 'LOCATION', 'LA CANCIÓN', 'Tu Veneno', 'I Like It', 'De Cora <3', 'Mood (Remix) feat. Justin Bieber, J Balvin & iann dior', 'Azul']"
128,Aaliyah,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",2575779,64,"['Are You That Somebody', 'At Your Best (You Are Love)', ""I Don't Wanna"", 'Back & Forth', 'We Need A Resolution', ""Age Ain't Nothing But a Number"", ""I'm So into You"", 'Down with the Clique', 'At Your Best (You Are Love) - Gangstar Child Remix', 'Street Thing']"
129,Aaron Copland,"['american modern classical', 'classical', 'early modern classical']",72223,53,"['Fanfare for the Common Man', 'Appalachian Spring: VII. Doppio movimento', 'Appalachian Spring - 1945 Suite: 1. Very slowly', 'Down a Country Lane', 'Copland: Appalachian Spring: VII. Doppio movimento (Variations on a Shaker Hymn - Simple Gifts)', 'Fanfare for the Common Man', 'Rodeo: Hoe-Down', 'Appalachian Spring: VII. Doppio movimento', 'Rodeo: II. Corral Nocturne', 'Appalachian Spring Suite']"
130,Aaron Hall,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",298475,53,"['Now That We Found Love', 'Is It Good To You', ""Nuttin' But Love"", 'Somebody For Me', 'Got Me Waiting', 'Now That We Found Love - Club Version', 'We Got Our Own Thang', ""Don't Curse"", 'The Overweight Lovers In The House', 'Black Coffee']"
131,Aaron Lewis,"['contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'redneck']",503677,63,"['Country Boy (feat. George Jones & Charlie Daniels)', 'Northern Redneck', 'Lost And Lonely', 'That Ain’t Country', 'Country Boy (Acoustic Version)', 'Whiskey And You', 'Outside (feat. Fred Durst) - Family Values Live Version', 'Tangled Up In You', ""Granddaddy's Gun"", 'Folded Flag']"
132,Aaron May,"['rap', 'underground hip hop']",137374,64,"['Let Go', 'Ride', 'In Love', ""I'm Good Luv, Enjoy."", 'FEEL LIKE', 'Yung Hustla (2K)', 'Chains', 'On Me', 'Temporary', 'Dreams']"
133,Aaron Neville,['soul'],84655,59,"[""Don't Know Much (with Aaron Neville)"", 'Hercules', 'Tell It Like It Is', 'All My Life (with Aaron Neville) - 1999 Remaster', 'The Weight - Live', 'Tell It Like It Is', 'Even If My Heart Would Break', 'Everybody Plays The Fool', 'La Vie Dansante', 'You Never Can Tell']"
134,Aaron Shust,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'rock cristiano', 'world worship', 'worship']",170756,51,"['My Savior My God', 'Ever Be', 'My Hope Is in You', 'No One Higher', 'Isaiah 53', 'Zion', 'Resurrecting - Radio Version', 'Mountain Of The Lord', 'This I Know', 'None Like You']"
135,Aaron Smith,['chicago house'],229912,70,"['Dancin (feat. Luvli) - Krono Remix', 'Dancin - Krono Remix', 'Dancin (feat. Luvli) - BOXINBOX Remix', 'Dancin (feat. Luvli) - Danny Avila & Jumpa Remix', 'Dancin (feat. Luvli) - Original Mix', ""Don't You Know - Live Bass Mix"", 'Outer Level', 'House Party', 'I Need U 2 C - Matt Kerr vs. Dash Tortoriello Jazz Mix', 'Dancin - Remix Centerside']"
136,Aaron Tippin,"['country', 'country road', 'country rock', 'redneck']",408489,53,"[""You've Got to Stand for Something"", 'Kiss This', ""There Ain't Nothin' Wrong with the Radio"", 'Where The Stars And Stripes And The Eagle Fly', 'Big Boy Toys', 'My Blue Angel', ""That's as Close as I'll Get to Loving You"", ""Workin' Man's Ph.D"", ""Working Man's Ph.d."", 'I Got It Honest']"
137,Aaron Tveit,"['broadway', 'hollywood', 'show tunes']",29616,57,"['Do You Hear The People Sing?', 'Elephant Love Medley', 'Shut Up And Raise Your Glass', 'Those Magic Changes - From ""Grease Live!"" Music From The Television Event', 'Summer Nights - From ""Grease Live!"" Music From The Television Event', 'ABC Café / Red & Black', 'Sandy - From ""Grease Live!"" Music From The Television Event', 'Superboy and the Invisible Girl', 'We Go Together - From ""Grease Live!"" Music From The Television Event', 'Come What May']"
138,Aaron Watson,"['contemporary country', 'country', 'country road', 'modern country rock', 'texas country']",189364,59,"['Freight Train', 'Outta Style', ""July In Cheyenne (Song For Lane's Momma)"", 'That Look', 'Run Wild Horses', 'Getaway Truck', 'Silverado Saturday Night', 'Kiss That Girl Goodbye', ""Bluebonnets (Julia's Song)"", 'Whisper My Name']"
139,Aaron Y Su Grupo Ilusion,"['cumbia sonidera', 'ranchera', 'regional mexican']",365881,64,"['Todo Me Gusta De Ti', 'Te Vas', 'Destilando Amor', 'No Voy A Llorar', 'El Embrujo', 'Embrujo', 'No Voy A Llorar', 'Destilando Amor', 'Y Te Has Marchado', 'Pasion Colombiana']"
140,Ab-Soul,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",790429,63,"['The Law (feat. Mac Miller & Rapsody)', 'Bloody Waters (with Anderson .Paak & James Blake)', 'Who Wants What', 'Illuminate (feat. Kendrick Lamar)', 'Dangerookipawaa Freestyle', 'D.R.U.G.S.', 'Terrorist Threats (feat. Danny Brown & Jhene Aiko)', 'Gods Reign (feat. Sza)', 'Back At It', 'Lonely Soul (feat. Punch) / / / The Law (Prelude) [feat. SZA]']"
141,Abby,"['contemporary country', 'country pop']",29165,57,"['After A Few', 'ABBY', 'David Ashley Parker From Powder Springs', 'Tank Of Gas And A Radio Song', 'Goodyears', 'Heartbeat Of A Small Town', 'Red, White And Blue', 'After A Few - Acoustic', ""Where That Beer's Been"", ""Beer's Better Cold""]"
