,Artist,Genres,Followers,Popularity,Songs
5446,Lontalius,['nz pop'],34246,56,"['Sleep Thru Ur Alarms', 'Comfortable', ""It's Not Love"", 'EASE - Lontalius Remix', 'To Be Happy', 'Someone Will Be There For You', ""Don't You Think I Do Enough?"", 'Make My Dreams Come True', 'All I Wanna Say', 'Carousel']"
5447,Look Twice,"['bubblegum dance', 'eurodance']",8622352,83,"[""I CAN'T STOP ME"", 'CRY FOR ME', 'FANCY', 'Feel Special', 'MORE & MORE', 'What is Love', 'YES or YES', 'BETTER', 'Dance The Night Away', ""I'LL SHOW YOU""]"
5448,Lookas,"['bass trap', 'electro house', 'electronic trap', 'traprun']",8024182,83,"['Low (feat. T-Pain)', 'Whistle', 'Wild Ones (feat. Sia)', 'My House', 'Good Feeling', ""Club Can't Handle Me (feat. David Guetta)"", 'Right Round', 'GDFR (feat. Sage the Gemini & Lookas)', ""I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"", 'I Cry']"
5449,Looking Glass,"['soft rock', 'sunshine pop']",52984,62,"[""Brandy (You're a Fine Girl)"", ""Brandy (You're a Fine Girl) - Single Version"", ""Dealin' With The Devil"", ""Brandy (You're A Fine Girl) - with Chad Introduction"", 'Jimmy Loves Mary-Anne', ""Brandy (You're a Fine Girl)"", 'From Stanton Station', 'Golden Rainbow', ""Brandy (You're A Fine Girl) - Re-Recording"", 'City Lady']"
5450,Loon,"['k-pop', 'k-pop girl group']",16813,53,"['Loonboon', 'Zombies on Your Lawn', 'Crazy Dave (Intro Theme)', 'Loonboon (In-Game)', 'Graze the Roof', 'Brainiac Maniac', 'Everything\'s Alright (From ""To the Moon"")', 'Ultimate Battle', 'Brainiac Maniac (In-Game)', 'Grasswalk']"
5451,Loose,"['kentucky metal', 'kentucky punk']",2575924,88,"['Peaches (feat. Daniel Caesar & Giveon)', 'Get You (feat. Kali Uchis)', 'Best Part (feat. H.E.R.)', 'Japanese Denim', 'Who Hurt You?', 'CYANIDE', 'Streetcar', 'We Find Love', 'Blessed', 'Hold Me Down']"
5452,Loose Ends,"['brit funk', 'disco', 'electro', 'funk', 'jazz funk', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",416219,69,"['Damselfly', 'Ottolenghi', 'Let It Go', 'Loose Ends', 'Yesterday', ""Ain't Nothing Changed"", 'I Wonder Why', 'Desoleil (Brilliant Corners)', 'Ice Water', 'Angel']"
5453,Looser,"['french hip hop', 'rap inde']",1222603,71,"['Loser', 'The Valley of The Pagans (feat. Beck)', 'Find My Way (feat. Beck)', 'Night Running', 'Dreams', 'Up All Night', 'E-Pro', 'Lost Cause', 'Debra', 'Wow']"
5454,Lord Berners,"['british modern classical', 'polka']",3140359,81,"['Cello Suite No. 1 in G Major, BWV 1007: I. Prélude', 'The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846', 'Goldberg Variations, BWV 988: Aria', 'Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude', 'Air on a G String', 'Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga', 'Orchestral Suite No. 3 in D Major, BWV 1068: 2. Air', 'Sheep May Safely Graze', ""Herz und Mund und Tat und Leben, Cantata BWV 147: Jesu, Joy Of Man's Desiring (Arr. For Piano By Myra Hess)"", 'Organ Sonata No. 4, BWV 528: 2. Andante [Adagio] (Transcr. by August Stradal)']"
5455,Lord Echo,"['electronica', 'funk', 'indie jazz', 'indie soul', 'nz reggae', 'soul']",55094,56,"['Thinking of You', 'The Sweetest Meditation', 'Low to the Street', 'Just Do You', 'Woah! Theres No Limit', 'Cosmic Echoes', 'Wang East', 'I Love Music', 'Molten Lava', 'Chill: Prelude']"
5456,Lord Finesse,"['alternative hip hop', 'bronx hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'jazz boom bap', 'turntablism']",76254,52,"['Hip 2 Da Game', 'I Want You - Underboss Remix', 'I Like It - Soul Synopsis Mix', 'Brainstorm / P.S.K. - No Gimmicks Remix', 'Midas Era', 'I Wanna Be Where You Are - Underboss Remix', ""True And Livin'"", 'Actual Facts', 'Electric Impression', 'Gameplan']"
5457,Lord Huron,"['indie folk', 'indie pop', 'stomp and holler']",825709,75,"['The Night We Met', 'The Night We Met (feat. Phoebe Bridgers)', 'Ends of the Earth', 'Not Dead Yet', 'Mine Forever', 'Harvest Moon - Recorded at Spotify Studios NYC', 'When the Night is Over', 'Meet Me in the Woods', 'She Lit a Fire', 'Wait by the River']"
5458,Lorde,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'pop dance', 'post-teen pop']",7445829,80,"['Ribs', 'Royals', 'Liability', 'Green Light', 'Team', 'Perfect Places', 'The Love Club', 'Supercut', 'Homemade Dynamite - REMIX', 'Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack']"
5459,Lore,"['electropop', 'indie folk', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'stomp and holler', 'vapor soul']",84249,65,"['Never Enough', 'Never Enough (Reprise)', 'Need You Now - The Voice Performance', 'Your Girl', 'When Love Takes Over - The Voice Performance', 'This Summer', 'I Am', 'Ordinary Day', ""You Know I'm No Good - The Voice Performance"", 'All Around The World - The Voice Performance']"
5460,Loredana Bertè,"['classic italian pop', 'italian adult pop']",499679,65,"[""Don't Worry"", 'Karaoke', 'Mambo Salentino', 'Per Un Milione', 'Portami con te', 'Non Ti Dico No', 'Nun Tenimme Paura (feat. Franco Ricciardi)', ""L'importante"", ""Il Sole D'Oriente"", 'A tre passi da te']"
5461,Loreena McKennitt,"['canadian celtic', 'celtic', 'medieval folk', 'new age', 'world']",334955,59,"['Tango To Evora', ""The Mystic's Dream"", ""Dante's Prayer"", ""The Mummers' Dance"", 'Marco Polo', 'The Stolen Child', 'Prologue', 'Skellig', 'All Souls Night', 'La Serenissima']"
5462,Loren Allred,"['deep talent show', 'hollywood', 'movie tunes']",84249,65,"['Never Enough', 'Never Enough (Reprise)', 'Need You Now - The Voice Performance', 'Your Girl', 'When Love Takes Over - The Voice Performance', 'This Summer', 'I Am', 'Ordinary Day', ""You Know I'm No Good - The Voice Performance"", 'All Around The World - The Voice Performance']"
5463,Lorenz,"['bass house', 'deep groove house', 'electro house', 'house']",344800,56,"['Abrazado de un Poste', 'El Senor de las Canas', 'Abrazado De Un Poste - En Vivo', 'Ese Señor de las Canas', 'El Ausente', 'Carga Ladeada', 'La Pérsica', 'Ya Bebí', 'La Carga Ladeada', 'Ayer Bajé de la Sierra']"
5464,Lorenzo De Monteclaro,"['corrido', 'mariachi', 'norteno', 'regional mexican']",344800,56,"['Abrazado de un Poste', 'El Senor de las Canas', 'Abrazado De Un Poste - En Vivo', 'Ese Señor de las Canas', 'El Ausente', 'Carga Ladeada', 'La Pérsica', 'Ya Bebí', 'La Carga Ladeada', 'Ayer Bajé de la Sierra']"
5465,Loretta Lynn,"['country', 'country rock', 'nashville sound', 'traditional folk']",473966,58,"[""Coal Miner's Daughter - Single Version"", 'Louisiana Woman, Mississippi Man', ""Don't Come Home A-Drinkin' (With Lovin' On Your Mind)"", ""You Ain't Woman Enough"", 'Fist City', 'Blue Kentucky Girl', 'Lovesick Blues (with Patsy Cline)', 'Still Woman Enough (feat. Reba McEntire & Carrie Underwood)', 'Silver Threads and Golden Needles', ""It Wasn't God Who Made Honky Tonk Angels""]"
5466,Lori McKenna,"['acoustic pop', 'alternative country', 'boston folk', 'folk', 'indie folk', 'lilith', 'modern folk rock', 'new americana', 'new england americana', 'traditional folk']",45829,53,"[""The Time I've Wasted"", ""When You're My Age (feat. Hillary Lindsey & Liz Rose)"", 'People Get Old', 'How To Break A Heart (feat. Lori McKenna & Hillary Lindsey)', 'Humble & Kind', 'Wreck You', 'Uphill', ""The Lot Behind St. Mary's"", 'Good Fight', 'The Bird & The Rifle']"
5467,Lorin Maazel,"['classical performance', 'orchestral performance']",130373,53,"[""St. Paul's Suite, Op. 29 No.2, H 118: 3. Intermezzo: Andante con moto"", 'The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity', 'The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity', 'The Planets, Op. 32: II. Venus, the Bringer of Peace', 'The Planets, Op. 32: 1. Mars, the Bringer of War', 'The Planets, Op. 32: 2. Venus, the Bringer of Peace', 'The Planets, Op. 32: 4. Jupiter, the Bringer of Jollity', 'The Planets, Op. 32: I. Mars, the Bringer of War', 'I Vow to Thee, my Country', 'The Planets, Op. 32: 1. Mars, the Bringer of War']"
5468,Lorn,"['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']",3004,69,"['Coco', 'Ringlo', 'Sombrio', 'Norbourn', 'Bella Coola', 'Argelia', 'Palinouros', 'Venadillo', 'Zeru', 'Harku']"
5469,Lorna Lim,['hawaiian'],43139,51,"['Kaufmann und Maid', 'The Longing - Hurdy Gurdy Version', 'Over the Hills and Far Away - Hurdy Gurdy Version', 'Lora Lie Lo', ""Gurdy's Green"", 'Grieve No More - Extended Version', 'Run', 'Grieve No More (Series Version)', 'The Longing - Hurdy Gurdy Instrumental, Karaoke', 'Leaves And Lemons']"
5470,Los 2 Primos,['deep regional mexican'],42025,52,"['Sanguinarios Del M1', 'Leyenda Viviente', 'Te Apuesto Mi Sangre', 'El Árbol Del Mayo', 'Jefe Zambada', 'Que Bonita Chaparrita', 'Angel Azul', 'Escuela De Rancho', 'Antes y Después', 'Entre Perico y Perico']"
5471,Los Abuelos De La Nada,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional', 'ska argentino']",393297,61,"['Mil Horas', 'Lunes Por La Madrugada', 'Costumbres Argentinas - En Vivo', 'Sin Gamulán', 'Himno De Mi Corazón', 'Así Es El Calor', 'Chalamán', 'Cosas Mías - Remastered', 'Himno de Mi Corazón', 'No Te Enamores Nunca De Aquel Marinero Bengalí']"
5472,Los Acosta,"['grupera', 'ranchera', 'regional mexican']",927784,69,"['Como Una Novela', 'Deja Una Rosa En Tu Balcón', 'Voy a pintar un corazón', 'Contra El Dragón', 'Mi Corazón Es Un Vagabundo', 'Sin Ti', 'Mi Verdadero Amor', 'Sin razón', 'Tonto corazón', 'Cuando Vuelvas Tú']"
5473,Los Alegres De Teran,['norteno'],155625,52,"['Moneda Sin Valor', 'la carga blanca', 'El 24 De Junio', 'Los Tequileros', 'Valente Quintero', 'Ingrato Amor', 'Alma Rendida - Live', 'La Mesera', 'Ojitos Verdes', 'Caminos De Guanajuato']"
5474,Los Alegres Del Barranco,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']",390983,67,"['El 701', 'El Chino Piloto', 'El Doble R', 'El Costal Lleno de Piedras', 'En Estos Tiempos', 'El Ave de Durango', 'El Güero Reyna', 'Rey Pobre - Con Tololoche', 'Fiel Soldado de Guzmán', 'Yo Te Adverti']"
5475,Los Alegres de la Sierra,"['chilena', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican', 'sierreno']",383627,59,"['De Rodillas Te Pido', 'Asi Como Hoy', 'Suerte He Tenido', 'La Yaquesita', 'Y Si Volviera a Nacer', 'Cuando Abras los Ojos', 'Reproches Al Viento - En Vivo', 'Amor de Cuatro Paredes', 'La Vida Prestada', 'Si Dios Me Lleva Con Él']"
5476,Los Amables Del Norte,"['corrido', 'deep regional mexican', 'norteno']",1439358,72,"['Nieves De Enero', 'Alma Enamorada', 'El Crimen De Culiacán', 'Hermanos Mata', 'Mario Peralta', 'Prenda Del Alma', 'Los Chismes', 'El Pávido Návido', 'Baraja de Oro', 'Anastasio Pacheco']"
5477,Los Amantes De Lola,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']",218019,54,"['Beber de Tu Sangre', 'Mamá', 'Maria Rosario', 'La Flor de Bagdad', 'Don Juan', 'El Triste', 'Hombres y Locos', 'A Solas', 'La Mitad del Tiempo', 'La Era del Terror']"
5478,Los Amigos Invisibles,"['latin afrobeat', 'latin alternative', 'latin funk', 'latin pop', 'latin rock', 'mexican indie', 'rock en espanol', 'venezuelan indie', 'venezuelan rock']",320078,64,"['La Que Me Gusta', 'Mentiras', 'La Que Me Gusta - Versión Acústica', 'Espérame Feat. Elastic Bond', 'Viviré para Ti - Versión Acústica', 'Viviré para Ti', 'Qué Rico', 'La Vecina', 'Ponerte En Cuatro', 'La Ke Hay']"
5479,Los Amos De Nuevo Leon,"['corrido', 'deep regional mexican', 'norteno', 'regional mexican']",354834,56,"['Desmadre en el Bano', 'No Los Oigas', ""Pa'l Terre"", 'Vas y Chingas a Tu Madre [Explicit]', 'Tengo Que Olvidarte', 'Traigo Ganas De Pistiar', 'Recuerdo', 'Camasutra', 'Puto Gabacho', 'El Mariguano']"
5480,Los Angeles De Charly,"['ranchera', 'regional mexican']",695563,67,"['Un Sueño', 'Me Volví A Acordar De Ti', 'Que Levante La Mano', 'Amor Secreto', 'Dulce Mujercita', 'Búsquenla (Antídoto)', 'Me Vas A Recordar', 'Amor De Novela', 'Atrapado En Tus Redes', 'Otra Noche Sin Ti']"
5481,Los Angeles Negros,"['chilean rock', 'nueva ola chilena', 'pop romantico', 'ranchera']",522129,63,"['Y Volveré', 'Déjenme Si Estoy Llorando', 'Debut Y Despedida', 'Murió La Flor', 'A Tu Recuerdo', 'Cómo Quisiera Decirte', 'Yo Te Necesito', 'Murio la Flor / Y Volvere / Como Quisiera Decirle', 'A La Mujer Que Tanto Amé - En Vivo Desde Lunario, México DF/2013', 'Ayer Preguntaron Por Ti']"
5482,Los Angeles Philharmonic,"['american orchestra', 'classical performance', 'orchestra']",959572,71,"['Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scène (Moderato)', 'Variations on a Rococo Theme, Op. 33 for cello and orchestra: Var. VI: Andante', 'Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 13 Waltz of the Flowers', 'Album for the Young, Op. 39: No. 3. Mamma (Maman)', 'Six Pieces, Op. 51, TH 143: 6. Valse sentimentale. Tempo di Valse', 'Swan Lake', 'Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse', 'El Lago De Los Cisnes - Op. 20, Acto II: 10. Scene (Moderato)', 'Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act 1: No. 2 March', 'Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 14 Pas de deux']"
5483,Los Askis,"['cumbia andina mexicana', 'cumbia sonidera', 'ranchera', 'regional mexican']",349096,63,"['Amor Regresa', 'Vienes y Te Vas', 'Amigos Nunca', '¡Ay! El Amor', 'Te Daré Una Rosa', 'Desde Lejos', 'Cumbia Azteca', 'Lejos de Ti', 'La Niña Enamorada', '¿Quién Te Robó El Corazón?']"
5484,Los Auténticos Decadentes,"['argentine rock', 'cuarteto', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",1345350,72,"['Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged', 'Loco (Tu Forma de Ser) - Remasterized 2001', 'Amor (Ft. Mon Laferte) - MTV Unplugged', 'No Me Importa el Dinero (feat. Julieta Venegas) - Vivo en el Palacio de los Deportes', 'Un Osito de Peluche de Taiwán', 'La Guitarra', 'Corazón', 'Besándote - En Vivo', 'El Murguero - Original Version', 'El Pájaro Vio el Cielo y Se Voló']"
5485,Los Baby's,"['mexican rock-and-roll', 'ranchera']",125182,58,"['Cómo Sufro (feat. Gloria Trevi)', 'Como sufro', 'Jinetes en el Cielo (Ghost Riders in the Sky) (feat. Alejandro Marcovich & Paco Huidobro)', 'Sabotaje (feat. Carlos Rivera)', 'Triángulo', 'Triángulo (feat. Thalia)', ""Amor Traicionero (feat. Los Yonic's Zamacona)"", '¿Por Qué? (feat. Marco Antonio Solís)', 'Cariño (feat. Pandora)', 'Un Viejo Amor (feat. Edith Márquez)']"
5486,Los Baron De Apodaca,"['norteno', 'ranchera']",142734,53,"['Y Por Esa Calle Vive', 'Cuando Nadie Te Quiera', 'Los Años Viejos', 'Urge - Tema Restringido', 'Acá Entre Nos', 'Prieta Consentida', 'La Última Muñeca', 'Como Dios Manda', 'Veinte Años', ""Pa'Que Sientas Lo Que Siento""]"
5487,Los Brios,"['grupera', 'mexican rock-and-roll', 'pop romantico', 'ranchera']",127738,51,"['Yo Se Que Te Acordaras', 'Tengo Miedo (De Muchas Cosas)', 'Ya Se Que Te Acordaras...(De Mi)', 'Silueta De Cristal', 'Yo Se Que Te Acordaras - 40127', 'La Última Canción', 'Porqué Estás Enamorada', 'Yo Se Que Acordaras (De Mi) - Nueva Version', 'Yo Se Que Te Acordaras', 'Me Parece Que...']"
5488,Los Buchones de Culiacan,"['corrido', 'deep regional mexican', 'regional mexican']",102149,54,"['Sanguinarios Del M1', 'Trato De Muerte (feat. Los Buchones De Culiacan)', 'La Orden', 'Entre Calaveras ""Chino Antrax""', 'La Ultima Orden del Ondeado', 'El Comando Suicida Del Mayo (En Vivo)', 'El Movimiento Alterado', 'El Comando Suicida del Mayo', 'El Mencho', 'El Jaguar']"
5489,Los Buitres De Culiacan Sinaloa,"['corrido', 'deep regional mexican', 'latin hip hop', 'norteno', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",630190,61,"['Sanguinarios Del M1', 'Ciega por El', 'El Tamarindo', 'Popurri de Huapangos', 'Mentalidad Enferma', 'El Kocaino', 'Pinche Gente Alboretera', 'Borracho De Amor', 'Hay Alguien Aqui', 'Demonios Empecherados']"
5490,Los Bukis,"['grupera', 'gruperas inmortales', 'regional mexican']",1800605,74,"['Tu Cárcel', 'A Donde Vayas', 'Como Fui A Enamorarme De Ti', 'Será Mejor Que Te Vayas', 'Acepto Mi Derrota', 'Quiéreme', 'Yo Te Necesito', 'Mi Mayor Necesidad', 'Tus Mentiras', 'Chiquilla Bonita']"
5491,Los Byby's,['cumbia sonidera'],71927,61,"['En Tus Manos', 'Culpable O No', 'Llorar Llorar Llorar', 'Búscala', 'Esa Mujer', 'Regresa', 'Corazón Barato', 'Te Extraño, Te Olvido, Te Amo', 'Esperate No Te Vayas Ahora', 'Con El Viento A Tu Favor']"
5492,Los Cachorros de Juan Villarreal,"['corrido', 'deep regional mexican', 'norteno', 'regional mexican', 'tex-mex']",116915,54,"['Sabiendo Quien Era Yo', 'No Logre Olvidarte', 'Se Les Pelo Baltazar', 'Regalo Caro', 'Tu Delirio', 'Picame Tarantula', 'Candido Rodriguez', 'Estrellas Y Diamantes', 'El Querreque', 'El Rayo De Sinaloa']"
5493,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",1274893,72,"['No Hay Novedad', 'Los Dos Amigos', 'El Palomito', 'Las Tres Tumbas', 'Una Pagina Mas', 'Una Lagrima y un Recuerdo', 'Flor de Capomo', 'Pistoleros Famosos', 'Prenda Querida', 'Un Viejo Amor']"
5494,Los Cafres,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",1041083,67,"['Tus Ojos', ""Casi q' me pierdo"", 'Bastará', 'Si el Amor Se Cae - Versión 25 Años [Live]', 'Sigo Caminando', 'Momento', 'Si El Amor Se Cae', 'Aire - Versión 25 Años', 'De Mi Mente', 'Aire']"
5495,Los Caminantes,"['grupera', 'gruperas inmortales', 'ranchera', 'regional mexican']",959032,67,"['Supe Perder', 'Amor Sin Palabras', 'Entre Más Lejos Me Vaya', 'Maria Elena', 'Para Qué Quieres Volver', 'La Guitarra y la Mujer', 'Ángel de la Mañana', 'Dos Cartas y una Flor - En Vivo', 'Cuando Dos Almas', 'Dime la Verdad']"
5496,Los Canelos De Durango,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']",246290,57,"['El Mochomo', 'Celos del Viento', 'La Vida Mafiosa', 'Cada Dia Mas', 'El Senor de la Montana', 'Alfredo Beltran', 'El Abecedario', 'Quemando la Chiva', 'Juanito el Comandante', 'El Descuido Del Aguila']"
5497,Los Cuates de Sinaloa,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",334436,57,"['Soldado Imperial', 'El Manisero', 'Negro Y Azul: The Ballad of Heisenberg (From ""Breaking Bad"" TV Series)', 'Las Tres Llamadas', 'El Señor de los Cielos', 'Flor Hermosa', 'La Yaquesita', 'Epoca de Oro', 'La Reina del Sur', 'El Alamo']"
5498,Los Dandys,"['bolero', 'bolero mexicano']",258214,55,"['Gema', 'Tres Regalos', 'Cerca del Mar', 'Como un Duende', 'Por Fin', 'Los Tres Regalos', 'El Telefono', 'Gema', 'Mi Linda Esposa', 'Alma de Cristal']"
5499,Los Dareyes De La Sierra,"['corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican']",477310,57,"['Hasta El Día De Hoy', 'La Recia', 'Dichos Y Grandes', 'Adiós Mi Amor', 'Miguel Ángel', '70 Calaveras', 'El Águila Real (Nave 727)', 'Que Te Entregues Hoy', 'Sangre Guerrera', 'La Mas Bonita De Todas']"
5500,Los Del Rio,"['norteno', 'norteno-sax', 'regional mexican']",33817,59,"['Macarena', 'Macarena (Bayside Boys Remix) - Remasterizado', 'Macarena - River Re-Mix', 'Sevilla Tiene un Color Especial', 'Más Macarena', 'Se Te Nota En La Mirada', 'Dentro de Mi Guitarra', 'Macarena - Bass Bumpers Remix Radio Edit', 'Sevillania', 'Soy Un Truhán Soy Un Señor']"
5501,Los Diablitos,"['musica popular colombiana', 'vallenato']",842770,64,"['No Voy a Llorar', 'Busca un Confidente', 'Que No Me Faltes Tú', 'No Te Vayas', 'Los Caminos de la Vida', 'A Besitos', 'Novios Cruzados', 'Cuando Casi Te Olvidaba', 'Que Vuelva', 'Me Tiraste Al Mar']"
5502,Los Dos Carnales,"['corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican']",2511941,79,"['Cabrón y Vago - En Vivo', 'Palabra de Hombre', 'El Circo', 'En El Camino', 'Lupe Campos', 'Borracho de Cochera', 'Mi 45', 'Guárdame Esta Noche', 'La Mayiza', 'El Fue Arturo - En Vivo']"
5503,Los Dos Grandes De La Sierra,"['corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican']",92191,54,"['Chevrolet Cuatro por Cuatro', 'Echandome un Perico - Norteño', 'Chevrolet 4x4 - Tololoche', 'Cruz de Mariguana', 'Contrato Con la Muerte', 'Que Me Entierren Con la Banda', 'El Vino y el Perico', 'Hierba Polvo y Palomo', 'Los Coroneles', 'Clavelito Chino']"
5504,Los Enanitos Verdes,"['argentine rock', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol', 'ska argentino']",2389985,73,"['Lamento Boliviano', 'La Muralla Verde', 'Luz De Dia', 'Luz De Dia', 'Tu Carcel - En Vivo Desde Tijuana, Mexico/2004', 'Mi Primer Dia Sin Ti', 'Guitarras Blancas', 'Amores Lejanos', 'Igual Que Ayer', 'Por el Resto']"
5505,Los Estramboticos,"['latin alternative', 'latin rock', 'latin ska', 'mexican hip hop', 'mexican indie', 'mexican rock', 'rock en espanol', 'ska mexicano']",328995,54,"['La Herida', 'Ciegos de Amor', 'Oír Tu Voz', '30 Monedas', 'El Recuento de los Daños', 'Gracias', 'No Me Haces Falta (Delante de Ti)', 'No Te Quise Lastimar', 'Me Enamoré En La Cola De Las Torillas', 'Peter Punk']"
5506,Los Fabulosos Cadillacs,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",2062873,71,"['Vasos Vacíos - Remasterizado 2008', 'Siguiendo la Luna - Remasterizado 2008', 'El Matador', 'Manuel Santillán, el León (Versión Reggae) - Remasterizado 2008', 'Mal Bicho - Remasterizado 2008', 'Padre Nuestro', 'Calaveras Y Diablitos - Versión Remasterizada 2008', 'La Parte de Adelante', 'Demasiada Presión - Remasterizado 2008', 'El Satánico Dr. Cadillac - Remasterizado 2008']"
5507,Los Felinos,['grupera'],3343,53,"['Morena', 'Lápiz Labial', 'Morena De Quince Años', 'Yo Quiero Quebrarte', 'Jambalaya', 'Flor Morena', 'No Rompas Más Mi Pobre Corazón', 'El Buey De La Barranca', 'El Venadito', 'Jacinto Pérez De La ""O""']"
5508,Los Freddy's,"['grupera', 'mexican rock-and-roll', 'ranchera']",216900,52,"['Déjenme llorar - Con banda', 'El primer tonto', 'Aunque me hagas llorar', 'El cariño que perdí - Con banda', 'Dejenme Llorar', 'Es mejor decir adiós', 'Tu inolvidable sonrisa - Con banda', 'Con tu adiós', 'Sí acaso vuelves - Con banda', 'Que Ganas con Llorar - con banda']"
5509,Los Fugitivos,"['grupera', 'gruperas inmortales', 'regional mexican']",258920,57,"['La Loca', 'Corazón Mágico', 'Es Que Te Amo', 'NineteenZ', 'FourteenZQ', 'Corazón, Corazoncito', 'NineTeenZQ', 'Me Llamas', 'Golpes Y Besos', 'Los Lili']"
5510,Los Hermanos Rosario,"['dominican pop', 'latin', 'merengue', 'tropical']",174582,56,"['La Dueña Del Swing', 'Esa Muchacha', 'Borrón y Cuenta Nueva', 'Morena Ven', 'La Dueña del Swing', 'El Desdichado', 'Un Beso y una Flor', 'Mi Tonto Amor', 'Video Clip', 'Abracadabra - Remix Los Hermanos Rosario']"
5511,Los Hijos Del Pueblo,['cumbia sonidera'],19397,53,"['El Botecito', 'Cumbia Loca', 'Mi Cumbia Con Acordeón', 'Tongoneaito', 'La Guera Salomé', 'El Trenecito', 'El Baile Del Sombrero', 'Fuiste', 'Mexicano', 'Como Pelotita De Ping Pong']"
5512,Los Hispanos,"['cumbia', 'musica popular colombiana']",128361,54,"['La Colegiala', 'Carola', 'Que No Quede Huella', 'Tabaco y Ron', 'Plegaria', 'El Aguajal', 'El Ciclón', 'Cariñito', 'Ojitos Hechiceros', 'Boquita de Caramelo']"
5513,Los Horóscopos De Durango,"['corrido', 'duranguense', 'ranchera', 'regional mexican']",444347,58,"['Él No Eres Tú', 'Antes Muerta Que Sencilla', 'Si La Quieres', 'Cómo Te Va Mi Amor', 'Dos Locos', 'Obsesión', 'Mi Amor Por Ti', 'Que Vuelva', 'Cambiemos Los Papeles', 'Nos Acostumbramos']"
5514,Los Huracanes del Norte,"['corrido', 'norteno', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",1131417,68,"['El Gato De Chihuahua', 'Nomas Por Tu Culpa', 'Mi Complemento', 'La Suburban Dorada', 'Que Me Lleve El Diablo - En Vivo', 'La Escuadra (En Que Trabaja El Muchacho)', 'Amarte Es Hermoso', 'Nada Contigo', 'Pa Que Te Casabas Juan', 'El Hombre De Negro']"
5515,Los Incomparables De Tijuana,"['corrido', 'deep regional mexican', 'norteno', 'regional mexican']",77768,51,"['El Numero Uno', 'Sabiendo Quien Era Yo', '700 Libras', 'Candido Rodriguez', 'Rafael Fonseca', 'Esta De Parranda El Jefe', 'Los Traficantes', 'Pedro Aviles', 'Chico Fuentes', 'La Camioneta Gris']"
5516,Los Indios,"['easy listening', 'romantico']",82227,57,"['Acurrucar', 'Mi Forma de Sentir', 'Voy a Conquistarte', 'Convéncete', 'El Amor Se Fue', 'De la Cintura para Arriba', 'Tú No Sabes Amar', 'Si Pudiera', 'Como Tú No Hay Dos', 'Le Sobraban Mis Besos']"
5517,Los Inquietos Del Norte,"['corrido', 'latin hip hop', 'norteno', 'regional mexican']",908780,68,"['Mi Amigo el de Arriba', 'Vamos a Darle Con Todo', 'Caiga Quien Caiga', 'Locos Desde Ayer', 'Me Harto el Pendejo', '90 Millas (90 Miles)', 'Las Puertas del Infierno', 'La Borrachera', 'De Que Se Puede Se Puede', 'Como Pez Sin Agua']"
